LAU212CD,LAU212NM,FID
UKG2300055,Fenton East,4853
UKG2406048,Penkside,4854
UKG2200025,""Gobowen, Selattyn and Weston Rhyn"",4855
UKG3200027,Olton,4856
UKG3700003,Bristnall,4857
UKG2402032,Heath,4858
UKG2404037,Porthill,4859
UKG3100045,Bournville,4860
UKG2300056,Fenton West and Mount Pleasant,4861
UKG2406049,Rowley,4862
UKG2200026,Harlescott,4863
UKG3200028,St Alphege,4864
UKG3700004,Charlemont with Grove Vale,4865
UKG2402033,Horninglow,4866
UKG2404038,Ravenscliffe,4867
UKG3100046,Brandwood,4868
UKG2300057,Ford Green and Smallthorne,4869
UKG2406050,St. Michael's,4870
UKG2200027,Highley,4871
UKG3200029,Shirley East,4872
UKG3700005,Cradley Heath and Old Hill,4873
UKG2402034,Needwood,4874
UKG2404039,Seabridge,4875
UKG3100047,Edgbaston,4876
UKG2300058,Goldenhill and Sandyford,4877
UKG2406051,Seighford,4878
UKG2200028,Hodnet,4879
UKG3200030,Shirley South,4880
UKG2402035,Shobnall,4881
UKG3700006,Friar Park,4882
UKG2402036,Stapenhill,4883
UKG2300059,Great Chell and Packmoor,4884
UKG3100048,Erdington,4885
UKG2406052,Stonefield and Christchurch,4886
UKG2402037,Stretton,4887
UKG2300060,Hanford and Trentham,4888
UKG3700007,Great Barr with Yew Tree,4889
UKG2404040,Silverdale and Parksite,4890
UKG2200029,Llanymynech,4891
UKG3200031,Silhill,4892
UKG2402038,Town,4893
UKG3700008,Great Bridge,4894
UKG3200032,Smith's Wood,4895
UKG2300061,Hanley Park and Shelton,4896
UKG3100049,Hall Green,4897
UKG2200030,Longden,4898
UKG2406053,Tillington,4899
UKG2402039,Tutbury and Outwoods,4900
UKG3700009,Greets Green and Lyng,4901
UKG3300019,Bablake,4902
UKG2300062,Hartshill and Basford,4903
UKG3100050,Handsworth Wood,4904
UKG2404041,Talke,4905
UKG2200031,Loton,4906
UKG2406054,Walton,4907
UKG2402040,Winshill,4908
UKG3700010,Hateley Heath,4909
UKG3300020,Binley and Willenhall,4910
UKG2300063,Hollybush and Longton West,4911
UKG3100051,Harborne,4912
UKG2404042,Thistleberry,4913
UKG2200032,Ludlow East,4914
UKG2406055,Weeping Cross,4915
UKG2402041,Yoxall,4916
UKG3700011,Langley,4917
UKG3300021,Cheylesmore,4918
UKG2300064,Joiner's Square,4919
UKG3100052,Hodge Hill,4920
UKG2404043,Town,4921
UKG2200033,Ludlow North,4922
UKG2407011,Cheadle West,4923
UKG2403003,Armitage with Handsacre,4924
UKG3700012,Newton,4925
UKG3300022,Earlsdon,4926
UKG2300065,Lightwood North and Normacot,4927
UKG3100053,Kings Norton,4928
UKG2404044,Westlands,4929
UKG2200034,Ludlow South,4930
UKG2407012,Checkley,4931
UKG2403017,Little Aston,4932
UKG3700013,Old Warley,4933
UKG3300023,Foleshill,4934
UKG2300066,Little Chell and Stanfield,4935
UKG3100054,Kingstanding,4936
UKG2404045,Wolstanton,4937
UKG2200035,Market Drayton East,4938
UKG2407015,Forsbrook,4939
UKG2403020,Burntwood Central,4940
UKG3700014,Oldbury,4941
UKG3300024,Henley,4942
UKG2300067,Meir Hay,4943
UKG3100055,Ladywood,4944
UKG2405003,""Wheaton Aston, Bishopswood and Lapley"",4945
UKG2200036,Market Drayton West,4946
UKG2407016,Horton,4947
UKG2403022,Shenstone,4948
UKG3700015,Princes End,4949
UKG3300025,Holbrook,4950
UKG2300068,Meir North,4951
UKG3100056,Longbridge,4952
UKG2405004,Brewood and Coven,4953
UKG2200037,Meole,4954
UKG2407029,Alton,4955
UKG2403023,Stonnall,4956
UKG3700016,Rowley,4957
UKG3300026,Longford,4958
UKG2300069,Meir Park,4959
UKG3100057,Lozells and East Handsworth,4960
UKG2405006,Codsall North,4961
UKG2200038,Monkmoor,4962
UKG2407030,Bagnall and Stanley,4963
UKG2403028,All Saints,4964
UKG3700017,St Pauls,4965
UKG3300027,Lower Stoke,4966
UKG2300070,Meir South,4967
UKG3100058,Moseley and Kings Heath,4968
UKG2405008,Essington,4969
UKG2200039,Much Wenlock,4970
UKG2407031,Biddulph East,4971
UKG2403029,Alrewas and Fradley,4972
UKG3700018,Smethwick,4973
UKG3300028,Radford,4974
UKG2300071,Moorcroft,4975
UKG3100059,Nechells,4976
UKG2405013,Kinver,4977
UKG2200040,Oswestry East,4978
UKG2407032,Biddulph Moor,4979
UKG2403030,Boley Park,4980
UKG3700019,Soho and Victoria,4981
UKG3300029,St Michael's,4982
UKG2300072,Penkhull and Stoke,4983
UKG2300073,Sandford Hill,4984
UKG2300074,Sneyd Green,4985
UKG2300075,Springfields and Trent Vale,4986
UKG2300076,Tunstall,4987
UKG2300077,Weston Coyney,4988
UKG2401002,Brereton and Ravenhill,4989
UKG2401011,Norton Canes,4990
UKG2401016,Cannock East,4991
UKG2401017,Cannock North,4992
UKG2401018,Cannock South,4993
UKG2401019,Cannock West,4994
UKG2401020,Etching Hill and The Heath,4995
UKG2401021,Hagley,4996
UKG2401022,Hawks Green,4997
UKG2401023,Heath Hayes East and Wimblebury,4998
UKG2401024,Hednesford Green Heath,4999
UKG2401025,Hednesford North,5000
UKG2401026,Hednesford South,5001
UKG2401027,Rawnsley,5002
UKG2401028,Western Springs,5003
UKG2402001,Abbey,5004
UKG2402002,Bagots,5005
UKG2402006,Churnet,5006
UKG2402014,Rolleston on Dove,5007
UKG2402023,Weaver,5008
UKG3100060,Northfield,5009
UKG3700020,Tipton Green,5010
UKG2403031,Boney Hay,5011
UKG3100061,Oscott,5012
UKG2407033,Biddulph North,5013
UKG3700021,Tividale,5014
UKG2405015,Pattingham and Patshull,5015
UKG2403032,Bourne Vale,5016
UKG3100062,Perry Barr,5017
UKG2407034,Biddulph South,5018
UKG3700022,Wednesbury North,5019
UKG2200041,Oswestry South,5020
UKG2405022,Himley and Swindon,5021
UKG3300030,Sherbourne,5022
UKG2403033,Chadsmead,5023
UKG3100063,Quinton,5024
UKG2407035,Biddulph West,5025
UKG3700023,Wednesbury South,5026
UKG2200042,Oswestry West,5027
UKG2405023,Trysull and Seisdon,5028
UKG3300031,Upper Stoke,5029
UKG2403034,Chase Terrace,5030
UKG3100064,Selly Oak,5031
UKG2407036,Brown Edge and Endon,5032
UKG3700024,West Bromwich Central,5033
UKG2200043,Porthill,5034
UKG2405027,Bilbrook,5035
UKG3300032,Wainbody,5036
UKG2403035,Chasetown,5037
UKG3100065,Shard End,5038
UKG2407037,Caverswall,5039
UKG3800001,Aldridge Central and South,5040
UKG2200044,Prees,5041
UKG2405028,Cheslyn Hay North and Saredon,5042
UKG3300033,Westwood,5043
UKG2403036,Colton and Mavesyn Ridware,5044
UKG3100066,Sheldon,5045
UKG2407038,Cellarhead,5046
UKG3800002,Aldridge North and Walsall Wood,5047
UKG2200045,Quarry and Coton Hill,5048
UKG2405029,Cheslyn Hay South,5049
UKG3300034,Whoberley,5050
UKG2403037,Curborough,5051
UKG3100067,Soho,5052
UKG2407039,Cheadle North East,5053
UKG3800003,Bentley and Darlaston North,5054
UKG2200046,Radbrook,5055
UKG2405030,Codsall South,5056
UKG3300035,Woodlands,5057
UKG2403038,Fazeley,5058
UKG3100068,South Yardley,5059
UKG2407040,Cheadle South East,5060
UKG3800004,Birchills Leamore,5061
UKG2200047,Rea Valley,5062
UKG2405031,Featherstone and Shareshill,5063
UKG3300036,Wyken,5064
UKG2403039,Hammerwich,5065
UKG3100069,Sparkbrook,5066
UKG2407041,Cheddleton,5067
UKG3800005,Blakenall,5068
UKG2200048,Ruyton and Baschurch,5069
UKG2405032,Great Wyrley Landywood,5070
UKG3600001,Amblecote,5071
UKG2403040,Highfield,5072
UKG3100070,Springfield,5073
UKG2407042,Churnet,5074
UKG3800006,Bloxwich East,5075
UKG2200049,St Martin's,5076
UKG2405033,Great Wyrley Town,5077
UKG3600002,Belle Vale,5078
UKG2403041,King's Bromley,5079
UKG3100071,Stechford and Yardley North,5080
UKG2407043,Dane,5081
UKG3800007,Bloxwich West,5082
UKG2407044,Hamps Valley,5083
UKG2200050,St Oswald,5084
UKG2200051,Severn Valley,5085
UKG2200052,Shawbury,5086
UKG2200053,Shifnal North,5087
UKG2407045,Ipstones,5088
UKG2403042,Leomansley,5089
UKG3100072,Stockland Green,5090
UKG2200054,Shifnal South and Cosford,5091
UKG2407046,Leek East,5092
UKG3800008,Brownhills,5093
UKG2405034,Huntington and Hatherton,5094
UKG3600003,Brierley Hill,5095
UKG2403043,Longdon,5096
UKG2407047,Leek North,5097
UKG3800009,Darlaston South,5098
UKG3100073,Sutton Four Oaks,5099
UKG3600004,Brockmoor and Pensnett,5100
UKG2405035,Penkridge North East and Acton Trussell,5101
UKG2200055,Sundorne,5102
UKG2403044,Mease and Tame,5103
UKG2407048,Leek South,5104
UKG3800010,Paddock,5105
UKG3100074,Sutton New Hall,5106
UKG3600005,Castle and Priory,5107
UKG2405036,Penkridge South East,5108
UKG2200056,Tern,5109
UKG2403045,St John's,5110
UKG2407049,Leek West,5111
UKG3800011,Palfrey,5112
UKG3100075,Sutton Trinity,5113
UKG3600006,Coseley East,5114
UKG2405037,Penkridge West,5115
UKG2200057,The Meres,5116
UKG2403046,Stowe,5117
UKG2407050,Manifold,5118
UKG3800012,Pelsall,5119
UKG3100076,Sutton Vesey,5120
UKG3600007,Cradley and Wollescote,5121
UKG2405038,Perton Dippons,5122
UKG2200058,Underdale,5123
UKG2403047,Summerfield,5124
UKG2407051,Werrington,5125
UKG3800013,Pheasey Park Farm,5126
UKG3100077,Tyburn,5127
UKG3600008,Gornal,5128
UKG2405039,Perton East,5129
UKG2200059,Wem,5130
UKG2403048,Whittington,5131
UKG2408011,Amington,5132
UKG3800014,Pleck,5133
UKG3100078,Washwood Heath,5134
UKG3600009,Halesowen North,5135
UKG2405040,Perton Lakeside,5136
UKG2200060,Whitchurch North,5137
UKG2404005,Clayton,5138
UKG2408012,Belgrave,5139
UKG3800015,Rushall-Shelfield,5140
UKG3100079,Weoley,5141
UKG3600010,Halesowen South,5142
UKG2405041,Wombourne North and Lower Penn,5143
UKG2200061,Whitchurch South,5144
UKG2404012,Madeley,5145
UKG2408013,Bolehall,5146
UKG3800016,St Matthew's,5147
UKG3200002,Castle Bromwich,5148
UKG3600011,Hayley Green and Cradley South,5149
UKG2405042,Wombourne South East,5150
UKG2200062,Whittington,5151
UKG2404024,Audley and Bignall End,5152
UKG2408014,Castle,5153
UKG3800017,Short Heath,5154
UKG3200015,Shirley West,5155
UKG3600012,Kingswinford North and Wall Heath,5156
UKG2405043,Wombourne South West,5157
UKG2200063,Worfield,5158
UKG2404025,Bradwell,5159
UKG2408015,Glascote,5160
UKG3800018,Streetly,5161
UKG3200018,Bickenhill,5162
UKG3600013,Kingswinford South,5163
UKG2406026,Swynnerton,5164
UKG2300041,Abbey Hulton and Townsend,5165
UKG2404026,Butt Lane,5166
UKG2408016,Mercian,5167
UKG3800019,Willenhall North,5168
UKG3200019,Blythe,5169
UKG3600014,Lye and Stourbridge North,5170
UKG2406031,Barlaston and Oulton,5171
UKG2300042,""Baddeley, Milton and Norton"",5172
UKG2404027,Chesterton,5173
UKG3800020,Willenhall South,5174
UKG3200020,Chelmsley Wood,5175
UKG3600015,""Netherton, Woodside and St Andrews"",5176
UKG2406032,Baswich,5177
UKG2300043,Bentilee and Ubberley,5178
UKG2404028,Cross Heath,5179
UKG3900001,Bilston East,5180
UKG3200021,Dorridge and Hockley Heath,5181
UKG2406033,Chartley,5182
UKG3600016,Norton,5183
UKG3600017,Pedmore and Stourbridge East,5184
UKG3600018,Quarry Bank and Dudley Wood,5185
UKG2406034,Church Eaton,5186
UKG3600019,St James's,5187
UKG2404029,Halmerend,5188
UKG3900002,Bilston North,5189
UKG2406035,Common,5190
UKG3600020,St Thomas's,5191
UKG2300044,Birches Head and Central Forest Park,5192
UKG2406036,Coton,5193
UKG2300045,Blurton East,5194
UKG3600021,Sedgley,5195
UKG2406037,Eccleshall,5196
UKG3900003,Blakenhall,5197
UKG2300046,Blurton West and Newstead,5198
UKG2406038,Forebridge,5199
UKG2300047,Boothen and Oak Hill,5200
UKH1201024,Petersfield,5201
UKH1201025,Queen Edith's,5202
UKH1201026,Romsey,5203
UKH1201027,Trumpington,5204
UKH1201028,West Chesterton,5205
UKH1309027,Rockland,5206
UKH1202002,Burwell,5207
UKH1202009,Fordham Villages,5208
UKH1202011,Isleham,5209
UKH1202016,The Swaffhams,5210
UKH1309028,Roydon,5211
UKH1308010,Emneth with Outwell,5212
UKG3900004,Bushbury North,5213
UKH1202019,Bottisham,5214
UKH1309029,Rustens,5215
UKH1308011,Fairstead,5216
UKH1202020,Cheveley,5217
UKH1302001,Acle,5218
UKH1305044,Glaven Valley,5219
UKG3900005,Bushbury South and Low Hill,5220
UKH1309030,Scole,5221
UKH1308012,Gayton,5222
UKH1202021,Downham Villages,5223
UKH1205060,Harston and Hauxton,5224
UKH1302036,Aylsham,5225
UKH1305045,Happisburgh,5226
UKG3900006,East Park,5227
UKH1309031,Stoke Holy Cross,5228
UKH1308013,Gaywood Chase,5229
UKH1202022,Dullingham Villages,5230
UKH1205061,Haslingfield and The Eversdens,5231
UKH1203049,Wenneye,5232
UKH1302037,Blofield with South Walsham,5233
UKH1305046,High Heath,5234
UKG3900007,Ettingshall,5235
UKH1309032,Stratton,5236
UKH1308014,Gaywood North Bank,5237
UKH1202023,Ely East,5238
UKH1205062,Linton,5239
UKH1204012,Godmanchester,5240
UKH1302038,Brundall,5241
UKH1305047,Holt,5242
UKG3900008,Fallings Park,5243
UKH1309033,Tasburgh,5244
UKH1308015,Grimston,5245
UKH1202024,Ely North,5246
UKH1205063,Melbourn,5247
UKH1204036,Brampton,5248
UKH1302039,Burlingham,5249
UKH1305048,Hoveton,5250
UKG3900009,Graiseley,5251
UKH1309034,Thurlton,5252
UKH1308016,Heacham,5253
UKH1202025,Ely South,5254
UKH1205064,Meldreth,5255
UKH1204040,Elton and Folksworth,5256
UKH1302040,Buxton,5257
UKH1305049,Lancaster North,5258
UKG3900010,Heath Town,5259
UKH1309035,Town,5260
UKH1308017,Hilgay with Denver,5261
UKH1202026,Ely West,5262
UKH1205065,Orwell and Barrington,5263
UKH1204042,Huntingdon East,5264
UKH1302041,Coltishall,5265
UKH1305050,Lancaster South,5266
UKG3900011,Merry Hill,5267
UKH1309036,Wicklewood,5268
UKH1308018,Hunstanton,5269
UKH1202027,Haddenham,5270
UKH1205067,Teversham,5271
UKH1204043,Huntingdon North,5272
UKH1302042,Drayton North,5273
UKH1305051,Mundesley,5274
UKG3900012,Oxley,5275
UKH1309037,Beck Vale,5276
UKH1308019,Mershe Lande,5277
UKH1202028,Littleport East,5278
UKH1205068,The Abingtons,5279
UKH1204047,St Ives East,5280
UKH1302043,Drayton South,5281
UKH1305052,North Walsham East,5282
UKG3900013,Park,5283
UKH1309038,Chedgrave and Thurton,5284
UKH1308020,North Downham,5285
UKH1202029,Littleport West,5286
UKH1205069,The Mordens,5287
UKH1205070,The Shelfords and Stapleford,5288
UKH1205071,The Wilbrahams,5289
UKH1205072,Willingham and Over,5290
UKH1205073,Bourn,5291
UKH1205074,Papworth and Elsworth,5292
UKH1301004,Buckenham,5293
UKH1301012,Haggard de Toni,5294
UKH1301020,Nar Valley,5295
UKH1301021,Necton,5296
UKH1301026,Swaffham,5297
UKH1301037,Watton,5298
UKH1301042,All Saints,5299
UKH1301043,Burgh and Haverscroft,5300
UKH1301044,Conifer,5301
UKH1301045,Dereham-Central,5302
UKH1301046,Dereham-Humbletoft,5303
UKH1301047,Dereham-Neatherd,5304
UKH1301048,Dereham-Toftwood,5305
UKH1301049,East Guiltcross,5306
UKH1301050,Eynsford,5307
UKH1301051,Harling and Heathlands,5308
UKH1301052,Hermitage,5309
UKH1301053,Launditch,5310
UKH1301054,Mid Forest,5311
UKH1301055,Queen's,5312
UKH1301056,Shipdham,5313
UKH1301057,Springvale and Scarning,5314
UKH1301058,Swanton Morley,5315
UKH1301059,Taverner,5316
UKH1301060,Templar,5317
UKH1301061,Thetford-Abbey,5318
UKH1301062,Thetford-Castle,5319
UKH1301063,Thetford-Guildhall,5320
UKH1301064,Thetford-Saxon,5321
UKH1301065,Two Rivers,5322
UKH1301066,Upper Wensum,5323
UKH1301067,Upper Yare,5324
UKH1301068,Wayland,5325
UKH1301069,Weeting,5326
UKH1301070,West Guiltcross,5327
UKH1301071,Wissey,5328
UKG3900014,Penn,5329
UKG3900015,St Peter's,5330
UKH1202030,Soham North,5331
UKG3900016,Spring Vale,5332
UKH1308021,North Lynn,5333
UKH1309039,Cringleford,5334
UKH1305053,North Walsham North,5335
UKH1302044,Eynesford,5336
UKH1202031,Soham South,5337
UKH1204049,St Ives West,5338
UKG3900017,Tettenhall Regis,5339
UKH1308022,North Wootton,5340
UKH1309040,Earsham,5341
UKH1305054,North Walsham West,5342
UKH1302045,Great Witchingham,5343
UKH1202032,Stretham,5344
UKH1204051,St Neots Eaton Socon,5345
UKG3900018,Tettenhall Wightwick,5346
UKH1308023,Old Gaywood,5347
UKH1309041,Gillingham,5348
UKH1305055,Poppyland,5349
UKH1302046,Hellesdon North West,5350
UKH1202033,Sutton,5351
UKH1204054,Sawtry,5352
UKG3900019,Wednesfield North,5353
UKH1308024,Priory,5354
UKH1309042,Harleston,5355
UKH1305056,Priory,5356
UKH1302047,Hellesdon South East,5357
UKH1203008,Manea,5358
UKH1204056,Stilton,5359
UKG3900020,Wednesfield South,5360
UKH1308025,Rudham,5361
UKH1309043,Hethersett,5362
UKH1305057,Roughton,5363
UKH1302048,Hevingham,5364
UKH1203014,Parson Drove and Wisbech St Mary,5365
UKH1204060,Yaxley and Farcet,5366
UKH1100014,Park,5367
UKH1308026,St Lawrence,5368
UKH1309044,Loddon,5369
UKH1305058,Scottow,5370
UKH1302049,Horsford and Felthorpe,5371
UKH1203021,Wimblington,5372
UKH1204061,Alconbury and The Stukeleys,5373
UKH1100020,Walton,5374
UKH1308027,St Margarets with St Nicholas,5375
UKH1309045,Mulbarton,5376
UKH1305059,St Benet,5377
UKH1302050,Marshes,5378
UKH1203026,Bassenhally,5379
UKH1204062,Buckden,5380
UKH1100025,Barnack,5381
UKH1308028,Snettisham,5382
UKH1401018,Holbrook,5383
UKH1305060,Sheringham North,5384
UKH1302051,Old Catton and Sprowston West,5385
UKH1203027,""Benwick, Coates and Eastrea"",5386
UKH1204063,Earith,5387
UKH1100026,Bretton North,5388
UKH1308029,South and West Lynn,5389
UKH1401019,Lavenham,5390
UKH1401031,Alton,5391
UKH1401032,Berners,5392
UKH1401033,Boxford,5393
UKH1401034,Brett Vale,5394
UKH1401035,Brook,5395
UKH1401036,Bures St Mary,5396
UKH1401037,Chadacre,5397
UKH1401038,Dodnash,5398
UKH1401039,Glemsford and Stanstead,5399
UKH1401040,Great Cornard North,5400
UKH1401041,Great Cornard South,5401
UKH1401042,Hadleigh North,5402
UKH1401043,Hadleigh South,5403
UKH1401044,Leavenheath,5404
UKH1401045,Long Melford,5405
UKH1401046,Lower Brett,5406
UKH1401047,Mid Samford,5407
UKH1401048,Nayland,5408
UKH1401049,North Cosford,5409
UKH1401050,Pinewood,5410
UKH1401051,South Cosford,5411
UKH1401052,Sudbury East,5412
UKH1401053,Sudbury North,5413
UKH1401054,Sudbury South,5414
UKH1401055,Waldingfield,5415
UKH1402003,Exning,5416
UKH1402007,Lakenheath,5417
UKH1402008,Manor,5418
UKH1402013,South,5419
UKH1100027,Bretton South,5420
UKH1308030,South Downham,5421
UKH1203028,Birch,5422
UKH1204064,Gransden and The Offords,5423
UKH1100028,Central,5424
UKH1302052,Plumstead,5425
UKH1305061,Sheringham South,5426
UKH1308031,South Wootton,5427
UKH1203029,Clarkson,5428
UKH1204065,Huntingdon West,5429
UKH1100033,Glinton and Wittering,5430
UKH1302053,Reepham,5431
UKH1305062,Stalham and Sutton,5432
UKH1308032,Spellowfields,5433
UKH1203030,Delph,5434
UKH1204067,Ramsey,5435
UKH1100034,North,5436
UKH1302054,Spixworth with St Faiths,5437
UKH1305063,Suffield Park,5438
UKH1308033,Springwood,5439
UKH1203031,Doddington,5440
UKH1204069,St Neots Eynesbury,5441
UKH1100035,Northborough,5442
UKH1302055,Sprowston Central,5443
UKH1305064,The Raynhams,5444
UKH1308034,Upwell and Delph,5445
UKH1203032,Elm and Christchurch,5446
UKH1204071,The Hemingfords,5447
UKH1100039,Paston,5448
UKH1302056,Sprowston East,5449
UKH1305066,Walsingham,5450
UKH1308035,Valley Hill,5451
UKH1203033,Hill,5452
UKH1204073,Warboys and Bury,5453
UKH1100040,Ravensthorpe,5454
UKH1302057,Taverham North,5455
UKH1305067,Waterside,5456
UKH1308036,Walpole,5457
UKH1203034,Kingsmoor,5458
UKH1204074,Ellington,5459
UKH1100042,Stanground East,5460
UKH1302058,Taverham South,5461
UKH1305068,Waxham,5462
UKH1308037,Walton,5463
UKH1203035,Kirkgate,5464
UKH1204075,Fenstanton,5465
UKH1100045,West,5466
UKH1302059,Thorpe St Andrew North West,5467
UKH1305069,Wensum,5468
UKH1308038,Watlington,5469
UKH1203036,Lattersey,5470
UKH1204076,Kimbolton and Staughton,5471
UKH1100046,Dogsthorpe,5472
UKH1302060,Thorpe St Andrew South East,5473
UKH1305070,Worstead,5474
UKH1308039,West Winch,5475
UKH1203037,March East,5476
UKH1204077,Little Paxton,5477
UKH1100047,East,5478
UKH1302061,Wroxham,5479
UKH1305071,Chaucer,5480
UKH1308040,Wiggenhall,5481
UKH1203038,March North,5482
UKH1204078,St Ives South,5483
UKH1100048,Eye and Thorney,5484
UKH1303006,Fleggburgh,5485
UKH1305072,The Runtons,5486
UKH1308041,Wimbotsham with Fincham,5487
UKH1203039,March West,5488
UKH1204079,St Neots Eaton Ford,5489
UKH1100049,Fletton and Woodston,5490
UKH1303010,Lothingland,5491
UKH1306017,Bowthorpe,5492
UKH1308042,Wissey,5493
UKH1203040,Medworth,5494
UKH1203041,Peckover,5495
UKH1203042,Roman Bank,5496
UKH1203043,St Andrews,5497
UKH1203044,St Marys,5498
UKH1203045,Slade Lode,5499
UKH1203046,Staithe,5500
UKH1203047,The Mills,5501
UKH1203048,Waterlees,5502
UKH1309001,Abbey,5503
UKH1306018,Catton Grove,5504
UKH1100050,Newborough,5505
UKH1309003,Bressingham and Burston,5506
UKH1303016,Ormesby,5507
UKH1204080,St Neots Priory Park,5508
UKH1306019,Crome,5509
UKH1100051,Orton Longueville,5510
UKH1309004,Brooke,5511
UKH1303022,Bradwell North,5512
UKH1204081,Somersham,5513
UKH1306020,Eaton,5514
UKH1100052,Orton Waterville,5515
UKH1309005,Bunwell,5516
UKH1303023,Bradwell South and Hopton,5517
UKH1204082,Upwood and The Raveleys,5518
UKH1306021,Lakenham,5519
UKH1100053,Orton with Hampton,5520
UKH1309008,Cromwells,5521
UKH1303024,Caister North,5522
UKH1205010,Comberton,5523
UKH1306022,Mancroft,5524
UKH1100054,Stanground Central,5525
UKH1309009,Dickleburgh,5526
UKH1303025,Caister South,5527
UKH1205015,Fowlmere and Foxton,5528
UKH1306023,Mile Cross,5529
UKH1100055,Werrington North,5530
UKH1309010,Diss,5531
UKH1303026,Central and Northgate,5532
UKH1205016,Fulbourn,5533
UKH1306024,Nelson,5534
UKH1100056,Werrington South,5535
UKH1309011,Ditchingham and Broome,5536
UKH1303027,Claydon,5537
UKH1205018,Girton,5538
UKH1306025,Sewell,5539
UKH1201015,Abbey,5540
UKH1309013,Easton,5541
UKH1303028,East Flegg,5542
UKH1205023,Histon and Impington,5543
UKH1306026,Thorpe Hamlet,5544
UKH1201016,Arbury,5545
UKH1309014,Forncett,5546
UKH1303029,Gorleston,5547
UKH1205027,Longstanton,5548
UKH1306027,Town Close,5549
UKH1201017,Castle,5550
UKH1309017,Hempnall,5551
UKH1303030,Magdalen,5552
UKH1205030,Milton,5553
UKH1306028,University,5554
UKH1201018,Cherry Hinton,5555
UKH1309019,Hingham and Deopham,5556
UKH1303031,Nelson,5557
UKH1205034,Sawston,5558
UKH1306029,Wensum,5559
UKH1201019,Coleridge,5560
UKH1309022,New Costessey,5561
UKH1303032,St Andrews,5562
UKH1205036,Swavesey,5563
UKH1308001,Airfield,5564
UKH1201020,East Chesterton,5565
UKH1309023,Newton Flotman,5566
UKH1303033,Southtown and Cobholm,5567
UKH1205040,Waterbeach,5568
UKH1308002,Brancaster,5569
UKH1201021,King's Hedges,5570
UKH1309024,Northfields,5571
UKH1303034,West Flegg,5572
UKH1205041,Whittlesford,5573
UKH1308003,Burnham,5574
UKH1201022,Market,5575
UKH1309025,Old Costessey,5576
UKH1303035,Yarmouth North,5577
UKH1205051,Balsham,5578
UKH1308004,Clenchwarton,5579
UKH1201023,Newnham,5580
UKH1309026,Poringland with the Framinghams,5581
UKH1305037,Astley,5582
UKH1205052,Bar Hill,5583
UKH1308005,Denton,5584
UKH1305038,Briston,5585
UKH1205053,Barton,5586
UKH1308006,Dersingham,5587
UKH1305040,Corpusty,5588
UKH1205054,Bassingbourn,5589
UKH1308007,Docking,5590
UKH1305041,Cromer Town,5591
UKH1205055,Caldecote,5592
UKH1308008,Downham Old Town,5593
UKH1305042,Erpingham,5594
UKH1205056,Cottenham,5595
UKH1308009,East Downham,5596
UKH1305043,Gaunt,5597
UKH1205057,Duxford,5598
UKH1205058,Gamlingay,5599
UKH1205059,Hardwick,5600
UKH1406065,Rendlesham,5601
UKH1406066,Riverside,5602
UKH1406067,Saxmundham,5603
UKH1406068,Seckford,5604
UKH2100020,Crawley,5605
UKH1406069,Snape,5606
UKH1406070,Sutton,5607
UKH1406071,Trimleys with Kirton,5608
UKH1406072,Walberswick and Wenhaston,5609
UKH2312016,Welwyn East,5610
UKH2100021,Dallow,5611
UKH1408018,Rattlesden,5612
UKH1402016,All Saints,5613
UKH2305029,Ermine,5614
UKH2308037,Rickmansworth,5615
UKH1406073,Witnesham,5616
UKH2100022,Farley,5617
UKH2312017,Welwyn West,5618
UKH1408019,Rickinghall and Walsham,5619
UKH2302070,Woodhall Farm,5620
UKH1402017,Brandon East,5621
UKH2305033,Hitchin Oughton,5622
UKH2308038,Rickmansworth West,5623
UKH1406074,Yoxford,5624
UKH2100023,High Town,5625
UKH2400001,Brickhill,5626
UKH1408020,Ringshall,5627
UKH2303016,Little Hadham,5628
UKH1402018,Brandon West,5629
UKH2305038,Knebworth,5630
UKH2308039,Sarratt,5631
UKH1407004,Bungay,5632
UKH2100024,Icknield,5633
UKH2400002,Bromham and Biddenham,5634
UKH1408021,Stowmarket Central,5635
UKH2303019,Sawbridgeworth,5636
UKH1402019,Eriswell and The Rows,5637
UKH2305047,Weston and Sandon,5638
UKH2309005,Meriden,5639
UKH1407006,Carlton Colville,5640
UKH2100025,Limbury,5641
UKH2400003,Castle,5642
UKH1408022,Stowmarket North,5643
UKH2303026,Ware Christchurch,5644
UKH1402020,Great Heath,5645
UKH2305048,Baldock East,5646
UKH2309007,Oxhey,5647
UKH1407008,Halesworth,5648
UKH2100026,Northwell,5649
UKH2400004,Cauldwell,5650
UKH1408023,Stowmarket South,5651
UKH2303030,Watton-at-Stone,5652
UKH1402021,Iceni,5653
UKH2305049,Baldock Town,5654
UKH2309009,Stanborough,5655
UKH1407010,Kessingland,5656
UKH2100027,Round Green,5657
UKH2400005,Clapham,5658
UKH1408024,Stowupland,5659
UKH2303031,Bishop's Stortford All Saints,5660
UKH1402022,Market,5661
UKH2305050,Chesfield,5662
UKH2309012,Woodside,5663
UKH1407022,Beccles North,5664
UKH2100028,Saints,5665
UKH2400006,De Parys,5666
UKH1408025,Stradbroke and Laxfield,5667
UKH2303032,Bishop's Stortford Central,5668
UKH1402023,Red Lodge,5669
UKH2305051,Hitchin Bearton,5670
UKH2309013,Callowland,5671
UKH1407023,Beccles South,5672
