""ID"",""Occupancy ID Number"",""Street"",""Zip Code"",""Census Tract""
""1984"",""032401         "",""PIKEVIEW CT"",""40215     "",""0043.01""
""1985"",""032416         "",""NORWAY DR"",""40215     "",""0045.00""
""1986"",""032418         "",""NORWAY DR"",""40215     "",""0045.00""
""1987"",""032419         "",""NORWAY DR"",""40215     "",""0045.00""
""1988"",""032434         "",""GLENMARY AVE"",""40204     "",""0082.00""
""1989"",""032435         "",""S HANCOCK ST"",""40203     "",""0062.00""
""1990"",""032437         "",""MEADOW DR"",""40218     "",""0109.01""
""1991"",""028117         "",""ALLMOND AVE"",""40209     "",""0056.00""
""1992"",""032440         "",""S 23RD ST"",""40210     "",""0027.00""
""1993"",""032441         "",""NORWAY DR"",""40214     "",""0045.00""
""1994"",""032442         "",""NORWAY DR"",""40214     "",""0045.00""
""1995"",""032547         "",""REUTLINGER AVE"",""40204     "",""0069.00""
""1996"",""032548         "",""REUTLINGER AVE"",""40204     "",""0069.00""
""1997"",""032549         "",""N 22ND ST"",""40212     "",""0023.00""
""1998"",""032550         "",""E KENTUCKY ST"",""40203     "",""0062.00""
""1999"",""032551         "",""BOBOLINK RD"",""40213     "",""0093.00""
""2000"",""032565         "",""MORTON AVE"",""40204     "",""0064.00""
""2001"",""032570         "",""MORTON AVE"",""40204     "",""0064.00""
""2002"",""032588         "",""MORTON AVE"",""40204     "",""0064.00""
""2003"",""032589         "",""MORTON AVE"",""40204     "",""0064.00""
""2004"",""032594         "",""PARKLAWN DR"",""40217     "",""0093.00""
""2005"",""032595         "",""MORTON AVE"",""40204     "",""0064.00""
""2006"",""032596         "",""MORTON AVE"",""40204     "",""0064.00""
""2007"",""032597         "",""MORTON AVE"",""40204     "",""0064.00""
""2008"",""032601         "",""MORTON AVE"",""40204     "",""0064.00""
""2009"",""032602         "",""MORTON AVE"",""40204     "",""0064.00""
""2010"",""032604         "",""S 18TH ST"",""40203     "",""0024.00""
""2011"",""023885         "",""S 18TH ST"",""40203     "",""0023.00""
""2012"",""023891         "",""N 18TH ST"",""40203     "",""0023.00""
""2013"",""023868         "",""N 17TH ST"",""40203     "",""0023.00""
""2014"",""032714         "",""S 40TH ST"",""40211     "",""0009.00""
""2015"",""032302         "",""HUON DR"",""40218     "",""0112.00""
""2016"",""032739         "",""E BURNETT AVE"",""40217     "",""0068.00""
""2017"",""032741         "",""W WHITNEY AVE"",""40215     "",""0038.00""
""2018"",""032740         "",""SYLVAN CT"",""40205     "",""0094.00""
""2019"",""032743         "",""ILLINOIS AVE"",""40213     "",""0093.00""
""2020"",""029229         "",""WOODRUFF AVE"",""40215     "",""0043.02""
""2021"",""029230         "",""TREVILIAN WAY"",""40205     "",""0096.00""
""2022"",""023721         "",""TAYLORSVILLE RD"",""40205     "",""0097.00""
""2023"",""023721         "",""TAYLORSVILLE RD"",""40205     "",""0097.00""
""2024"",""029232         "",""W OAK ST"",""402       "",""0027.00""
""2025"",""029025         "",""STANDARD AVE"",""40210     "",""0027.00""
""2026"",""028928         "",""S 23RD ST"",""40212     "",""0024.00""
""2027"",""028928         "",""S 23RD ST"",""40212     "",""0024.00""
""2028"",""028928         "",""S 23RD ST"",""40212     "",""0024.00""
""2029"",""029239         "",""W JEFFERSON ST"",""40203     "",""0030.00""
""2030"",""029242         "",""EUCLID AVE"",""40208     "",""0036.00""
""2031"",""029243         "",""MARYLAND AVE"",""40205     "",""0085.00""
""2032"",""029247         "",""MARYLAND AVE"",""40205     "",""0085.00""
""2033"",""029249         "",""MARYLAND AVE"",""40205     "",""0085.00""
""2034"",""029252         "",""MARYLAND AVE"",""40205     "",""0085.00""
""2035"",""029257         "",""RIVER PARK DR"",""40211     "",""0008.00""
""2036"",""029261         "",""S 1ST ST"",""40208     "",""0052.00""
""2037"",""029267         "",""MCCREADY AVE"",""40206     "",""0078.00""
""2038"",""029268         "",""VALLEY RD"",""40204     "",""0083.00""
""2039"",""029276         "",""W MARKET ST"",""402       "",""0023.00""
""2040"",""029281         "",""DEER PARK AVE"",""40205     "",""0089.00""
""2041"",""029284         "",""DEER PARK AVE"",""40205     "",""0089.00""
""2042"",""029286         "",""STRATHMOOR BLVD"",""40205     "",""0096.00""
""2043"",""029291         "",""DEER PARK AVE"",""402       "",""0089.00""
""2044"",""029304         "",""HOMEVIEW DR"",""40208     "",""0036.00""
""2045"",""029307         "",""SOUTHGATE AVE"",""40215     "",""0039.00""
""2046"",""029309         "",""STEIN CT"",""40217     "",""0065.00""
""2047"",""029310         "",""HECKS LN"",""40211     "",""0007.00""
""2048"",""029323         "",""CRAIG AVE"",""40215     "",""0043.02""
""2049"",""029325         "",""ELEANOR AVE"",""40205     "",""0089.00""
""2050"",""029332         "",""DEER PARK AVE"",""40205     "",""0089.00""
""2051"",""029334         "",""DEER PARK AVE"",""40205     "",""0089.00""
""2052"",""029339         "",""ALGONQUIN PKY"",""40208     "",""0036.00""
""2053"",""029346         "",""RAWLINGS ST"",""40208     "",""0071.00""
""2054"",""029350         "",""SHELBY PKY"",""402       "",""0065.00""
""2055"",""029352         "",""PARIS DR"",""40218     "",""0110.03""
""2056"",""029363         "",""PARIS DR"",""40218     "",""0110.03""
""2057"",""029365         "",""BRENTWOOD AVE"",""402       "",""0038.00""
""2058"",""029370         "",""S PRESTON ST"",""402       "",""0071.00""
""2059"",""029820         "",""MAGAZINE ST"",""40203     "",""0024.00""
""2060"",""029820         "",""MAGAZINE ST"",""40203     "",""0024.00""
""2061"",""029923         "",""CANTERBURY DR"",""40207     "",""0087.00""
""2062"",""029932         "",""GILLETTE AVE"",""40214     "",""0056.00""
""2063"",""029939         "",""E ASHLAND AVE"",""402       "",""0056.00""
""2064"",""029942         "",""E WELLINGTON AVE"",""40213     "",""0044.00""
""2065"",""029944         "",""OLEANDA AVE"",""40208     "",""0039.00""
""2066"",""029949         "",""S 16TH ST"",""40203     "",""0024.00""
""2067"",""029952         "",""S 16TH ST"",""40203     "",""0024.00""
""2068"",""029958         "",""S 16TH ST"",""40203     "",""0024.00""
""2069"",""029964         "",""S 17TH ST"",""40203     "",""0024.00""
""2070"",""029965         "",""S 17TH ST"",""40203     "",""0024.00""
""2071"",""029971         "",""S 17TH ST"",""40203     "",""0024.00""
""2072"",""029972         "",""S 17TH ST"",""40203     "",""0024.00""
""2073"",""029978         "",""E MUHAMMAD ALI BLVD"",""40203     "",""0024.00""
""2074"",""028938         "",""NEW HIGH ST"",""40209     "",""0119.01""
""2075"",""029988         "",""DENMARK ST"",""402       "",""0038.00""
""2076"",""029992         "",""BOURBON AVE"",""40213     "",""0094.00""
""2077"",""029999         "",""CEDAR ST"",""40203     "",""0024.00""
""2078"",""006563         "",""CEDAR ST"",""40203     "",""0024.00""
""2079"",""030001         "",""CEDAR ST"",""40203     "",""0024.00""
""2080"",""030008         "",""SHIPPEN AVE"",""40206     "",""0076.01""
""2081"",""030010         "",""FORT ST"",""40217     "",""0071.00""
""2082"",""030011         "",""WAINWRIGHT AVE"",""40217     "",""0071.00""
""2083"",""030017         "",""SHANNON DR"",""40218     "",""0115.10""
""2084"",""030020         "",""MELBOURNE AVE"",""40220     "",""0109.02""
""2085"",""030021         "",""ESTATE DR"",""40215     "",""0123.01""
""2086"",""030027         "",""S 37TH ST"",""40211     "",""0011.00""
""2087"",""030036         "",""CEDAR ST"",""40203     "",""0024.00""
""2088"",""030045         "",""CEDAR ST"",""40203     "",""0024.00""
""2089"",""030046         "",""CEDAR ST"",""40203     "",""0024.00""
""2090"",""030071         "",""HUDSON AVE"",""40211     "",""0014.00""
""2091"",""030085         "",""CYPRESS ST"",""402       "",""0015.00""
""2092"",""029711         "",""INVERNESS AVE"",""40214     "",""0090.00""
""2093"",""030442         "",""MAC BRAE RD"",""40215     "",""0090.00""
""2094"",""030444         "",""GALLAGHER ST"",""40210     "",""0027.00""
""2095"",""030456         "",""COLORADO AVE"",""40208     "",""0035.00""
""2096"",""030458         "",""COLORADO AVE"",""40208     "",""0035.00""
""2097"",""030462         "",""RODMAN ST"",""40208     "",""0035.00""
""2098"",""030464         "",""COLORADO AVE"",""40208     "",""0035.00""
""2099"",""030465         "",""COLORADO AVE"",""40208     "",""0035.00""
""2100"",""030472         "",""SHELBY PKY"",""402       "",""0069.00""
""2101"",""030479         "",""HATHAWAY AVE"",""40215     "",""0038.00""
""2102"",""030501         "",""RUBEL AVE"",""40204     "",""0081.00""
""2103"",""029453         "",""RUBEL AVE"",""40204     "",""0081.00""
""2104"",""030503         "",""RUBEL AVE"",""40204     "",""0081.00""
""2105"",""030518         "",""DEER PARK AVE"",""40205     "",""0089.00""
""2106"",""030520         "",""DEER PARK AVE"",""40205     "",""0089.00""
""2107"",""030527         "",""N CAMPBELL ST"",""40204     "",""0059.00""
""2108"",""030533         "",""RIO RITA AVE"",""40218     "",""0109.01""
""2109"",""030535         "",""RIO RITA AVE"",""40218     "",""0109.01""
""2110"",""030540         "",""RIO RITA AVE"",""40218     "",""0109.01""
""2111"",""030541         "",""RIO RITA AVE"",""40218     "",""0109.01""
""2112"",""030547         "",""RIO RITA AVE"",""40218     "",""0109.01""
""2113"",""030550         "",""RIO RITA AVE"",""40218     "",""0109.01""
""2114"",""030551         "",""RIO RITA AVE"",""40218     "",""0109.01""
""2115"",""029020         "",""RIO RITA AVE"",""40218     "",""0109.01""
""2116"",""029895         "",""S 40TH ST"",""40211     "",""0007.00""
""2117"",""030557         "",""TENNESSEE AVE"",""40208     "",""0036.00""
""2118"",""030560         "",""W KENWOOD DR"",""40214     "",""0090.00""
""2119"",""022734         "",""CEDAR ST"",""40212     "",""0024.00""
""2120"",""022725         "",""DEARBORN AVE"",""40211     "",""0011.00""
""2121"",""022725         "",""DEARBORN AVE"",""40211     "",""0011.00""
""2122"",""014011         "",""MONTGOMERY ST"",""40212     "",""0002.00""
""2123"",""014011         "",""MONTGOMERY ST"",""40212     "",""0002.00""
""2124"",""005546         "",""S 4TH ST"",""40203     "",""0050.00""
""2125"",""022725         "",""DEARBORN AVE"",""40211     "",""0011.00""
""2126"",""005546         "",""S 4TH ST"",""40203     "",""0050.00""
""2127"",""022725         "",""DEARBORN AVE"",""40211     "",""0011.00""
""2128"",""022725         "",""DEARBORN AVE"",""40211     "",""0011.00""
""2129"",""022926         "",""HALE AVE"",""40211     "",""0017.00""
""2130"",""022725         "",""DEARBORN AVE"",""40211     "",""0011.00""
""2131"",""014011         "",""MONTGOMERY ST"",""40212     "",""0002.00""
""2132"",""022979         "",""OSAGE AVE"",""40210     "",""0017.00""
""2133"",""014011         "",""MONTGOMERY ST"",""40212     "",""0002.00""
""2134"",""014011         "",""MONTGOMERY ST"",""40212     "",""0002.00""
""2135"",""017577         "",""NORTHWESTERN PKY"",""99999-9999"",""0002.00""
""2136"",""018354         "",""S 4TH ST"",""40208     "",""0037.00""
""2137"",""018354         "",""S 4TH ST"",""40208     "",""0037.00""
""2138"",""005708         "",""S 3RD ST"",""40214     "",""0041.00""
""2139"",""014011         "",""MONTGOMERY ST"",""40212     "",""0002.00""
""2140"",""013258         "",""OSAGE AVE"",""40210     "",""0018.00""
""2141"",""023135         "",""S SHELBY ST"",""40202     "",""       ""
""2142"",""023141         "",""POWELL AVE"",""40215     "",""       ""
""2143"",""022787         "",""W MARKET ST"",""40212     "",""0024.00""
""2144"",""022787         "",""W MARKET ST"",""40212     "",""0024.00""
""2145"",""013906         "",""W MARKET ST"",""40212     "",""0021.00""
""2146"",""013906         "",""W MARKET ST"",""40212     "",""0021.00""
""2147"",""023266         "",""S 31ST ST"",""40211     "",""       ""
""2148"",""023266         "",""S 31ST ST"",""40211     "",""       ""
""2149"",""023135         "",""S SHELBY ST"",""40202     "",""       ""
""2150"",""011669         "",""KENNEDY AVE"",""40206     "",""0079.00""
""2151"",""023286         "",""W OAK ST"",""40210     "",""0027.00""
""2152"",""023286         "",""W OAK ST"",""40210     "",""0027.00""
""2153"",""023288         "",""BOLLING AVE"",""40210     "",""0028.00""
""2154"",""023266         "",""S 31ST ST"",""40211     "",""       ""
""2155"",""023301         "",""WILSON AVE"",""40210     "",""       ""
""2156"",""023301         "",""WILSON AVE"",""40210     "",""       ""
""2157"",""023301         "",""WILSON AVE"",""40210     "",""       ""
""2158"",""023361         "",""BOLLING AVE"",""40210     "",""0016.00""
""2159"",""001702         "",""BLUEGRASS AVE"",""40215     "",""0046.00""
""2160"",""023368         "",""N 26TH ST"",""40212     "",""       ""
""2161"",""023368         "",""N 26TH ST"",""40212     "",""       ""
""2162"",""023452         "",""W MAIN ST"",""40203     "",""0023.00""
""2163"",""023452         "",""W MAIN ST"",""40203     "",""0023.00""
""2164"",""023452         "",""W MAIN ST"",""40203     "",""0023.00""
""2165"",""023469         "",""CHRISTOPHER PL"",""40214     "",""0046.00""
""2166"",""023469         "",""CHRISTOPHER PL"",""40214     "",""0046.00""
""2167"",""023472         "",""LINCOLN AVE"",""40208     "",""0036.00""
""2168"",""023472         "",""LINCOLN AVE"",""40208     "",""0036.00""
""2169"",""023475         "",""ALANMEDE RD"",""40205     "",""0097.00""
""2170"",""023475         "",""ALANMEDE RD"",""40205     "",""0097.00""
""2171"",""023472         "",""LINCOLN AVE"",""40208     "",""0036.00""
""2172"",""023523         "",""MONTANA AVE"",""40208     "",""0036.00""
""2173"",""023523         "",""MONTANA AVE"",""40208     "",""0036.00""
""2174"",""023755         "",""COLORADO AVE"",""40208     "",""0037.00""
""2175"",""023757         "",""COLORADO AVE"",""40208     "",""0035.00""
""2176"",""023761         "",""S 6TH ST"",""40208     "",""0035.00""
""2177"",""023763         "",""S 6TH ST"",""40208     "",""0035.00""
""2178"",""023768         "",""BETTY LN"",""40205     "",""0097.00""
""2179"",""023771         "",""BETTY LN"",""40205     "",""0097.00""
""2180"",""023777         "",""JOAN AVE"",""40205     "",""0097.00""
""2181"",""023781         "",""JOAN AVE"",""40205     "",""0097.00""
""2182"",""023783         "",""JOAN AVE"",""40205     "",""0097.00""
""2183"",""023784         "",""JOAN AVE"",""40205     "",""0097.00""
""2184"",""023790         "",""JOAN AVE"",""40205     "",""0097.00""
""2185"",""023795         "",""EDITH RD"",""40206     "",""0076.02""
""2186"",""023805         "",""CLARENDON AVE"",""40205     "",""0097.00""
""2187"",""023807         "",""CLARENDON AVE"",""40205     "",""0097.00""
""2188"",""023810         "",""CLARENDON AVE"",""40205     "",""0097.00""
""2189"",""023812         "",""CLARENDON AVE"",""40205     "",""0097.00""
""2190"",""023820         "",""ROWAN ST"",""40203     "",""0023.00""
""2191"",""023825         "",""ROWAN ST"",""40203     "",""0023.00""
""2192"",""023827         "",""ROWAN ST"",""40203     "",""0023.00""
""2193"",""023830         "",""ROWAN ST"",""40203     "",""0023.00""
""2194"",""023836         "",""ROWAN ST"",""40203     "",""0023.00""
""2195"",""023837         "",""ROWAN ST"",""40203     "",""0023.00""
""2196"",""023840         "",""BLOSSOMWOOD DR"",""40213     "",""0109.02""
""2197"",""023847         "",""CLARENDON AVE"",""40205     "",""0097.00""
""2198"",""023849         "",""CLARENDON AVE"",""40205     "",""0097.00""
""2199"",""023850         "",""CLARENDON AVE"",""40205     "",""0097.00""
""2200"",""023852         "",""CLARENDON AVE"",""40205     "",""0097.00""
""2201"",""023859         "",""S 17TH ST"",""40203     "",""0023.00""
""2202"",""023860         "",""S 17TH ST"",""402       "",""0023.00""
""2203"",""023866         "",""N 17TH ST"",""40203     "",""0023.00""
""2204"",""023869         "",""N 17TH ST"",""40203     "",""0023.00""
""2205"",""023870         "",""N 17TH ST"",""40203     "",""0023.00""
""2206"",""023879         "",""JEWELL AVE"",""40212     "",""0004.00""
""2207"",""023882         "",""N 18TH ST"",""40203     "",""0023.00""
""2208"",""023884         "",""N 18TH ST"",""40203     "",""0023.00""
""2209"",""023889         "",""N 18TH ST"",""40203     "",""0023.00""
""2210"",""023894         "",""N 18TH ST"",""40203     "",""0023.00""
""2211"",""023896         "",""W BURNETT AVE"",""402       "",""0027.00""
""2212"",""023820         "",""ROWAN ST"",""40203     "",""0023.00""
""2213"",""023905         "",""GARDINER LN"",""40205     "",""0097.00""
""2214"",""023907         "",""GARDINER LN"",""40205     "",""0097.00""
""2215"",""023914         "",""GARDINER LN"",""40205     "",""0097.00""
""2216"",""023919         "",""GARDINER LN"",""40205     "",""0097.00""
""2217"",""023920         "",""ROWAN ST"",""40203     "",""0023.00""
""2218"",""023927         "",""GARDINER LN"",""40205     "",""0097.00""
""2219"",""023929         "",""GARDINER LN"",""40205     "",""0097.00""
""2220"",""023934         "",""GARDINER LN"",""40205     "",""0097.00""
""2221"",""023936         "",""GARDINER LN"",""40205     "",""0097.00""
""2222"",""023940         "",""GARDINER LN"",""40205     "",""0097.00""
""2223"",""023947         "",""GARDINER LN"",""40205     "",""0097.00""
""2224"",""023950         "",""GARDINER LN"",""40205     "",""0097.00""
""2225"",""023952         "",""S 6TH ST"",""40208     "",""0037.00""
""2226"",""023960         "",""HALE AVE"",""40212     "",""0012.00""
""2227"",""023969         "",""N 18TH ST"",""40203     "",""0023.00""
""2228"",""023970         "",""N 18TH ST"",""40203     "",""0023.00""
""2229"",""023977         "",""N 18TH ST"",""40203     "",""0023.00""
""2230"",""023989         "",""N 18TH ST"",""40203     "",""0023.00""
""2231"",""023994         "",""N 18TH ST"",""40203     "",""0023.00""
""2232"",""023996         "",""N 18TH ST"",""40203     "",""0023.00""
""2233"",""023999         "",""N 18TH ST"",""40203     "",""0023.00""
""2234"",""024000         "",""N 18TH ST"",""40203     "",""0023.00""
""2235"",""024010         "",""N 18TH ST"",""40203     "",""0002.00""
""2236"",""024017         "",""N 18TH ST"",""40203     "",""0002.00""
""2237"",""024020         "",""BANK ST"",""40212     "",""0023.00""
""2238"",""024022         "",""CECIL AVE"",""40211     "",""0012.00""
""2239"",""024025         "",""MCCREADY AVE"",""40206     "",""0078.00""
""2240"",""024034         "",""N 19TH ST"",""40203     "",""0023.00""
""2241"",""024039         "",""S 19TH ST"",""40203     "",""0023.00""
""2242"",""024052         "",""N 19TH ST"",""40203     "",""0023.00""
""2243"",""024054         "",""N 19TH ST"",""40203     "",""0023.00""
""2244"",""024056         "",""N 19TH ST"",""40203     "",""0023.00""
""2245"",""028997         "",""JUPITER RD"",""402       "",""0110.03""
""2246"",""029001         "",""HATHAWAY AVE"",""402       "",""0038.00""
""2247"",""023693         "",""WENDELL AVE"",""40205     "",""0097.00""
""2248"",""029017         "",""E ORMSBY AVE"",""402       "",""0071.00""
""2249"",""029022         "",""S 40TH ST"",""40211     "",""0011.00""
""2250"",""029025         "",""STANDARD AVE"",""40210     "",""0027.00""
""2251"",""029031         "",""WENDELL AVE"",""40205     "",""0097.00""
""2252"",""029037         "",""WENDELL AVE"",""40205     "",""0097.00""
""2253"",""029038         "",""WENDELL AVE"",""40205     "",""0097.00""
""2254"",""029040         "",""WENDELL AVE"",""40205     "",""0097.00""
""2255"",""029046         "",""WENDELL AVE"",""40205     "",""0097.00""
""2256"",""029054         "",""WENDELL AVE"",""40205     "",""0097.00""
""2257"",""029066         "",""WENDELL AVE"",""40205     "",""0097.00""
""2258"",""029073         "",""WENDELL AVE"",""40205     "",""0097.00""
""2259"",""029075         "",""WENDELL AVE"",""40205     "",""0097.00""
""2260"",""029078         "",""N 21ST ST"",""40203     "",""0023.00""
""2261"",""029081         "",""WOODMONT DR"",""40220     "",""0111.01""
""2262"",""029083         "",""N 21ST ST"",""40203     "",""0023.00""
""2263"",""029089         "",""WINKLER AVE"",""40208     "",""0037.00""
""2264"",""029090         "",""ARCADE AVE"",""40215     "",""0039.00""
""2265"",""029099         "",""STEVENSON AVE"",""40206     "",""0081.00""
""2266"",""029105         "",""STEVENSON AVE"",""40206     "",""0081.00""
""2267"",""029107         "",""PARIS DR"",""40218     "",""0110.03""
""2268"",""029111         "",""STEVENSON AVE"",""40206     "",""0081.00""
""2269"",""029113         "",""STEVENSON AVE"",""40206     "",""0081.00""
""2270"",""029118         "",""ARLINGTON AVE"",""40206     "",""0081.00""
""2271"",""029126         "",""STEVENSON AVE"",""40206     "",""0081.00""
""2272"",""029131         "",""STEVENSON AVE"",""40206     "",""0081.00""
""2273"",""029138         "",""DRESDEN AVE"",""40215     "",""0040.00""
""2274"",""029141         "",""BRENTWOOD AVE"",""40215     "",""0038.00""
""2275"",""029150         "",""EDDY ST"",""40212     "",""0024.00""
""2276"",""029148         "",""MID DALE LN"",""40220     "",""0110.04""
""2277"",""029172         "",""GREEN ALY"",""40212     "",""0024.00""
""2278"",""029174         "",""GREEN ALY"",""40212     "",""0024.00""
""2279"",""029182         "",""S 2ND ST"",""40215     "",""0044.00""
""2280"",""029184         "",""DILLON DR"",""40205     "",""0096.00""
""2281"",""029195         "",""WENDELL AVE"",""40205     "",""0097.00""
""2282"",""029197         "",""WENDELL AVE"",""40205     "",""0097.00""
""2283"",""029201         "",""WENDELL AVE"",""40205     "",""0097.00""
""2284"",""029206         "",""WENDELL AVE"",""40205     "",""0097.00""
""2285"",""029208         "",""WENDELL AVE"",""40205     "",""0097.00""
""2286"",""029213         "",""SYLVIA ST"",""40208     "",""0068.00""
""2287"",""029723         "",""HEMLOCK ST"",""40211     "",""0015.00""
""2288"",""029725         "",""OLIVE ST"",""40211     "",""0015.00""
""2289"",""029735         "",""DEER PARK AVE"",""40205     "",""0089.00""
""2290"",""029740         "",""KINGS BRIDGE RD"",""40220     "",""0109.02""
""2291"",""029740         "",""KINGS BRIDGE RD"",""40220     "",""0109.02""
""2292"",""029744         "",""BOWMAN AVE"",""40205     "",""0097.00""
""2293"",""029746         "",""BOWMAN AVE"",""40205     "",""0097.00""
""2294"",""029754         "",""QUARRY HILL RD"",""40213     "",""0093.00""
""2295"",""029763         "",""BOWMAN AVE"",""40205     "",""0108.00""
""2296"",""029775         "",""WARREN AVE"",""40215     "",""0038.00""
""2297"",""029778         "",""MEADOW DR"",""40218     "",""0109.01""
""2298"",""029786         "",""DELL BROOKE AVE"",""40220     "",""0108.00""
""2299"",""029799         "",""HALE AVE"",""40210     "",""0027.00""
""2300"",""029801         "",""OSAGE AVE"",""40210     "",""0027.00""
""2301"",""029814         "",""DEERWOOD AVE"",""402       "",""0084.00""
""2302"",""029819         "",""BLUEGRASS AVE"",""40215     "",""0044.00""
""2303"",""029820         "",""MAGAZINE ST"",""40203     "",""0024.00""
""2304"",""029833         "",""ALGONQUIN PKY"",""40208     "",""0036.00""
""2305"",""029835         "",""RADIANCE RD"",""40220     "",""0109.02""
""2306"",""028905         "",""W MARKET ST"",""40212     "",""0024.00""
""2307"",""029845         "",""NEWBURG RD"",""40205     "",""0096.00""
""2308"",""029847         "",""NORTON AVE"",""402       "",""0114.05""
""2309"",""029855         "",""ANNA LN"",""40215     "",""0123.01""
""2310"",""029857         "",""FLUHR DR"",""40215     "",""0123.01""
""2311"",""029862         "",""ANNA LN"",""40215     "",""0123.01""
""2312"",""029863         "",""ANNA LN"",""40215     "",""0123.01""
""2313"",""029874         "",""POPLAR LEVEL RD"",""40213     "",""0094.00""
""2314"",""029876         "",""POPLAR LEVEL RD"",""40213     "",""0094.00""
""2315"",""029877         "",""POPLAR LEVEL RD"",""40213     "",""0094.00""
""2316"",""029882         "",""POPLAR LEVEL RD"",""40213     "",""0094.00""
""2317"",""029884         "",""ALGONQUIN PKY"",""40211     "",""0014.00""
""2318"",""029599         "",""BURWELL AVE"",""402       "",""0016.00""
""2319"",""029888         "",""Shawnee DR"",""40212     "",""0007.00""
""2320"",""029904         "",""HILLCREST AVE"",""40206     "",""0076.01""
""2321"",""029910         "",""KLEIER AVE"",""40208     "",""0037.00""
""2322"",""029912         "",""CARDINAL DR"",""40213     "",""0094.00""
""2323"",""030827         "",""DUTCHMANS LN"",""40205     "",""0097.00""
""2324"",""030835         "",""S JACKSON ST"",""402       "",""0068.00""
""2325"",""030837         "",""S PRESTON ST"",""40217     "",""0068.00""
""2326"",""030840         "",""W MAIN ST"",""40202     "",""0024.00""
""2327"",""030849         "",""S 18TH ST"",""40203     "",""0024.00""
""2328"",""030851         "",""S 20TH ST"",""40203     "",""0024.00""
""2329"",""030853         "",""S 20TH ST"",""40203     "",""0024.00""
""2330"",""030863         "",""S 18TH ST"",""40203     "",""0024.00""
""2331"",""030046         "",""CEDAR ST"",""40203     "",""0024.00""
""2332"",""030865         "",""S 19TH ST"",""40203     "",""0024.00""
""2333"",""030876         "",""UNIVERSITY AVE"",""40206     "",""0076.03""
""2334"",""030878         "",""UNIVERSITY AVE"",""40206     "",""0076.03""
""2335"",""030883         "",""REGAN AVE"",""40206     "",""0076.03""
""2336"",""030886         "",""REGAN AVE"",""40206     "",""0076.03""
""2337"",""030894         "",""S 5TH ST"",""40214     "",""0046.00""
""2338"",""022572         "",""CLARA AVE"",""40214     "",""0039.00""
""2339"",""022572         "",""CLARA AVE"",""40214     "",""0039.00""
""2340"",""009779         "",""E WASHINGTON ST"",""40206     "",""0059.00""
""2341"",""022626         "",""S 16TH ST"",""40210     "",""0027.00""
""2342"",""022789         "",""S 26TH ST"",""40210     "",""0015.00""
""2343"",""005546         "",""S 4TH ST"",""40203     "",""0050.00""
""2344"",""005546         "",""S 4TH ST"",""40203     "",""0050.00""
""2345"",""022725         "",""DEARBORN AVE"",""40211     "",""0011.00""
""2346"",""011669         "",""KENNEDY AVE"",""40206     "",""0079.00""
""2347"",""022725         "",""DEARBORN AVE"",""40211     "",""0011.00""
""2348"",""014011         "",""MONTGOMERY ST"",""40212     "",""0002.00""
""2349"",""023135         "",""S SHELBY ST"",""40202     "",""       ""
""2350"",""023292         "",""N 21ST ST"",""40203     "",""0024.00""
""2351"",""023292         "",""N 21ST ST"",""40203     "",""0024.00""
""2352"",""023301         "",""WILSON AVE"",""40210     "",""       ""
""2353"",""023301         "",""WILSON AVE"",""40210     "",""       ""
""2354"",""000226         "",""CAMDEN AVE"",""40215     "",""0065.00""
""2355"",""023503         "",""CALVIN AVE"",""40206     "",""0076.01""
""2356"",""023503         "",""CALVIN AVE"",""40206     "",""0076.01""
""2357"",""023503         "",""CALVIN AVE"",""40206     "",""0076.01""
""2358"",""024058         "",""N 19TH ST"",""40203     "",""0023.00""
""2359"",""024067         "",""N 19TH ST"",""40203     "",""0023.00""
""2360"",""024069         "",""GARDINER LN"",""40205     "",""0097.00""
""2361"",""024078         "",""GARDINER LN"",""40205     "",""0097.00""
""2362"",""024082         "",""MONTANA AVE"",""40208     "",""0037.00""
""2363"",""024083         "",""LARCHMONT AVE"",""40215     "",""0036.00""
""2364"",""023960         "",""HALE AVE"",""40212     "",""0012.00""
""2365"",""023960         "",""HALE AVE"",""40212     "",""0012.00""
""2366"",""024089         "",""DENMARK ST"",""40215     "",""0040.00""
""2367"",""024091         "",""HULL ST"",""40204     "",""0081.00""
""2368"",""024093         "",""GARDEN DR"",""40206     "",""0087.00""
""2369"",""024100         "",""S 16TH ST"",""40210     "",""0027.00""
""2370"",""024101         "",""GARDINER LN"",""40205     "",""0097.00""
""2371"",""024103         "",""GARDINER LN"",""40205     "",""0097.00""
""2372"",""024107         "",""GARDINER LN"",""40205     "",""0097.00""
""2373"",""024115         "",""GARDINER LN"",""40205     "",""0097.00""
""2374"",""024117         "",""GARDINER LN"",""40205     "",""0097.00""
""2375"",""024120         "",""GARDINER LN"",""40205     "",""0097.00""
""2376"",""024123         "",""ARCADE AVE"",""40215     "",""0036.00""
""2377"",""024125         "",""LONGFIELD AVE"",""40215     "",""0039.00""
""2378"",""003285         "",""GLENMARY AVE"",""40204     "",""0082.00""
""2379"",""010674         "",""HIGHLAND AVE"",""40204     "",""0064.00""
""2380"",""010669         "",""HIGHLAND AVE"",""40204     "",""0063.00""
""2381"",""005636         "",""ROWAN ST"",""40212     "",""0023.00""
""2382"",""005636         "",""ROWAN ST"",""40212     "",""0023.00""
