datetime_UTC,dec_year_UTC,yyyy,mm,dd,HH,ch4_ppb,ch4_SD,ch4_n_minutes,ch4_min,ch4_max,ch4_uncertainty,ch4_flags
2018-01-01 00:00:00,2018.000000,2018,01,01,00,2003.21,2.80,19,1998.99,2008.62,0.700,P..
2018-01-01 01:00:00,2018.000114,2018,01,01,01,2018.34,3.72,19,2010.95,2027.15,0.725,P..
2018-01-01 02:00:00,2018.000228,2018,01,01,02,2023.69,3.00,19,2016.56,2027.45,0.734,P..
2018-01-01 03:00:00,2018.000342,2018,01,01,03,2017.34,2.66,19,2011.43,2022.03,0.730,P..
2018-01-01 04:00:00,2018.000457,2018,01,01,04,2033.23,2.17,19,2028.19,2036.95,0.760,P..
2018-01-01 05:00:00,2018.000571,2018,01,01,05,2052.07,2.77,19,2047.84,2058.92,0.798,P..
2018-01-01 06:00:00,2018.000685,2018,01,01,06,2063.61,3.62,19,2055.78,2069.91,0.822,P..
2018-01-01 07:00:00,2018.000799,2018,01,01,07,2077.65,3.89,19,2071.05,2083.41,0.852,P..
2018-01-01 08:00:00,2018.000913,2018,01,01,08,2084.16,11.87,19,2070.55,2109.33,0.867,P..
2018-01-01 09:00:00,2018.001027,2018,01,01,09,2114.60,12.48,19,2089.83,2134.56,0.937,P..
2018-01-01 10:00:00,2018.001142,2018,01,01,10,2140.99,13.95,19,2122.71,2174.78,0.999,P..
2018-01-01 11:00:00,2018.001256,2018,01,01,11,2083.31,5.13,19,2074.50,2090.35,0.865,P..
2018-01-01 12:00:00,2018.001370,2018,01,01,12,nan,nan,0,nan,nan,nan,P..
2018-01-01 13:00:00,2018.001484,2018,01,01,13,2055.46,4.00,19,2050.78,2065.11,0.805,P..
2018-01-01 14:00:00,2018.001598,2018,01,01,14,2050.97,23.10,19,2003.07,2069.35,0.797,P..
2018-01-01 15:00:00,2018.001712,2018,01,01,15,1999.18,8.91,19,1978.66,2009.51,0.693,P..
2018-01-01 16:00:00,2018.001826,2018,01,01,16,1980.23,3.37,19,1972.76,1986.92,0.664,P..
2018-01-01 17:00:00,2018.001941,2018,01,01,17,1979.66,3.36,19,1976.18,1987.78,0.664,P..
2018-01-01 18:00:00,2018.002055,2018,01,01,18,1980.48,2.76,19,1976.17,1986.80,0.665,P..
2018-01-01 19:00:00,2018.002169,2018,01,01,19,1981.57,2.13,19,1977.81,1984.93,0.666,P..
2018-01-01 20:00:00,2018.002283,2018,01,01,20,1984.09,4.92,19,1979.71,1995.63,0.670,P..
2018-01-01 21:00:00,2018.002397,2018,01,01,21,1995.19,7.86,19,1986.04,2011.65,0.687,P..
2018-01-01 22:00:00,2018.002511,2018,01,01,22,2014.66,2.44,16,2011.17,2019.95,0.733,P..
2018-01-01 23:00:00,2018.002626,2018,01,01,23,2034.40,3.28,19,2027.12,2039.14,0.754,P..
2018-01-02 00:00:00,2018.002740,2018,01,02,00,2077.21,9.99,19,2059.62,2092.75,0.839,P..
2018-01-02 01:00:00,2018.002854,2018,01,02,01,2141.96,23.06,19,2099.95,2171.12,0.983,P..
2018-01-02 02:00:00,2018.002968,2018,01,02,02,2091.73,7.30,19,2081.79,2111.12,0.885,P..
2018-01-02 03:00:00,2018.003082,2018,01,02,03,2057.58,2.50,19,2053.95,2062.33,0.811,P..
2018-01-02 04:00:00,2018.003196,2018,01,02,04,2043.42,3.90,19,2036.81,2052.52,0.783,P..
2018-01-02 05:00:00,2018.003311,2018,01,02,05,2045.93,2.49,19,2041.99,2052.41,0.789,P..
2018-01-02 06:00:00,2018.003425,2018,01,02,06,2049.25,4.55,19,2041.34,2057.16,0.797,P..
2018-01-02 07:00:00,2018.003539,2018,01,02,07,2036.36,1.96,19,2033.15,2041.34,0.773,P..
2018-01-02 08:00:00,2018.003653,2018,01,02,08,2032.07,2.24,19,2028.26,2036.59,0.767,P..
2018-01-02 09:00:00,2018.003767,2018,01,02,09,2027.48,1.93,19,2023.99,2032.21,0.761,P..
2018-01-02 10:00:00,2018.003881,2018,01,02,10,2021.79,3.01,19,2016.85,2030.61,0.752,P..
2018-01-02 11:00:00,2018.003995,2018,01,02,11,2036.29,4.44,19,2028.83,2044.30,0.780,P..
2018-01-02 12:00:00,2018.004110,2018,01,02,12,2019.09,1.84,20,2016.60,2023.88,0.747,P..
2018-01-02 13:00:00,2018.004224,2018,01,02,13,2033.41,4.33,19,2025.20,2040.73,0.764,P..
2018-01-02 14:00:00,2018.004338,2018,01,02,14,2022.46,5.04,19,2016.46,2033.31,0.744,P..
2018-01-02 15:00:00,2018.004452,2018,01,02,15,2017.20,2.91,19,2013.55,2025.55,0.734,P..
2018-01-02 16:00:00,2018.004566,2018,01,02,16,2029.93,4.01,19,2019.52,2035.27,0.755,P..
2018-01-02 17:00:00,2018.004680,2018,01,02,17,2056.01,3.98,19,2049.87,2062.54,0.804,P..
2018-01-02 18:00:00,2018.004795,2018,01,02,18,2050.54,5.96,19,2043.61,2061.55,0.792,P..
2018-01-02 19:00:00,2018.004909,2018,01,02,19,2042.52,1.98,19,2038.76,2046.40,0.776,P..
2018-01-02 20:00:00,2018.005023,2018,01,02,20,2041.67,2.80,19,2038.79,2049.60,0.775,P..
2018-01-02 21:00:00,2018.005137,2018,01,02,21,nan,nan,0,nan,nan,nan,P..
2018-01-02 22:00:00,2018.005251,2018,01,02,22,2029.46,13.13,19,1998.68,2047.16,0.753,P..
2018-01-02 23:00:00,2018.005365,2018,01,02,23,2006.15,6.24,19,1993.91,2020.25,0.719,P..
2018-01-03 00:00:00,2018.005479,2018,01,03,00,2015.18,14.65,19,2002.29,2049.15,0.736,P..
2018-01-03 01:00:00,2018.005594,2018,01,03,01,2052.53,18.76,19,2037.09,2106.32,0.808,P..
2018-01-03 02:00:00,2018.005708,2018,01,03,02,2124.21,36.61,19,2106.41,2231.08,0.969,P..
2018-01-03 03:00:00,2018.005822,2018,01,03,03,2206.50,31.61,19,2112.96,2229.13,1.172,P..
2018-01-03 04:00:00,2018.005936,2018,01,03,04,2103.13,11.57,19,2070.33,2116.48,0.920,P..
2018-01-03 05:00:00,2018.006050,2018,01,03,05,2080.76,9.23,19,2055.72,2094.20,0.871,P..
2018-01-03 06:00:00,2018.006164,2018,01,03,06,2074.72,16.76,19,2043.22,2106.27,0.860,P..
2018-01-03 07:00:00,2018.006279,2018,01,03,07,2083.90,37.46,19,2057.93,2187.57,0.883,P..
2018-01-03 08:00:00,2018.006393,2018,01,03,08,2080.04,45.24,19,2024.11,2178.46,0.877,P..
2018-01-03 09:00:00,2018.006507,2018,01,03,09,2023.02,1.84,17,2020.95,2027.34,0.765,P..
2018-01-03 10:00:00,2018.006621,2018,01,03,10,2028.67,4.62,20,2022.07,2037.20,0.764,P..
2018-01-03 11:00:00,2018.006735,2018,01,03,11,2055.20,20.00,20,2032.54,2096.19,0.815,P..
2018-01-03 12:00:00,2018.006849,2018,01,03,12,2287.89,86.39,19,2175.69,2447.58,1.348,P..
2018-01-03 13:00:00,2018.006963,2018,01,03,13,3098.38,22.73,19,3045.65,3133.16,3.543,P..
2018-01-03 14:00:00,2018.007078,2018,01,03,14,2677.85,93.22,19,2456.48,2802.45,2.385,P..
2018-01-03 15:00:00,2018.007192,2018,01,03,15,2246.52,13.80,19,2228.08,2269.01,1.238,P..
2018-01-03 16:00:00,2018.007306,2018,01,03,16,2055.66,14.35,19,2040.12,2079.98,0.798,P..
2018-01-03 17:00:00,2018.007420,2018,01,03,17,2063.95,8.08,19,2050.05,2080.87,0.814,P..
2018-01-03 18:00:00,2018.007534,2018,01,03,18,2052.05,6.82,19,2044.57,2074.93,0.789,P..
2018-01-03 19:00:00,2018.007648,2018,01,03,19,2046.85,6.43,19,2038.17,2060.67,0.779,P..
2018-01-03 20:00:00,2018.007763,2018,01,03,20,2116.75,16.40,19,2096.40,2146.15,0.926,P..
2018-01-03 21:00:00,2018.007877,2018,01,03,21,2061.19,15.45,19,2037.46,2089.92,0.808,P..
2018-01-03 22:00:00,2018.007991,2018,01,03,22,2164.42,19.58,19,2118.63,2190.49,1.036,P..
2018-01-03 23:00:00,2018.008105,2018,01,03,23,2159.10,34.13,19,2108.75,2254.18,1.024,P..
2018-01-04 00:00:00,2018.008219,2018,01,04,00,2175.85,30.38,19,2144.24,2254.41,1.064,P..
2018-01-04 01:00:00,2018.008333,2018,01,04,01,2132.03,5.61,19,2123.81,2141.08,0.979,P..
2018-01-04 02:00:00,2018.008447,2018,01,04,02,2155.19,14.67,19,2127.26,2177.98,1.036,P..
2018-01-04 03:00:00,2018.008562,2018,01,04,03,2121.37,12.01,19,2096.53,2140.82,0.954,P..
2018-01-04 04:00:00,2018.008676,2018,01,04,04,2123.67,20.12,19,2093.73,2152.68,0.960,P..
2018-01-04 05:00:00,2018.008790,2018,01,04,05,2051.66,3.57,19,2040.68,2056.78,0.800,P..
2018-01-04 06:00:00,2018.008904,2018,01,04,06,2084.61,11.37,19,2074.73,2115.38,0.871,P..
2018-01-04 07:00:00,2018.009018,2018,01,04,07,2060.76,4.94,19,2052.43,2067.56,0.819,P..
2018-01-04 08:00:00,2018.009132,2018,01,04,08,nan,nan,0,nan,nan,nan,P..
2018-01-04 09:00:00,2018.009247,2018,01,04,09,2107.59,5.16,19,2102.32,2119.06,0.906,P..
2018-01-04 10:00:00,2018.009361,2018,01,04,10,2097.40,3.32,19,2092.22,2103.08,0.883,P..
2018-01-04 11:00:00,2018.009475,2018,01,04,11,2136.68,3.96,19,2129.02,2140.54,0.971,P..
2018-01-04 12:00:00,2018.009589,2018,01,04,12,2118.83,1.61,19,2115.30,2121.61,0.930,P..
2018-01-04 13:00:00,2018.009703,2018,01,04,13,2082.60,4.87,19,2073.87,2091.24,0.851,P..
2018-01-04 14:00:00,2018.009817,2018,01,04,14,2085.22,1.32,19,2082.80,2089.16,0.856,P..
2018-01-04 15:00:00,2018.009932,2018,01,04,15,2085.05,1.51,19,2081.11,2087.32,0.856,P..
2018-01-04 16:00:00,2018.010046,2018,01,04,16,2077.95,1.67,19,2074.96,2080.67,0.840,P..
2018-01-04 17:00:00,2018.010160,2018,01,04,17,2058.13,1.81,19,2053.88,2061.28,0.800,P..
2018-01-04 18:00:00,2018.010274,2018,01,04,18,2057.51,6.81,19,2046.68,2068.71,0.822,P..
2018-01-04 19:00:00,2018.010388,2018,01,04,19,2012.34,6.13,19,2004.82,2023.04,0.715,P..
2018-01-04 20:00:00,2018.010502,2018,01,04,20,2004.81,2.13,19,2001.25,2008.00,0.703,P..
2018-01-04 21:00:00,2018.010616,2018,01,04,21,1989.12,2.30,19,1985.05,1994.33,0.684,P..
2018-01-04 22:00:00,2018.010731,2018,01,04,22,1978.67,1.55,19,1975.82,1983.07,0.668,P..
2018-01-04 23:00:00,2018.010845,2018,01,04,23,1984.87,2.63,19,1981.15,1990.88,0.678,P..
2018-01-05 00:00:00,2018.010959,2018,01,05,00,1974.33,1.93,19,1971.58,1977.94,0.663,P..
2018-01-05 01:00:00,2018.011073,2018,01,05,01,1974.03,1.12,19,1972.03,1975.62,0.664,P..
2018-01-05 02:00:00,2018.011187,2018,01,05,02,1978.78,1.60,19,1975.74,1981.73,0.671,P..
2018-01-05 03:00:00,2018.011301,2018,01,05,03,1977.18,1.53,19,1974.83,1979.99,0.670,P..
2018-01-05 04:00:00,2018.011416,2018,01,05,04,1975.21,1.41,19,1972.00,1977.28,0.668,P..
2018-01-05 05:00:00,2018.011530,2018,01,05,05,1976.91,2.49,19,1973.08,1982.66,0.671,P..
2018-01-05 06:00:00,2018.011644,2018,01,05,06,1979.03,4.02,19,1973.26,1988.42,0.674,P..
2018-01-05 07:00:00,2018.011758,2018,01,05,07,1975.09,2.25,20,1970.97,1979.85,0.668,P..
2018-01-05 08:00:00,2018.011872,2018,01,05,08,1977.22,2.27,19,1973.69,1983.02,0.666,P..
2018-01-05 09:00:00,2018.011986,2018,01,05,09,1979.47,1.97,19,1976.46,1982.66,0.669,P..
2018-01-05 10:00:00,2018.012100,2018,01,05,10,1986.00,2.10,19,1981.95,1989.51,0.678,P..
2018-01-05 11:00:00,2018.012215,2018,01,05,11,1987.29,3.02,19,1981.72,1992.81,0.680,P..
2018-01-05 12:00:00,2018.012329,2018,01,05,12,1995.27,2.28,19,1991.62,1999.30,0.692,P..
2018-01-05 13:00:00,2018.012443,2018,01,05,13,1988.44,2.82,19,1984.35,1994.95,0.682,P..
2018-01-05 14:00:00,2018.012557,2018,01,05,14,1982.06,1.01,19,1980.74,1985.15,0.673,P..
2018-01-05 15:00:00,2018.012671,2018,01,05,15,1980.58,1.65,19,1978.63,1984.59,0.671,P..
2018-01-05 16:00:00,2018.012785,2018,01,05,16,1978.79,1.49,19,1976.82,1982.76,0.669,P..
2018-01-05 17:00:00,2018.012900,2018,01,05,17,nan,nan,0,nan,nan,nan,P..
2018-01-05 18:00:00,2018.013014,2018,01,05,18,1973.56,1.82,19,1971.21,1978.07,0.665,P..
2018-01-05 19:00:00,2018.013128,2018,01,05,19,1979.51,2.33,19,1975.75,1984.27,0.673,P..
2018-01-05 20:00:00,2018.013242,2018,01,05,20,1979.15,4.15,19,1972.92,1985.32,0.672,P..
2018-01-05 21:00:00,2018.013356,2018,01,05,21,1976.05,2.26,19,1972.09,1979.92,0.667,P..
2018-01-05 22:00:00,2018.013470,2018,01,05,22,1984.89,4.27,19,1979.26,1992.11,0.680,P..
2018-01-05 23:00:00,2018.013584,2018,01,05,23,1994.89,2.84,19,1989.41,2000.10,0.696,P..
2018-01-06 00:00:00,2018.013699,2018,01,06,00,1998.22,2.26,19,1994.78,2003.32,0.701,P..
2018-01-06 01:00:00,2018.013813,2018,01,06,01,1991.34,2.05,19,1988.60,1995.69,0.689,P..
2018-01-06 02:00:00,2018.013927,2018,01,06,02,1985.16,1.61,19,1981.01,1987.48,0.679,P..
2018-01-06 03:00:00,2018.014041,2018,01,06,03,1981.76,0.98,19,1979.62,1983.76,0.674,P..
2018-01-06 04:00:00,2018.014155,2018,01,06,04,1981.81,1.40,20,1978.85,1985.27,0.674,P..
2018-01-06 05:00:00,2018.014269,2018,01,06,05,1984.92,1.11,20,1982.43,1987.81,0.678,P..
2018-01-06 06:00:00,2018.014384,2018,01,06,06,1984.33,1.89,19,1981.65,1987.85,0.672,P..
2018-01-06 07:00:00,2018.014498,2018,01,06,07,1989.58,4.38,19,1982.93,1999.68,0.679,P..
2018-01-06 08:00:00,2018.014612,2018,01,06,08,2003.77,2.92,19,1998.73,2009.17,0.701,P..
2018-01-06 09:00:00,2018.014726,2018,01,06,09,2000.15,3.29,19,1993.88,2007.26,0.695,P..
2018-01-06 10:00:00,2018.014840,2018,01,06,10,1986.52,1.79,19,1983.34,1989.39,0.673,P..
2018-01-06 11:00:00,2018.014954,2018,01,06,11,1984.26,2.47,19,1978.78,1988.90,0.670,P..
2018-01-06 12:00:00,2018.015068,2018,01,06,12,1987.32,2.45,19,1982.19,1992.21,0.674,P..
2018-01-06 13:00:00,2018.015183,2018,01,06,13,1986.17,2.68,19,1982.30,1992.77,0.672,P..
2018-01-06 14:00:00,2018.015297,2018,01,06,14,1984.97,2.48,19,1979.56,1989.46,0.669,P..
2018-01-06 15:00:00,2018.015411,2018,01,06,15,1980.62,1.47,19,1978.33,1984.77,0.663,P..
2018-01-06 16:00:00,2018.015525,2018,01,06,16,1988.47,1.94,18,1986.23,1993.73,0.679,P..
2018-01-06 17:00:00,2018.015639,2018,01,06,17,1985.76,1.42,19,1983.54,1988.22,0.676,P..
2018-01-06 18:00:00,2018.015753,2018,01,06,18,1987.50,2.09,19,1985.04,1993.31,0.680,P..
2018-01-06 19:00:00,2018.015868,2018,01,06,19,1985.63,1.62,19,1981.85,1989.01,0.678,P..
2018-01-06 20:00:00,2018.015982,2018,01,06,20,1989.73,1.68,19,1986.45,1992.62,0.685,P..
2018-01-06 21:00:00,2018.016096,2018,01,06,21,1995.59,1.99,19,1989.48,1999.28,0.695,P..
2018-01-06 22:00:00,2018.016210,2018,01,06,22,1990.92,2.02,19,1988.63,1997.03,0.689,P..
2018-01-06 23:00:00,2018.016324,2018,01,06,23,1993.92,1.85,18,1990.03,1996.89,0.694,P..
2018-01-07 00:00:00,2018.016438,2018,01,07,00,1999.16,1.86,19,1994.91,2002.65,0.704,P..
2018-01-07 01:00:00,2018.016553,2018,01,07,01,2006.90,3.28,19,1999.61,2011.30,0.718,P..
2018-01-07 02:00:00,2018.016667,2018,01,07,02,2007.43,1.91,19,2005.11,2012.10,0.720,P..
2018-01-07 03:00:00,2018.016781,2018,01,07,03,2011.57,2.55,19,2006.50,2015.80,0.728,P..
2018-01-07 04:00:00,2018.016895,2018,01,07,04,nan,nan,0,nan,nan,nan,P..
2018-01-07 05:00:00,2018.017009,2018,01,07,05,2002.89,3.04,19,1996.96,2007.99,0.714,P..
2018-01-07 06:00:00,2018.017123,2018,01,07,06,1997.42,2.89,20,1992.88,2002.13,0.706,P..
2018-01-07 07:00:00,2018.017237,2018,01,07,07,1998.46,2.70,20,1993.17,2001.84,0.709,P..
2018-01-07 08:00:00,2018.017352,2018,01,07,08,2001.25,4.27,19,1991.12,2012.93,0.708,P..
2018-01-07 09:00:00,2018.017466,2018,01,07,09,2024.18,16.32,19,2001.34,2065.33,0.749,P..
2018-01-07 10:00:00,2018.017580,2018,01,07,10,2022.03,10.61,19,2004.03,2047.60,0.745,P..
2018-01-07 11:00:00,2018.017694,2018,01,07,11,2023.47,15.97,19,2000.86,2059.09,0.749,P..
2018-01-07 12:00:00,2018.017808,2018,01,07,12,2044.69,16.97,19,2013.15,2076.60,0.789,P..
2018-01-07 13:00:00,2018.017922,2018,01,07,13,2030.13,8.48,19,2018.48,2046.33,0.762,P..
2018-01-07 14:00:00,2018.018037,2018,01,07,14,1994.67,3.04,19,1988.02,2000.05,0.704,P..
2018-01-07 15:00:00,2018.018151,2018,01,07,15,1985.37,2.50,19,1981.21,1989.96,0.690,P..
2018-01-07 16:00:00,2018.018265,2018,01,07,16,1978.08,1.65,19,1975.69,1980.46,0.680,P..
2018-01-07 17:00:00,2018.018379,2018,01,07,17,1972.93,2.41,19,1968.40,1976.43,0.676,P..
2018-01-07 18:00:00,2018.018493,2018,01,07,18,1990.33,7.49,19,1979.52,2004.32,0.701,P..
2018-01-07 19:00:00,2018.018607,2018,01,07,19,2024.55,11.43,19,2012.44,2066.52,0.759,P..
2018-01-07 20:00:00,2018.018721,2018,01,07,20,2029.59,12.71,19,2012.59,2053.93,0.768,P..
2018-01-07 21:00:00,2018.018836,2018,01,07,21,2047.60,29.64,19,2025.80,2127.66,0.805,P..
2018-01-07 22:00:00,2018.018950,2018,01,07,22,2046.57,32.96,19,2023.93,2157.80,0.803,P..
2018-01-07 23:00:00,2018.019064,2018,01,07,23,2053.49,4.93,19,2043.96,2061.32,0.813,P..
2018-01-08 00:00:00,2018.019178,2018,01,08,00,2075.97,20.77,19,2061.49,2139.25,0.861,P..
2018-01-08 01:00:00,2018.019292,2018,01,08,01,2209.55,70.69,19,2134.03,2361.86,1.184,P..
2018-01-08 02:00:00,2018.019406,2018,01,08,02,2275.98,53.16,20,2178.61,2396.61,1.357,P..
2018-01-08 03:00:00,2018.019521,2018,01,08,03,2196.20,37.32,16,2140.07,2246.71,1.141,P..
2018-01-08 04:00:00,2018.019635,2018,01,08,04,2223.38,52.60,19,2167.47,2325.04,1.187,P..
2018-01-08 05:00:00,2018.019749,2018,01,08,05,2142.09,7.64,19,2131.80,2162.43,0.990,P..
2018-01-08 06:00:00,2018.019863,2018,01,08,06,2229.74,46.55,19,2132.50,2261.36,1.202,P..
2018-01-08 07:00:00,2018.019977,2018,01,08,07,2162.50,40.48,19,2126.42,2269.22,1.038,P..
2018-01-08 08:00:00,2018.020091,2018,01,08,08,2176.31,18.30,19,2129.92,2194.42,1.069,P..
2018-01-08 09:00:00,2018.020205,2018,01,08,09,2246.68,28.24,19,2194.66,2287.13,1.241,P..
2018-01-08 10:00:00,2018.020320,2018,01,08,10,2275.11,27.29,19,2217.51,2311.91,1.313,P..
2018-01-08 11:00:00,2018.020434,2018,01,08,11,2220.71,30.45,19,2170.53,2267.14,1.176,P..
2018-01-08 12:00:00,2018.020548,2018,01,08,12,2198.80,15.60,19,2170.47,2231.08,1.122,P..
2018-01-08 13:00:00,2018.020662,2018,01,08,13,nan,nan,0,nan,nan,nan,P..
2018-01-08 14:00:00,2018.020776,2018,01,08,14,2321.51,51.84,19,2232.51,2417.88,1.432,P..
2018-01-08 15:00:00,2018.020890,2018,01,08,15,2178.34,4.94,19,2165.49,2187.03,1.096,P..
2018-01-08 16:00:00,2018.021005,2018,01,08,16,2137.80,32.70,19,2106.70,2216.84,0.998,P..
2018-01-08 17:00:00,2018.021119,2018,01,08,17,2101.29,12.51,19,2092.63,2133.76,0.911,P..
2018-01-08 18:00:00,2018.021233,2018,01,08,18,2114.66,2.85,19,2109.52,2119.67,0.942,P..
2018-01-08 19:00:00,2018.021347,2018,01,08,19,2132.18,9.73,19,2115.93,2151.94,0.984,P..
2018-01-08 20:00:00,2018.021461,2018,01,08,20,2086.85,2.81,19,2082.38,2091.49,0.880,P..
2018-01-08 21:00:00,2018.021575,2018,01,08,21,2095.01,1.98,19,2091.77,2098.79,0.899,P..
2018-01-08 22:00:00,2018.021689,2018,01,08,22,2054.88,1.94,19,2051.44,2058.33,0.814,P..
2018-01-08 23:00:00,2018.021804,2018,01,08,23,2076.86,5.70,19,2068.04,2087.66,0.863,P..
2018-01-09 00:00:00,2018.021918,2018,01,09,00,2102.84,1.86,20,2098.83,2105.62,0.924,P..
2018-01-09 01:00:00,2018.022032,2018,01,09,01,2128.69,1.97,20,2125.03,2133.18,0.985,P..
2018-01-09 02:00:00,2018.022146,2018,01,09,02,2198.16,14.83,19,2180.43,2229.43,1.127,P..
2018-01-09 03:00:00,2018.022260,2018,01,09,03,2170.60,6.96,19,2154.93,2183.97,1.060,P..
2018-01-09 04:00:00,2018.022374,2018,01,09,04,2106.38,13.40,19,2083.63,2131.91,0.912,P..
2018-01-09 05:00:00,2018.022489,2018,01,09,05,2082.15,6.20,19,2067.68,2095.48,0.859,P..
2018-01-09 06:00:00,2018.022603,2018,01,09,06,2047.06,3.75,19,2042.47,2055.85,0.787,P..
2018-01-09 07:00:00,2018.022717,2018,01,09,07,2046.96,5.25,19,2038.42,2056.84,0.785,P..
2018-01-09 08:00:00,2018.022831,2018,01,09,08,2039.24,4.11,19,2033.06,2045.25,0.768,P..
2018-01-09 09:00:00,2018.022945,2018,01,09,09,2047.30,0.93,19,2045.60,2048.74,0.782,P..
2018-01-09 10:00:00,2018.023059,2018,01,09,10,2059.81,1.78,19,2055.53,2063.36,0.805,P..
2018-01-09 11:00:00,2018.023174,2018,01,09,11,2068.19,2.72,19,2062.38,2071.80,0.822,P..
2018-01-09 12:00:00,2018.023288,2018,01,09,12,2164.80,29.27,14,2116.64,2200.49,1.022,P..
2018-01-09 13:00:00,2018.023402,2018,01,09,13,2290.79,154.84,19,2106.43,2572.65,1.400,P..
2018-01-09 14:00:00,2018.023516,2018,01,09,14,2065.88,50.52,19,2032.65,2197.84,0.836,P..
2018-01-09 15:00:00,2018.023630,2018,01,09,15,2028.93,4.24,19,2022.49,2035.96,0.757,P..
2018-01-09 16:00:00,2018.023744,2018,01,09,16,2062.92,57.89,19,2022.30,2193.08,0.834,P..
2018-01-09 17:00:00,2018.023858,2018,01,09,17,2049.16,7.82,19,2036.09,2069.13,0.801,P..
2018-01-09 18:00:00,2018.023973,2018,01,09,18,2041.11,3.44,19,2036.34,2048.10,0.787,P..
2018-01-09 19:00:00,2018.024087,2018,01,09,19,2039.28,2.26,19,2035.12,2042.74,0.786,P..
2018-01-09 20:00:00,2018.024201,2018,01,09,20,2044.08,5.37,19,2035.60,2054.56,0.798,P..
2018-01-09 21:00:00,2018.024315,2018,01,09,21,2043.54,4.13,19,2038.66,2055.12,0.800,P..
2018-01-09 22:00:00,2018.024429,2018,01,09,22,2065.75,11.79,19,2041.35,2074.87,0.849,P..
2018-01-09 23:00:00,2018.024543,2018,01,09,23,2117.64,28.20,19,2072.88,2155.05,0.965,P..
2018-01-10 00:00:00,2018.024658,2018,01,10,00,nan,nan,0,nan,nan,nan,P..
2018-01-10 01:00:00,2018.024772,2018,01,10,01,2193.60,14.74,19,2153.12,2218.88,1.116,P..
2018-01-10 02:00:00,2018.024886,2018,01,10,02,2079.33,15.65,19,2050.20,2110.87,0.854,P..
2018-01-10 03:00:00,2018.025000,2018,01,10,03,2076.48,30.63,19,2042.03,2149.01,0.847,P..
2018-01-10 04:00:00,2018.025114,2018,01,10,04,2144.02,121.07,19,2035.95,2383.85,1.008,P..
2018-01-10 05:00:00,2018.025228,2018,01,10,05,2077.31,17.98,19,2045.56,2108.74,0.842,P..
2018-01-10 06:00:00,2018.025342,2018,01,10,06,2079.50,28.84,19,2048.79,2153.68,0.846,P..
2018-01-10 07:00:00,2018.025457,2018,01,10,07,2225.32,25.71,19,2172.73,2274.09,1.182,P..
2018-01-10 08:00:00,2018.025571,2018,01,10,08,2294.29,31.37,19,2227.38,2344.56,1.356,P..
2018-01-10 09:00:00,2018.025685,2018,01,10,09,2444.16,45.02,19,2361.86,2518.11,1.749,P..
2018-01-10 10:00:00,2018.025799,2018,01,10,10,2260.68,30.03,19,2213.26,2309.63,1.304,P..
2018-01-10 11:00:00,2018.025913,2018,01,10,11,2261.65,14.08,19,2240.31,2290.61,1.306,P..
2018-01-10 12:00:00,2018.026027,2018,01,10,12,2232.13,16.17,19,2201.26,2259.46,1.229,P..
2018-01-10 13:00:00,2018.026142,2018,01,10,13,2224.72,17.14,19,2195.00,2255.73,1.210,P..
2018-01-10 14:00:00,2018.026256,2018,01,10,14,2194.37,11.34,19,2170.82,2212.57,1.133,P..
2018-01-10 15:00:00,2018.026370,2018,01,10,15,2192.68,5.57,19,2182.37,2199.72,1.129,P..
2018-01-10 16:00:00,2018.026484,2018,01,10,16,2141.09,8.87,19,2126.74,2153.90,1.002,P..
2018-01-10 17:00:00,2018.026598,2018,01,10,17,2142.10,26.54,19,2099.76,2179.83,1.007,P..
2018-01-10 18:00:00,2018.026712,2018,01,10,18,2278.67,3.96,19,2271.45,2284.03,1.357,P..
2018-01-10 19:00:00,2018.026826,2018,01,10,19,2244.35,23.38,19,2211.20,2280.62,1.267,P..
2018-01-10 20:00:00,2018.026941,2018,01,10,20,2327.62,116.30,19,2202.18,2563.41,1.496,P..
2018-01-10 21:00:00,2018.027055,2018,01,10,21,2156.49,32.87,19,2108.07,2215.46,1.045,P..
2018-01-10 22:00:00,2018.027169,2018,01,10,22,2165.05,7.05,19,2151.59,2182.74,1.064,P..
2018-01-10 23:00:00,2018.027283,2018,01,10,23,2270.29,10.13,12,2252.20,2284.08,1.313,P..
2018-01-11 00:00:00,2018.027397,2018,01,11,00,2190.59,68.78,19,2112.62,2294.93,1.131,P..
2018-01-11 01:00:00,2018.027511,2018,01,11,01,2228.27,88.02,19,2109.55,2364.06,1.229,P..
2018-01-11 02:00:00,2018.027626,2018,01,11,02,2349.45,41.14,19,2262.04,2431.07,1.548,P..
2018-01-11 03:00:00,2018.027740,2018,01,11,03,2311.02,20.56,19,2251.52,2359.40,1.402,P..
2018-01-11 04:00:00,2018.027854,2018,01,11,04,2285.92,55.64,19,2186.25,2386.85,1.339,P..
2018-01-11 05:00:00,2018.027968,2018,01,11,05,2292.43,75.40,19,2177.04,2394.06,1.357,P..
2018-01-11 06:00:00,2018.028082,2018,01,11,06,2257.97,36.02,19,2155.66,2304.08,1.267,P..
2018-01-11 07:00:00,2018.028196,2018,01,11,07,2266.68,14.95,19,2235.65,2297.65,1.289,P..
2018-01-11 08:00:00,2018.028311,2018,01,11,08,2250.60,108.47,19,2150.39,2557.67,1.255,P..
