OBJECTID,FEATURE1,FEATURE2,FEATURE3,SHAPE.LEN
7479,Beach Ridge, , ,0.419433394934003
7506,River Channel,Small,Partly Buried,0.0269116987600691
7510,River Channel,Large,Not Buried,0.0808805160129099
7554,Ridge,Transverse, ,0.0232727831815343
7584,River Channel,Small,Not Buried,0.0432210035790299
7591,Esker, , ,0.0202388531757397
7608,River Channel,Large,Not Buried,0.38177186410942
7624,River Channel,Large,Not Buried,0.284302354470915
6229,Ridge,Transverse, ,0.00775493790402483
6242,Ridge,Transverse, ,0.00623881876484042
6245,Ridge,Transverse, ,0.0084113577024956
6250,Ridge,Transverse, ,0.0159918769468439
6258,Ridge,Transverse, ,0.0221179810175624
6265,Ridge,Transverse, ,0.0147777950286376
6266,Ridge,Transverse, ,0.0133914444297854
6269,Ridge,Transverse, ,0.0111523624591463
6273,Ridge,Transverse, ,0.0165342136112048
6274,Ridge,Transverse, ,0.00987314216544847
6292,Ridge,Transverse, ,0.0138455214823857
6297,Ridge,Transverse, ,0.0200063283553318
6301,Ridge,Transverse, ,0.0156518355787378
6323,Ridge,Transverse, ,0.0163352666041572
6331,Ridge,Transverse, ,0.0100477837707437
6336,Ridge,Transverse, ,0.0120400962727904
6344,Ridge,Transverse, ,0.00697079924436244
6347,Ridge,Transverse, ,0.0124767718250707
6358,Ridge,Transverse, ,0.0180388970572013
6380,Ridge,Transverse, ,0.0227309603522339
6415,Ridge,Transverse, ,0.02109330543061
6420,Ridge,Transverse, ,0.0212250873254643
6435,Ridge,Transverse, ,0.01893602328221
6436,Ridge,Transverse, ,0.0149074284181509
6437,Ridge,Transverse, ,0.0147996000793535
6462,Ridge,Transverse, ,0.0118506740516854
6467,Ridge,Transverse, ,0.0206839451976919
6473,Ridge,Transverse, ,0.0203397399851411
6487,Ridge,Transverse, ,0.012925802070983
6505,Ridge,Transverse, ,0.0240458921290353
6534,Ridge,Transverse, ,0.0161196181005257
6544,Ridge,Transverse, ,0.00898758357862268
6556,River Channel,Small,Not Buried,0.0449360011933681
6571,Ridge,Transverse, ,0.00921871523980897
6590,Ridge,Transverse, ,0.0100029309675356
6594,Ridge,Transverse, ,0.00932067915966412
6596,Ridge,Transverse, ,0.0252376670109737
6609,Ridge,Transverse, ,0.0262030623195562
6620,Ridge,Transverse, ,0.0259104459368601
10599,Ridge,Transverse, ,0.0254036809468108
10612,Ridge,Transverse, ,0.0095912834477258
10615,Ridge,Transverse, ,0.0175321432674403
12,River Channel,Small,Not Buried,0.0342574346027831
24,Ridge,Longitudinal, ,0.00097668565838759
33,River Channel,Small,Not Buried,0.0531111270898895
39,Ridge,Longitudinal, ,0.000626703670255728
50,River Channel,Small,Partly Buried,0.0480520241657768
55,Ridge,Longitudinal, ,0.0616850051603883
78,Ridge,Longitudinal, ,0.0214203283966145
80,Ridge,Longitudinal, ,0.0335905543216115
89,Ridge,Transverse, ,0.0156374236260498
123,Ridge,Transverse, ,0.0226420632719827
129,Ridge,Transverse, ,0.0106696263904512
139,Ridge,Transverse, ,0.0194126853611473
143,Ridge,Transverse, ,0.015664109305367
145,Ridge,Transverse, ,0.0158974455793804
172,Ridge,Transverse, ,0.0105251156293607
173,Ridge,Transverse, ,0.0155713672928899
190,Ridge,Transverse, ,0.0109487744390895
199,Ridge,Transverse, ,0.015103759884793
216,Ridge,Transverse, ,0.0143329753126759
223,Ridge,Transverse, ,0.011290482113978
225,Ridge,Transverse, ,0.0228160612070213
226,Ridge,Transverse, ,0.0260195296848871
232,Ridge,Transverse, ,0.0198011620056767
241,Ridge,Transverse, ,0.0206036294502308
251,Ridge,Transverse, ,0.0147951510755326
259,Ridge,Transverse, ,0.0105006997888778
260,Ridge,Transverse, ,0.0238235571454873
295,Ridge,Transverse, ,0.0123698451857284
308,Ridge,Transverse, ,0.0312489973303386
311,Ridge,Transverse, ,0.00733119269320409
317,Ridge,Transverse, ,0.013531832104043
328,Ridge,Transverse, ,0.00399806196107314
336,Ridge,Transverse, ,0.00474632998750835
338,Ridge,Transverse, ,0.0267088344153405
346,Ridge,Transverse, ,0.0173470806052884
4514,Esker, , ,0.00213726304444025
4516,Esker, , ,0.00489080051404914
4519,Esker, , ,0.0155448762940982
4523,Esker, , ,0.0052051798744361
4540,Esker, , ,0.000116712046014968
4543,Esker, , ,0.00825431004994491
3819,Ridge,Transverse, ,0.0178580170908893
3885,Ridge,Transverse, ,0.0100559504044466
3897,Ridge,Transverse, ,0.12323905632243
3922,Ridge,Transverse, ,0.0107605445620883
3947,Ridge,Transverse, ,0.0241649652553902
3985,Ridge,Transverse, ,0.0182816023740039
4014,Ridge,Transverse, ,0.0157146334588804
4030,Ridge,Transverse, ,0.0192972227061842
4055,Ridge,Transverse, ,0.0212328707857025
4072,Ridge,Transverse, ,0.0091730392257912
4097,Ridge,Transverse, ,0.015729120155251
4191,River Channel,Small,Not Buried,0.176968168227459
4197,River Channel,Small,Not Buried,0.157616334047894
4248,Esker, , ,0.0306536823080368
4253,Esker, , ,0.0178449364165277
4267,Ice Margin,Uncertain, ,0.0812779751734028
4270,Ice Margin,Uncertain, ,0.37274056257701
4276,Ridge,Longitudinal, ,0.0213134519999822
4305,Ice Margin,Uncertain, ,0.106873373137034
8002,Ridge,Longitudinal, ,0.00960032871372778
8004,Ridge,Longitudinal, ,0.030823733306027
8007,Ridge,Longitudinal, ,0.0976305555401154
8020,River Channel,Small,Not Buried,0.0879639229666492
8024,Ice Margin,Known, ,0.101582676776609
8027,Esker, , ,0.0162084369067341
8047,Esker, , ,0.0606372969785346
8076,Ridge,Longitudinal, ,0.0242796912744475
8077,Ridge,Longitudinal, ,0.0165292958966783
8080,Ridge,Longitudinal, ,0.0355833018547936
8087,River Channel,Small,Not Buried,0.00107477635987865
8108,Ridge,Longitudinal, ,0.0150255065194532
8128,Ridge,Compaction, ,0.0751391298753441
8142,Ridge,Transverse, ,0.0106300624591059
8167,Ridge,Transverse, ,0.0143425725548481
8170,Ridge,Transverse, ,0.0137039970643953
8189,Ridge,Transverse, ,0.00569899083180891
8236,Ridge,Transverse, ,0.019513053592064
8279,Ridge,Transverse, ,0.0141160138809474
8283,Ridge,Transverse, ,0.0105531117404641
8285,Ridge,Transverse, ,0.0192802862100934
8289,Ridge,Transverse, ,0.0180952884345107
8323,Ridge,Transverse, ,0.0258332460219603
8328,Ridge,Transverse, ,0.0171175971417834
8340,Ridge,Transverse, ,0.0326721418941641
8343,Ridge,Transverse, ,0.0354949517867208
8351,Ridge,Transverse, ,0.00585444854258862
8354,Ridge,Transverse, ,0.0175040845421145
8356,Ridge,Transverse, ,0.0112537538452344
8364,Ridge,Transverse, ,0.0214983058106905
8371,Ridge,Transverse, ,0.0170645881248593
8382,Ridge,Transverse, ,0.0171579574127786
8386,Ridge,Transverse, ,0.0337769294597619
8390,Ridge,Transverse, ,0.0180914016019878
8398,Ridge,Transverse, ,0.0184796120003968
8422,Ridge,Iceberg Marks, ,0.0162114077489389
6648,River Channel,Small,Not Buried,0.00856072704745349
6651,River Channel,Small,Not Buried,0.00800959756595386
6656,River Channel,Small,Not Buried,0.000719515308982373
6671,Ridge,Longitudinal, ,0.0536748632539342
6676,River Channel,Large,Partly Buried,0.1133724032265
6689,River Channel,Small,Not Buried,0.0491948858232908
6699,River Channel,Small,Not Buried,0.0313068688892172
6729,Esker, , ,0.0167664830976159
6738,Esker, , ,0.0302249146042419
6752,Ridge,Longitudinal, ,0.0207351922796819
6753,Ridge,Longitudinal, ,0.0161110279471595
6756,Ridge,Longitudinal, ,0.0525891324972145
6779,Ridge,Longitudinal, ,0.015410825370539
6812,Ridge,Transverse, ,0.019703400642269
6815,Ridge,Transverse, ,0.0136881326714443
6856,Ridge,Transverse, ,0.013712877780864
6860,Ridge,Transverse, ,0.018445839643391
6870,Ridge,Transverse, ,0.00773018692318751
6872,Ridge,Transverse, ,0.00753027798839571
6873,Ridge,Transverse, ,0.0106786224422129
6876,Ridge,Transverse, ,0.0123740824517165
6884,Ridge,Transverse, ,0.0152484685405662
6890,Ridge,Transverse, ,0.0225173584004805
6906,Ridge,Transverse, ,0.0162786628156807
6907,Ridge,Transverse, ,0.0130717309914786
6911,Ridge,Transverse, ,0.0198568079169296
6917,Ridge,Transverse, ,0.00837968791143566
6934,Ridge,Transverse, ,0.0107284666876978
6935,Ridge,Transverse, ,0.018952195699059
6943,Ridge,Transverse, ,0.00538810950874321
6949,Ridge,Transverse, ,0.0160926252950315
6965,Ridge,Transverse, ,0.0215533691999812
6967,Ridge,Transverse, ,0.011921896925462
6973,Ridge,Transverse, ,0.0131206474599639
6976,Ridge,Transverse, ,0.0145336532317728
6983,Ridge,Transverse, ,0.0236601851091829
6992,Ridge,Transverse, ,0.0282908462492161
356,Ridge,Transverse, ,0.0151339677319322
377,River Channel,Small,Partly Buried,0.10398365988512
10313,Erratic Margin, , ,0.397484900395333
10332,River Channel,Small,Partly Buried,0.049024782953124
10361,Ridge,Compaction, ,0.00870487743619178
10371,River Channel,Small,Not Buried,0.182716382530214
10403,Ridge,Transverse, ,0.00762295747479093
10404,Ridge,Transverse, ,0.0435723708338516
10452,Ridge,Transverse, ,0.0121091193826127
10468,Ridge,Transverse, ,0.00738559711023029
10483,Ridge,Transverse, ,0.0175566935205622
10517,Ridge,Transverse, ,0.0158467810562928
10535,Ridge,Transverse, ,0.0192929616256364
10564,Ridge,Transverse, ,0.00561204390474139
10573,Ridge,Transverse, ,0.0149269073463691
63,River Channel,Small,Partly Buried,0.154098540607804
131,Ridge,Transverse, ,0.0281621386907035
147,Ridge,Transverse, ,0.0124896193841833
205,Ridge,Transverse, ,0.0260157782173294
219,Ridge,Transverse, ,0.0236831826250146
238,Ridge,Transverse, ,0.0313374743065483
257,Ridge,Transverse, ,0.0220334491960629
305,Ridge,Transverse, ,0.00910372166771973
326,Ridge,Transverse, ,0.0025738372111981
4308,Ice Margin,Known, ,0.307029981186417
4318,River Channel,Large,Not Buried,0.315367785169984
4323,River Channel,Large,Not Buried,0.274242462499935
4379,River Channel,Small,Not Buried,0.00976981041956227
4428,Esker, , ,0.0275204569955596
4434,Beach Ridge, , ,0.0896640348169123
4436,Beach Ridge, , ,0.174684035363002
4499,Esker, , ,0.0573036620085965
4551,Ice Margin,Known, ,0.114392334616438
4565,River Channel,Small,Partly Buried,0.0139258590197891
4572,River Channel,Small,Partly Buried,0.0866891866979475
4574,River Channel,Small,Partly Buried,0.0259472472532038
4591,River Channel,Small,Not Buried,0.0701499688360268
4604,Esker, , ,0.0171853509253362
4628,Beach Ridge, , ,0.0348966770009372
4632,Beach Ridge, , ,0.00928411706010643
4653,Beach Ridge, , ,0.0121321274784212
4682,Beach Ridge, , ,0.0212127575960593
8812,Esker, , ,0.0958139559392253
8816,Esker, , ,0.0176191906029386
8821,River Channel,Small,Partly Buried,0.00752272618194149
8830,Esker, , ,0.0215311236008673
8831,Ice Margin,Uncertain, ,0.104111481114669
8855,Esker, , ,0.0195876672064062
8868,Esker, , ,0.0300925508940508
8883,Ridge,Longitudinal, ,0.0135123754725381
8886,Ridge,Longitudinal, ,0.0396128677070371
8893,Ridge,Transverse, ,0.0123848169367012
8894,Ridge,Transverse, ,0.0193062913710745
8900,Ridge,Longitudinal, ,0.0276072034918916
8909,Ridge,Transverse, ,0.0125295570114828
8922,Ridge,Transverse, ,0.00879223175022803
8941,River Channel,Large,Not Buried,0.00102716455269251
8946,Ridge,Transverse, ,0.00763491362657738
8957,Esker, , ,0.0643315726501664
8958,River Channel,Small,Partly Buried,0.00141051831356066
8961,Esker, , ,0.0239116398357865
8968,Ridge,Compaction, ,0.010156706600055
9014,Ridge,Compaction, ,0.013107041384877
9015,Ridge,Compaction, ,0.121618639515227
9024,Ridge,Transverse, ,0.0138865208061707
9033,Ridge,Transverse, ,0.0226191448437979
9046,Ridge,Transverse, ,0.0106184521165092
9052,Ridge,Transverse, ,0.0141304281383278
9062,Ridge,Transverse, ,0.0177353181914918
9079,Ridge,Transverse, ,0.0123320526710748
9088,Ridge,Transverse, ,0.0126642351351569
9105,Ridge,Transverse, ,0.005264631217822
9107,Ridge,Transverse, ,0.0189255089042189
9116,Ridge,Transverse, ,0.012262457737797
9125,Ridge,Transverse, ,0.0157006001999152
9134,Ridge,Transverse, ,0.0123130932761421
6994,Ridge,Transverse, ,0.0202584066779366
6995,Ridge,Transverse, ,0.0407854786653937
6363,Ridge,Transverse, ,0.0139476912041241
6382,Ridge,Transverse, ,0.0181172238596749
6430,Ridge,Transverse, ,0.0241472695131838
6439,Ridge,Transverse, ,0.0260628754235311
6472,Ridge,Transverse, ,0.0179856366751666
6502,Ridge,Transverse, ,0.0167833126112258
6545,Ridge,Transverse, ,0.00522080368006095
6555,River Channel,Small,Not Buried,0.108165387237723
6578,Ridge,Transverse, ,0.0330632661827043
6618,Ridge,Transverse, ,0.00924129328891409
6640,River Channel,Large,Not Buried,0.426990381926859
6688,River Channel,Small,Not Buried,0.125386897534088
6734,Esker, , ,0.0542055382008958
6749,Esker, , ,0.022914587527181
6801,Beach Ridge, , ,0.0602009013349824
6868,Ridge,Transverse, ,0.0111151476661983
6878,Ridge,Transverse, ,0.0159841145218548
343,Ridge,Transverse, ,0.0135045628808423
385,River Channel,Small,Not Buried,0.141793193241747
395,River Channel,Small,Partly Buried,0.0365338354127017
402,Ridge,Longitudinal, ,0.0155952028070936
406,Ridge,Longitudinal, ,0.000134387642236926
409,River Channel,Small,Not Buried,0.0136022339165694
415,Ridge,Longitudinal, ,0.00123861884332711
426,River Channel,Small,Partly Buried,0.0261560113111945
447,River Channel,Small,Not Buried,0.000919393202122465
454,River Channel,Small,Not Buried,0.0142608865558411
455,River Channel,Small,Not Buried,0.0667454446401114
457,River Channel,Small,Not Buried,0.0102328135543616
471,River Channel,Small,Not Buried,0.044460649527283
513,River Channel,Small,Not Buried,0.0377170728216792
541,River Channel,Small,Not Buried,0.0181627264644941
548,River Channel,Small,Not Buried,0.000855148229012959
586,Ridge,Longitudinal, ,2.75073053932951e-005
587,Ridge,Longitudinal, ,0.0173929672238142
611,Ridge,Longitudinal, ,0.0238429129268997
612,Ridge,Longitudinal, ,0.0582011076538517
614,Ridge,Longitudinal, ,0.0155353506374439
620,Ridge,Longitudinal, ,0.161262814191223
636,River Channel,Small,Not Buried,0.0272646962923068
641,River Channel,Small,Not Buried,0.0618912715378966
650,River Channel,Small,Not Buried,0.10896682062693
684,River Channel,Small,Not Buried,0.0169248527831862
717,River Channel,Small,Not Buried,0.0303771537886562
722,River Channel,Large,Partly Buried,0.0222579084108972
4694,Ridge,Compaction, ,0.0338342563588433
4699,Beach Ridge, , ,0.0467845029369224
4701,Beach Ridge, , ,0.127216796909459
4724,River Channel,Small,Not Buried,0.00702977237177415
4735,River Channel,Small,Not Buried,0.00134802973035464
4744,River Channel,Small,Not Buried,0.0517098770782618
4748,River Channel,Small,Not Buried,0.075501680604135
4754,Esker, , ,0.0228856606262463
4782,River Channel,Small,Partly Buried,0.0546382701447321
4811,Esker, , ,0.022957267862794
4820,Esker, , ,0.0269926005722346
4826,Esker, , ,0.0174434424220668
4832,Esker, , ,0.0296377648686702
4844,Ridge,Longitudinal, ,0.0192984419128643
4863,Ridge,Longitudinal, ,0.0267678634361255
4869,Ridge,Longitudinal, ,0.0140767055434715
4872,Ridge,Longitudinal, ,0.0365423142613148
4874,Ridge,Longitudinal, ,0.0276767821521311
4891,Ridge,Longitudinal, ,0.0199755380942113
4905,Ridge,Transverse, ,0.00269273688578182
4910,Ridge,Transverse, ,0.0162021012765663
4913,Ridge,Transverse, ,0.0140833550067502
4930,Ridge,Transverse, ,0.011196012148645
4932,Ridge,Transverse, ,0.0143304322550529
4933,Ridge,Transverse, ,0.0156256257737268
4949,Ridge,Transverse, ,0.00712331289183657
4972,Ridge,Transverse, ,0.0206773230916603
4977,Ridge,Transverse, ,0.0462966180338002
4987,Ridge,Transverse, ,0.00328530008629349
4992,Ridge,Transverse, ,0.0364612626277982
4995,Ridge,Transverse, ,0.0133858475490962
5016,Ridge,Transverse, ,0.0126136017042518
5035,Ridge,Transverse, ,0.00767551056010595
7626,River Channel,Small,Not Buried,0.217834280592579
7659,Ridge,Transverse, ,0.0448619235310338
7695,Ridge,Transverse, ,0.0097074220455545
7705,Ridge,Transverse, ,0.00886870164634455
7707,Ridge,Transverse, ,0.00840942517106592
7713,Ridge,Transverse, ,0.0165383559573951
7717,Ridge,Transverse, ,0.0127226728839142
7723,Ridge,Transverse, ,0.0167530430262447
7733,Ridge,Transverse, ,0.0129994103667229
7743,Ridge,Transverse, ,0.00909163911283246
7763,Ridge,Transverse, ,0.011196705907373
7770,Ridge,Transverse, ,0.0212835986539762
7783,Ridge,Transverse, ,0.0198271153563808
7793,Ridge,Transverse, ,0.0329590123600112
7797,Ridge,Transverse, ,0.0247438338359441
7808,Ridge,Transverse, ,0.00952653991329591
7830,Ridge,Transverse, ,0.0103602236964134
7832,Ridge,Transverse, ,0.0150815366111775
7833,Ridge,Transverse, ,0.00494690257063488
7848,Ridge,Transverse, ,0.0215526073980344
7858,Ridge,Transverse, ,0.0120150840259989
7874,Ridge,Longitudinal, ,0.0238609730503064
7878,Ridge,Transverse, ,0.01223834705806
7902,Ridge,Transverse, ,0.0128447677132705
7919,Ridge,Transverse, ,0.0143913573007608
7926,Ridge,Transverse, ,0.0191466792530952
7930,Ridge,Transverse, ,0.0183522936950518
7931,Ridge,Transverse, ,0.0229660032641883
7934,River Channel,Small,Partly Buried,0.000419144656443333
7942,River Channel,Small,Partly Buried,0.0183339312606252
7960,River Channel,Small,Not Buried,0.010522933385011
7968,River Channel,Small,Not Buried,0.00804626085578304
7989,River Channel,Small,Not Buried,0.0016746712989575
7992,River Channel,Small,Not Buried,0.028902840909673
7993,River Channel,Small,Not Buried,0.000455231528550033
7996,Ridge,Longitudinal, ,0.0381901193383498
6891,Ridge,Transverse, ,0.0115792578335126
6930,Ridge,Transverse, ,0.0156560978128525
6948,Ridge,Transverse, ,0.0123204557824223
6970,Ridge,Transverse, ,0.016091619634662
6979,Ridge,Transverse, ,0.0249414723585616
7004,Ridge,Transverse, ,0.0610969896237194
7005,Ridge,Transverse, ,0.0342837067929034
7006,Ridge,Transverse, ,0.0252030588948624
7011,Ridge,Transverse, ,0.0124067699959022
7013,Ridge,Transverse, ,0.0165207222963224
7017,Ridge,Transverse, ,0.0207108896276424
7033,Ridge,Transverse, ,0.0117747288557856
7034,Ridge,Transverse, ,0.0227408957746021
7041,Ridge,Transverse, ,0.022392771231908
7062,Ridge,Iceberg Marks, ,0.0120534089091168
7063,Ridge,Iceberg Marks, ,0.0146753633734075
7073,Ridge,Iceberg Marks, ,0.0114481112932971
7093,Ridge,Iceberg Marks, ,0.0122549168800752
7135,Ridge,Iceberg Marks, ,0.0149939079253842
7138,Ridge,Iceberg Marks, ,0.0105951548647244
7141,Ridge,Iceberg Marks, ,0.00728753059549234
7166,Ridge,Iceberg Marks, ,0.0107648828714563
7189,Ridge,Transverse, ,0.0214596958846018
7220,Ridge,Transverse, ,0.023716584488969
7228,Ridge,Transverse, ,0.0203101771258827
7229,Ridge,Transverse, ,0.0144161744058596
7249,Ridge,Transverse, ,0.016839265889004
7265,Ridge,Transverse, ,0.0100635612541335
7266,Ridge,Transverse, ,0.0144784626733538
7270,Ridge,Transverse, ,0.0150830572761971
7278,Ridge,Transverse, ,0.0119461856342475
7294,Ridge,Transverse, ,0.0222322270494372
7299,Ridge,Transverse, ,0.013097579119537
7308,Ridge,Transverse, ,0.0181502705594384
7309,Ridge,Transverse, ,0.0235533791853067
7314,Ridge,Transverse, ,0.0143356762497476
7317,Ridge,Transverse, ,0.0195048090903619
730,Ice Margin,Uncertain, ,0.021465604811986
732,Ice Margin,Uncertain, ,0.0322837807701112
753,Esker, , ,0.0116032131798735
768,Esker, , ,0.0319668119728853
787,Esker, , ,0.0240510614732747
792,Esker, , ,0.0113992884431474
797,Esker, , ,0.0017343459682764
816,Esker, , ,0.00761414465965003
833,Esker, , ,0.0588160057502281
839,Esker, , ,0.0558618275362393
848,Esker, , ,0.015949708241977
849,Esker, , ,0.0221884920800257
875,Esker, , ,0.0142742794420433
922,Esker, , ,0.0277695366141456
927,Esker, , ,0.0177985415109541
944,Esker, , ,0.0251977119514717
948,Esker, , ,0.032153328073311
958,Esker, , ,0.00135987288094145
965,Esker, , ,0.0567982818557788
996,Esker, , ,0.00107511801635448
1005,Esker, , ,0.00889868903457918
1014,Ridge,Longitudinal, ,0.0283970634315136
1015,Ridge,Longitudinal, ,0.0230772606570203
1017,Ridge,Longitudinal, ,0.0333636477702511
1023,Ridge,Longitudinal, ,0.0182872863620423
1025,Ridge,Longitudinal, ,0.0241056884937337
1032,Ridge,Longitudinal, ,0.031037302896412
1056,River Channel,Small,Not Buried,0.00313496665946817
1057,River Channel,Small,Not Buried,0.0032557271703452
1074,River Channel,Small,Not Buried,0.0210593342023515
1088,Esker, , ,0.0021674357461602
1108,Ridge,Longitudinal, ,0.0133802950308084
1109,Ridge,Longitudinal, ,0.0176827238967905
1117,Ridge,Longitudinal, ,0.0164850196951854
1143,Ridge,Longitudinal, ,0.0217136885818101
1152,Ridge,Longitudinal, ,0.0310568373130599
1156,Ridge,Longitudinal, ,0.0290140634332453
5036,Ridge,Transverse, ,0.0150687540027136
5044,Ice Margin,Known, ,0.206632682470559
5053,River Channel,Large,Not Buried,0.0696238738871581
5059,River Channel,Small,Not Buried,0.0455974362925058
5098,River Channel,Large,Not Buried,0.0187742203849786
5109,Ridge,Transverse, ,0.0148516365648348
5110,Ridge,Transverse, ,0.0183665753703995
5149,Ridge,Transverse, ,0.00882628166148209
5199,Esker, , ,0.00803529063282869
5203,Esker, , ,0.0159941813391407
5210,Esker, , ,0.0331293879084453
5214,River Channel,Small,Not Buried,0.0347716060448296
5216,River Channel,Small,Not Buried,0.0112529507462497
5233,Ridge,Compaction, ,0.0132996276259028
5235,Ridge,Compaction, ,0.00764960842657404
5248,River Channel,Small,Not Buried,0.0396631736494762
5262,Ice Margin,Known, ,0.0144463889662552
5278,River Channel,Small,Not Buried,0.00714309935651898
5294,River Channel,Small,Not Buried,0.000174314673189035
5322,Esker, , ,0.0615483396439901
5333,Ridge,Compaction, ,0.0141887128312958
5343,Ridge,Compaction, ,0.00554474150383384
5346,Ridge,Compaction, ,0.00620165071499105
4588,River Channel,Small,Not Buried,0.364279536624842
4589,River Channel,Small,Not Buried,0.0991415196198242
8459,Ridge,Iceberg Marks, ,0.0156773390734606
8461,Ridge,Iceberg Marks, ,0.0197366636479623
8464,Ridge,Iceberg Marks, ,0.0175151149872733
8483,Ridge,Iceberg Marks, ,0.0316981280570215
8490,Ridge,Iceberg Marks, ,0.0365925675214601
8502,Ridge,Iceberg Marks, ,0.0124477039084168
8506,Ridge,Iceberg Marks, ,0.0069009435864936
8518,Ridge,Iceberg Marks, ,0.0126226430651688
8526,Ridge,Iceberg Marks, ,0.0118876867403411
7829,Ridge,Transverse, ,0.0168304207424971
7839,Ridge,Transverse, ,0.0220241977972624
7868,River Channel,Small,Not Buried,0.0694291255147584
7872,River Channel,Large,Not Buried,0.581850188004519
7877,Ice Margin,Uncertain, ,0.198206154617236
7944,River Channel,Large,Not Buried,0.0326493785759505
7980,River Channel,Small,Not Buried,0.0239575428627983
8037,Esker, , ,0.0184962795023961
8042,Esker, , ,0.0262052254698799
8069,Esker, , ,0.043940606627345
8094,Esker, , ,0.0243645477708244
8119,Beach Ridge, , ,0.0840685273948871
8160,Ridge,Transverse, ,0.0163920105370763
7326,Ridge,Transverse, ,0.0235307832664355
7327,Ridge,Transverse, ,0.0167059218837409
7335,Ridge,Transverse, ,0.0156109141964376
7338,Ridge,Transverse, ,0.00991649262564559
7349,Ridge,Transverse, ,0.017933280843756
7366,River Channel,Small,Not Buried,0.0574261425466227
7369,River Channel,Small,Not Buried,0.0850671162221811
7379,Esker, , ,0.0255973745167364
7397,Ridge,Longitudinal, ,0.0224069034277801
7409,River Channel,Small,Not Buried,0.0582866069526626
7411,River Channel,Small,Not Buried,0.00311350398057623
7418,Ridge,Longitudinal, ,0.0170303174064876
7424,Ridge,Longitudinal, ,0.0184412011049198
7430,Esker, , ,0.0133732892724673
7434,Ridge,Longitudinal, ,0.0141280401820974
7442,River Channel,Small,Not Buried,0.0481713840794519
7445,Esker, , ,0.0350538918574693
7454,River Channel,Small,Not Buried,0.00100136108653023
7480,Beach Ridge, , ,0.00998384561624213
7494,Ridge,Compaction, ,0.0717873114805435
7496,River Channel,Small,Not Buried,0.0395142805789194
7520,Ridge,Longitudinal, ,0.0202295454191968
7522,Ridge,Longitudinal, ,0.0198151102384786
7525,Ridge,Longitudinal, ,0.0318478940258535
7529,Ridge,Transverse, ,0.00728634576538672
7537,Ridge,Transverse, ,0.00976153790379679
7539,Ridge,Transverse, ,0.0161381212805721
7548,Ridge,Transverse, ,0.0231302254902316
7563,Ridge,Transverse, ,0.00951137019747809
7565,Esker, , ,0.0146038577744663
7587,River Channel,Small,Not Buried,0.0347742502685731
7617,River Channel,Small,Not Buried,0.0682346779291338
7621,Ridge,Longitudinal, ,0.0155059544679332
1157,Ridge,Longitudinal, ,0.0188153243070885
1158,Ridge,Longitudinal, ,0.016179747638273
1161,Ridge,Longitudinal, ,0.0174801668149187
1177,Ridge,Longitudinal, ,0.0137268740513989
1178,Beach Ridge, , ,0.0217215148610035
388,River Channel,Small,Partly Buried,0.107291244992538
423,River Channel,Small,Partly Buried,0.174734284188075
441,River Channel,Small,Not Buried,0.0198715285126541
445,River Channel,Small,Not Buried,0.247189725115941
462,River Channel,Small,Not Buried,0.00053608357457583
505,River Channel,Small,Not Buried,0.0119769737539499
517,River Channel,Small,Not Buried,0.00288478726583019
542,River Channel,Small,Not Buried,0.019580029239241
579,River Channel,Small,Not Buried,0.062074164873781
580,River Channel,Small,Not Buried,0.206150019367517
645,River Channel,Small,Not Buried,0.0101455793100991
647,River Channel,Small,Not Buried,0.153365298640602
659,River Channel,Small,Not Buried,0.000297951524817377
1199,Beach Ridge, , ,0.0493090400183951
4603,Esker, , ,0.0314704624152954
4609,Esker, , ,0.027267670429978
4639,Beach Ridge, , ,0.045313215855706
4660,Beach Ridge, , ,0.0293110161412535
4668,Beach Ridge, , ,0.0660275820483934
4690,Ridge,Compaction, ,0.149058879140046
4737,River Channel,Small,Not Buried,0.0448902571442311
4745,River Channel,Small,Not Buried,0.0377235617331255
4752,River Channel,Small,Not Buried,0.00707927850242585
4755,Esker, , ,0.0203478521272928
4778,River Channel,Small,Partly Buried,0.100285221726707
4793,River Channel,Small,Not Buried,0.0381975806837347
4816,Esker, , ,0.0329636175610621
4829,River Channel,Small,Partly Buried,0.0890841138647914
4836,Esker, , ,0.0178194498443341
4890,Ridge,Longitudinal, ,0.0182687267169527
4927,Ridge,Transverse, ,0.0128264991635157
4942,Ridge,Transverse, ,0.0203065563329418
4975,Ridge,Transverse, ,0.0360331446396867
4979,Ridge,Transverse, ,0.0336347579584657
4999,Ridge,Transverse, ,0.0167384698327635
5077,Esker, , ,0.0265701392874014
7451,Ice Margin,Known, ,0.0862354136052568
3480,Ridge,Transverse, ,0.0178888286833627
3506,Ridge,Transverse, ,0.0372783515046568
3518,Ridge,Transverse, ,0.0193820886943892
3525,Ridge,Transverse, ,0.0332124164897904
3568,Ridge,Transverse, ,0.00732588528472122
3738,Ridge,Transverse, ,0.0100021473726818
3761,Ridge,Transverse, ,0.0119611625183961
3782,Ridge,Transverse, ,0.014538039106614
3804,Ridge,Transverse, ,0.0210594851146257
3827,Ridge,Transverse, ,0.013526860842079
3839,Ridge,Transverse, ,0.0153568473769467
3851,Ridge,Transverse, ,0.0151555272574577
3852,Ridge,Transverse, ,0.00946298282714487
3854,Ridge,Transverse, ,0.0160546049765447
