ID,Created_EST,Transport_Arrival_EST,Exit_EST
860,1/5/2013 3:17,,1/5/2013 3:47
861,1/5/2013 3:23,1/5/2013 4:36,1/5/2013 4:57
862,1/5/2013 3:27,1/5/2013 3:56,1/5/2013 4:30
863,1/5/2013 3:43,1/5/2013 4:12,1/5/2013 4:44
864,1/5/2013 3:57,,1/5/2013 3:58
865,1/5/2013 3:58,,1/5/2013 5:19
866,1/5/2013 4:13,1/5/2013 5:01,1/5/2013 5:25
867,1/5/2013 4:20,,1/5/2013 4:48
868,1/5/2013 4:21,1/5/2013 4:48,1/5/2013 5:18
869,1/5/2013 4:24,,1/5/2013 4:29
870,1/5/2013 4:26,,1/5/2013 4:27
871,1/5/2013 4:32,1/5/2013 4:57,1/5/2013 5:44
872,1/5/2013 4:35,,1/5/2013 4:59
873,1/5/2013 4:36,1/5/2013 5:12,1/5/2013 5:26
874,1/5/2013 4:57,,1/5/2013 5:40
875,1/5/2013 5:02,1/5/2013 5:30,1/5/2013 6:03
876,1/5/2013 5:12,1/5/2013 5:41,1/5/2013 6:00
877,1/5/2013 5:17,1/5/2013 6:01,1/5/2013 6:22
878,1/5/2013 5:37,,1/5/2013 5:47
879,1/5/2013 5:40,,1/5/2013 5:42
880,1/5/2013 6:18,,1/5/2013 6:43
881,1/5/2013 6:24,1/5/2013 7:16,1/5/2013 7:40
882,1/5/2013 6:24,1/5/2013 7:01,1/5/2013 7:24
883,1/5/2013 6:34,,1/5/2013 8:09
884,1/5/2013 7:05,1/5/2013 7:48,1/5/2013 8:19
885,1/5/2013 7:22,1/5/2013 7:50,1/5/2013 10:09
886,1/5/2013 7:23,1/5/2013 8:12,1/5/2013 8:46
887,1/5/2013 7:25,1/5/2013 7:54,1/5/2013 8:34
888,1/5/2013 7:33,,1/5/2013 8:00
889,1/5/2013 8:01,,1/5/2013 9:16
890,1/5/2013 8:02,1/5/2013 8:49,1/5/2013 10:01
891,1/5/2013 8:04,,1/5/2013 8:05
892,1/5/2013 8:20,1/5/2013 9:02,1/5/2013 9:42
893,1/5/2013 8:22,1/5/2013 9:17,1/5/2013 9:50
894,1/5/2013 8:41,1/5/2013 9:18,1/5/2013 9:42
895,1/5/2013 8:47,1/5/2013 9:15,1/5/2013 9:43
896,1/5/2013 8:53,1/5/2013 9:23,1/5/2013 9:50
897,1/14/2013 22:09,,1/14/2013 23:12
898,1/14/2013 22:11,1/14/2013 22:51,1/14/2013 23:07
899,1/14/2013 22:18,,1/14/2013 22:31
900,1/14/2013 22:23,1/14/2013 22:49,1/14/2013 23:44
901,1/14/2013 22:25,,1/14/2013 22:55
902,1/14/2013 22:36,1/14/2013 23:20,1/14/2013 23:58
903,1/14/2013 22:36,1/14/2013 23:18,1/14/2013 23:57
904,1/14/2013 22:41,1/14/2013 23:17,1/14/2013 23:33
905,1/14/2013 22:50,1/14/2013 23:43,1/15/2013 0:08
906,1/14/2013 22:52,1/14/2013 23:19,1/14/2013 23:43
907,1/14/2013 22:55,,1/14/2013 23:20
908,1/14/2013 23:11,1/14/2013 23:48,1/15/2013 0:24
909,1/14/2013 23:13,1/14/2013 23:50,1/15/2013 0:20
910,1/14/2013 23:27,1/15/2013 0:47,1/15/2013 1:32
911,1/14/2013 23:28,1/15/2013 0:05,1/15/2013 0:50
912,1/14/2013 23:30,1/15/2013 0:01,1/15/2013 0:12
913,1/14/2013 23:45,1/15/2013 0:36,1/15/2013 1:09
914,1/14/2013 23:46,1/15/2013 0:43,1/15/2013 1:12
915,1/15/2013 0:09,,1/15/2013 0:43
916,1/15/2013 0:13,1/15/2013 1:22,1/15/2013 1:50
917,1/15/2013 0:20,1/15/2013 0:56,1/15/2013 1:29
918,1/15/2013 0:21,1/15/2013 1:11,1/15/2013 1:44
919,1/15/2013 0:21,1/15/2013 0:56,1/15/2013 1:25
920,1/15/2013 0:24,1/15/2013 1:06,1/15/2013 1:52
921,1/15/2013 0:25,1/15/2013 1:01,1/15/2013 1:37
922,1/15/2013 0:33,1/15/2013 1:11,1/15/2013 1:35
923,1/15/2013 0:34,1/15/2013 1:07,1/15/2013 1:33
924,1/15/2013 0:40,1/15/2013 1:15,1/15/2013 1:50
925,1/15/2013 0:41,,1/15/2013 0:41
926,1/15/2013 0:59,,1/15/2013 1:28
927,1/15/2013 1:01,1/15/2013 1:38,1/15/2013 2:11
928,1/15/2013 1:03,1/15/2013 1:36,1/15/2013 2:01
929,1/15/2013 1:14,1/15/2013 2:13,1/15/2013 2:17
930,1/15/2013 1:22,,1/15/2013 2:09
931,1/15/2013 1:22,1/15/2013 2:20,1/15/2013 3:03
932,1/15/2013 1:51,1/15/2013 2:06,1/15/2013 2:37
933,1/15/2013 1:58,1/15/2013 2:44,1/15/2013 4:12
934,1/15/2013 1:59,1/15/2013 2:28,1/15/2013 2:50
935,1/15/2013 2:18,1/15/2013 3:02,1/15/2013 3:41
936,1/15/2013 2:23,1/15/2013 2:51,1/15/2013 3:34
937,1/15/2013 2:28,1/15/2013 2:42,1/15/2013 2:56
938,1/15/2013 2:35,1/15/2013 3:08,1/15/2013 3:42
939,1/15/2013 2:37,1/15/2013 3:24,1/15/2013 4:01
940,1/15/2013 2:45,1/15/2013 3:23,1/15/2013 3:57
941,1/15/2013 2:50,1/15/2013 3:47,1/15/2013 4:11
942,1/15/2013 2:56,1/15/2013 3:41,1/15/2013 4:20
943,1/15/2013 2:56,1/15/2013 3:30,1/15/2013 3:47
944,1/15/2013 3:01,1/15/2013 3:18,1/15/2013 3:36
945,1/15/2013 3:14,1/15/2013 3:51,1/15/2013 4:18
946,1/15/2013 3:24,1/15/2013 4:13,1/15/2013 4:38
947,1/15/2013 3:40,,1/15/2013 4:44
948,1/15/2013 4:22,1/15/2013 5:05,1/15/2013 5:28
949,1/15/2013 4:23,1/15/2013 5:14,1/15/2013 5:52
950,1/15/2013 4:30,1/15/2013 5:17,1/15/2013 5:53
951,1/15/2013 4:33,,1/15/2013 4:41
952,1/15/2013 4:48,1/15/2013 5:06,1/15/2013 5:26
953,1/15/2013 4:58,1/15/2013 5:49,1/15/2013 6:38
954,1/15/2013 4:58,,1/15/2013 5:54
955,1/15/2013 5:01,1/15/2013 5:40,1/15/2013 6:09
956,1/15/2013 5:11,1/15/2013 5:54,1/15/2013 6:23
957,1/15/2013 5:15,1/15/2013 6:06,1/15/2013 6:29
958,1/15/2013 5:17,,1/15/2013 6:17
959,1/15/2013 5:17,,1/15/2013 6:21
960,1/15/2013 5:20,1/15/2013 5:55,1/15/2013 6:20
961,1/15/2013 5:24,1/15/2013 5:48,1/15/2013 6:21
962,1/15/2013 5:28,1/15/2013 6:18,1/15/2013 8:07
963,1/15/2013 5:34,1/15/2013 6:36,1/15/2013 7:04
964,1/15/2013 5:40,,1/15/2013 5:46
965,1/15/2013 6:05,1/15/2013 6:45,1/15/2013 7:13
966,1/18/2013 0:28,1/18/2013 1:23,1/18/2013 1:41
967,1/18/2013 0:39,1/18/2013 1:20,1/18/2013 1:55
968,1/18/2013 1:01,1/18/2013 1:30,1/18/2013 1:55
969,1/18/2013 1:03,1/18/2013 1:35,1/18/2013 1:52
970,1/18/2013 1:13,1/18/2013 1:45,1/18/2013 2:11
971,1/18/2013 1:22,1/18/2013 1:57,1/18/2013 2:35
972,1/18/2013 1:34,1/18/2013 1:59,1/18/2013 2:32
973,1/18/2013 2:11,1/18/2013 2:43,1/18/2013 3:18
974,1/18/2013 2:45,,1/18/2013 3:05
975,1/18/2013 2:56,1/18/2013 3:24,1/18/2013 3:44
976,1/18/2013 2:58,1/18/2013 3:35,1/18/2013 4:11
977,1/18/2013 3:00,,1/18/2013 3:56
978,1/18/2013 3:07,1/18/2013 3:29,1/18/2013 3:59
979,1/18/2013 3:16,1/18/2013 4:25,1/18/2013 4:41
980,1/18/2013 3:21,,1/18/2013 4:33
981,1/18/2013 3:24,,1/18/2013 3:36
982,1/18/2013 3:26,,1/18/2013 4:11
983,1/18/2013 3:34,1/18/2013 4:07,1/18/2013 4:44
984,1/18/2013 3:52,,1/18/2013 4:22
985,1/18/2013 4:23,1/18/2013 5:10,1/18/2013 5:54
986,1/18/2013 5:10,,1/18/2013 5:58
987,1/18/2013 5:11,1/18/2013 5:41,1/18/2013 6:02
988,1/18/2013 5:29,,1/18/2013 5:31
989,1/18/2013 5:41,1/18/2013 6:10,1/18/2013 6:46
990,1/18/2013 5:50,,1/18/2013 5:51
991,1/18/2013 5:55,1/18/2013 6:48,1/18/2013 7:04
992,1/18/2013 6:27,1/18/2013 7:06,1/18/2013 7:33
993,1/18/2013 6:30,1/18/2013 7:30,1/18/2013 7:56
994,1/18/2013 6:30,1/18/2013 7:26,1/18/2013 8:34
995,1/18/2013 6:33,,1/18/2013 7:00
996,1/18/2013 6:37,1/18/2013 7:23,1/18/2013 7:43
997,1/18/2013 6:48,1/18/2013 7:26,1/18/2013 8:17
998,1/18/2013 7:10,1/18/2013 7:55,1/18/2013 8:11
999,1/18/2013 7:11,,1/18/2013 8:21
1000,1/18/2013 7:19,,1/18/2013 7:48
1001,1/18/2013 7:24,,1/18/2013 7:30
1002,1/18/2013 7:24,1/18/2013 8:16,1/18/2013 8:49
1003,1/18/2013 7:33,1/18/2013 8:13,1/18/2013 8:49
