# From 24/9/2003 to 31/10/2003
# And 12:00 to 18:00
# Executed at Jun 11, 2011 4:05:33 PM
# Using 100x100
# Desired K: 10
# 
# Format: 
# 	Time start, Time end, Regions
# Region Format:
# 	unique users | reading count | area > <Next Region>
# 
# Total Region Count:
# 8828
############

1067374800000,1067375700000,60|170|491>56|172|992>36|71|1122>32|147|495>26|145|2490>24|50|1439>23|149|44>20|51|409>18|32|263>18|74|105>17|197|459>13|27|1179>10|15|425>0|0|87
1067375700000,1067376600000,0|0|578>54|180|992>45|190|2490>37|93|495>32|70|1122>31|107|459>28|55|263>26|62|1439>24|45|409>22|111|105>21|42|425>16|94|44>13|44|1179
1067376600000,1067377500000,56|142|578>35|210|2490>33|181|992>32|115|44>31|71|495>24|40|1439>23|44|1122>22|69|459>22|40|263>18|98|105>18|35|1179>17|32|409>13|23|425
1067377500000,1067378400000,87|178|491>39|55|495>38|241|2490>36|61|44>35|140|992>27|59|459>22|25|263>21|39|1122>18|44|1179>17|31|425>16|29|1439>16|33|409>14|43|105>0|0|87
1067378400000,1067379300000,0|0|578>36|53|495>35|152|2490>35|123|992>28|41|263>23|44|44>20|87|105>18|63|1122>17|35|409>16|20|425>16|32|1439>15|63|459>13|37|1179
1067379300000,1067380200000,65|136|491>39|158|2490>35|66|495>31|118|992>26|41|263>23|53|1122>20|61|459>19|34|44>15|83|105>15|27|1439>15|44|1179>14|25|425>12|27|409>0|0|87
1067380200000,1067381100000,0|0|578>55|87|495>41|121|992>38|171|2490>28|54|1122>24|81|1179>21|32|44>19|81|459>18|27|1439>17|36|263>17|62|105>13|24|409>11|20|425
1067381100000,1067382000000,63|122|491>35|163|2490>33|90|992>28|63|495>24|110|459>24|44|425>19|41|1122>17|22|44>17|61|105>16|61|1179>15|35|263>15|21|409>14|32|1439>0|0|87
1067382000000,1067382900000,0|0|578>7|19|1531>45|195|992>35|170|2490>27|93|459>24|49|495>21|26|44>19|35|263>18|33|425>16|70|105>16|46|1179>11|30|1439
1067446800000,1067447700000,0|0|2109>0|0|1451>0|0|758>0|0|44>0|0|1864>0|0|105>0|0|1179>1|1|2490
1067447700000,1067448600000,111|362|1971>49|73|44>38|192|1451>34|174|758>21|46|2490>20|58|1179>16|62|105>14|19|1864>0|0|87>0|0|51
1067448600000,1067449500000,0|0|138>161|409|1289>63|232|726>47|73|1864>38|276|758>36|56|44>34|116|105>23|53|2490>20|66|1179>0|0|244>0|0|43>0|0|1>0|0|394>0|0|725
1067449500000,1067450400000,0|0|1427>0|0|759>0|0|2258>70|116|31>53|101|43>36|67|726>26|49|244>25|96|725>21|64|2490>21|62|1179>20|56|105>0|0|13
1067450400000,1067451300000,7|7|16>57|126|1427>45|78|40>43|182|759>33|116|725>32|60|2258>31|57|31>24|78|726>24|69|2490>19|70|1179>14|31|244>10|85|105
1067451300000,1067452200000,108|185|10>70|155|1340>62|253|758>41|106|2258>38|59|31>28|59|726>28|56|2490>23|90|725>23|74|1179>21|30|40>16|76|105>13|27|244>0|0|1>0|0|5>0|0|87>0|0|1
1067452200000,1067453100000,0|0|6>0|0|1427>0|0|759>41|93|2258>32|61|726>27|86|725>25|88|2490>19|42|31>19|100|105>15|24|244>14|18|10>14|38|1179>12|15|40
1067453100000,1067454000000,3|5|765>93|170|1289>58|91|2258>42|80|726>34|79|2490>34|157|105>28|110|725>26|45|31>19|30|244>16|32|1179>12|17|40>11|13|10>0|0|87>0|0|51
1067454000000,1067454900000,0|0|138>6|11|1329>74|167|764>58|97|2258>46|120|726>38|120|2490>28|122|105>27|49|244>26|70|31>25|91|725>24|66|1179>12|15|10>0|0|1
1067454900000,1067455800000,0|0|1467>0|0|765>49|96|2258>36|137|2490>33|101|726>27|48|31>19|129|725>18|109|105>16|67|1179>12|21|244>10|15|10
1067455800000,1067456700000,65|141|1380>56|129|765>42|94|2258>35|145|725>33|108|2490>33|75|726>27|122|105>25|33|244>19|56|31>19|61|1179>10|13|10>0|0|87
1067456700000,1067457600000,0|0|1467>51|127|765>44|86|31>41|105|2258>31|75|726>29|64|2490>29|156|105>21|81|725>21|31|244>17|43|1179>16|19|10
1067457600000,1067458500000,103|221|1329>83|105|5>70|158|764>48|77|31>44|104|2258>35|93|2490>34|137|725>26|48|726>25|153|105>23|43|244>12|41|1179>0|0|87>0|0|51>0|0|5>0|0|1
1067458500000,1067459400000,0|0|138>0|0|765>3|3|8>83|172|1326>56|108|31>42|84|2490>36|65|726>35|81|2258>33|45|5>27|94|725>20|83|105>18|33|244>15|68|1179
