"country","year","value","climate_model","scenario","variable"
"PER",1962,107.80442135209,"gfdl","historic","precipitation"
"PER",1963,112.270952027757,"gfdl","historic","precipitation"
"PER",1964,115.833170695363,"gfdl","historic","precipitation"
"PER",1965,93.1815553298553,"gfdl","historic","precipitation"
"PER",1966,105.457409285009,"gfdl","historic","precipitation"
"PER",1967,120.708864947249,"gfdl","historic","precipitation"
"PER",1968,116.493885438623,"gfdl","historic","precipitation"
"PER",1969,102.499778116388,"gfdl","historic","precipitation"
"PER",1970,92.8449750686663,"gfdl","historic","precipitation"
"PHL",1961,222.42339746321,"gfdl","historic","precipitation"
"PHL",1962,259.056787042915,"gfdl","historic","precipitation"
"PHL",1963,244.798006208418,"gfdl","historic","precipitation"
"PHL",1964,196.557250285767,"gfdl","historic","precipitation"
"PHL",1965,243.86064570407,"gfdl","historic","precipitation"
"PHL",1966,156.194517949204,"gfdl","historic","precipitation"
"PHL",1967,217.885318565853,"gfdl","historic","precipitation"
"PHL",1968,213.277896708941,"gfdl","historic","precipitation"
"PHL",1969,224.243197490706,"gfdl","historic","precipitation"
"PHL",1970,221.220064928523,"gfdl","historic","precipitation"
"POL",1961,68.8035363564268,"gfdl","historic","precipitation"
"POL",1962,45.8657662966289,"gfdl","historic","precipitation"
"POL",1963,46.4394880546024,"gfdl","historic","precipitation"
"POL",1964,66.1532292579068,"gfdl","historic","precipitation"
"POL",1965,45.711900878814,"gfdl","historic","precipitation"
"POL",1966,49.5784295271733,"gfdl","historic","precipitation"
"POL",1967,80.6343585136347,"gfdl","historic","precipitation"
"POL",1968,60.1972917429521,"gfdl","historic","precipitation"
"POL",1969,70.9834501321893,"gfdl","historic","precipitation"
"POL",1970,46.8216136505362,"gfdl","historic","precipitation"
"PRK",1961,145.892897518282,"gfdl","historic","precipitation"
"PRK",1962,137.895670049712,"gfdl","historic","precipitation"
"PRK",1963,102.286932187819,"gfdl","historic","precipitation"
"PRK",1964,138.002028215466,"gfdl","historic","precipitation"
"PRK",1965,181.47397247501,"gfdl","historic","precipitation"
"PRK",1966,171.649342327163,"gfdl","historic","precipitation"
"PRK",1967,136.270449456824,"gfdl","historic","precipitation"
"PRK",1968,119.456178459049,"gfdl","historic","precipitation"
"PRK",1969,167.074972984522,"gfdl","historic","precipitation"
"PRK",1970,111.327291950448,"gfdl","historic","precipitation"
"PRY",1961,171.717435909063,"gfdl","historic","precipitation"
"PRY",1962,150.377927198855,"gfdl","historic","precipitation"
"PRY",1963,184.3693615302,"gfdl","historic","precipitation"
"PRY",1964,130.468053958894,"gfdl","historic","precipitation"
"PRY",1965,168.579089762138,"gfdl","historic","precipitation"
"PRY",1966,164.725914651109,"gfdl","historic","precipitation"
"PRY",1967,179.910367728526,"gfdl","historic","precipitation"
"PRY",1968,183.884161234276,"gfdl","historic","precipitation"
"PRY",1969,145.735062853056,"gfdl","historic","precipitation"
"PRY",1970,156.505801527045,"gfdl","historic","precipitation"
"ROU",1961,85.7431403500917,"gfdl","historic","precipitation"
"ROU",1962,45.7422473203155,"gfdl","historic","precipitation"
"ROU",1963,50.1474528117255,"gfdl","historic","precipitation"
"ROU",1964,65.3480089711998,"gfdl","historic","precipitation"
"ROU",1965,77.5797102431502,"gfdl","historic","precipitation"
"ROU",1966,62.2553203201692,"gfdl","historic","precipitation"
"ROU",1967,74.3344706348527,"gfdl","historic","precipitation"
"ROU",1968,104.721024902368,"gfdl","historic","precipitation"
"ROU",1969,48.2919905284815,"gfdl","historic","precipitation"
"ROU",1970,47.1336594751878,"gfdl","historic","precipitation"
"RUS",1961,74.2919660315066,"gfdl","historic","precipitation"
"RUS",1962,43.9259323617327,"gfdl","historic","precipitation"
"RUS",1963,44.6305656370947,"gfdl","historic","precipitation"
"RUS",1964,44.5966743750876,"gfdl","historic","precipitation"
"RUS",1965,51.9458218923139,"gfdl","historic","precipitation"
"RUS",1966,51.822474246291,"gfdl","historic","precipitation"
"RUS",1967,40.3771580538821,"gfdl","historic","precipitation"
"RUS",1968,55.9242064039102,"gfdl","historic","precipitation"
"RUS",1969,31.2648647489653,"gfdl","historic","precipitation"
"RUS",1970,33.9502514177694,"gfdl","historic","precipitation"
"RWA",1961,92.2683997028606,"gfdl","historic","precipitation"
"RWA",1962,93.4283081889097,"gfdl","historic","precipitation"
"RWA",1963,82.1173795796579,"gfdl","historic","precipitation"
"RWA",1964,129.768928014343,"gfdl","historic","precipitation"
"RWA",1965,107.879359376259,"gfdl","historic","precipitation"
"RWA",1966,81.5865083757452,"gfdl","historic","precipitation"
"RWA",1967,112.303731606026,"gfdl","historic","precipitation"
"RWA",1968,142.613682602381,"gfdl","historic","precipitation"
"RWA",1969,119.924446159156,"gfdl","historic","precipitation"
"RWA",1970,102.443633485403,"gfdl","historic","precipitation"
"SAU",1961,15.9328878015368,"gfdl","historic","precipitation"
"SAU",1962,5.43752772379813,"gfdl","historic","precipitation"
"SAU",1963,3.73931131804135,"gfdl","historic","precipitation"
"SAU",1964,0.992157520250287,"gfdl","historic","precipitation"
"SAU",1965,34.394413350566,"gfdl","historic","precipitation"
"SAU",1966,33.8603246098932,"gfdl","historic","precipitation"
"SAU",1967,2.13513405573155,"gfdl","historic","precipitation"
"SAU",1968,20.0053866487565,"gfdl","historic","precipitation"
"SAU",1969,4.84224147785206,"gfdl","historic","precipitation"
"SAU",1970,7.00624901407826,"gfdl","historic","precipitation"
"SCG",1961,62.0865226218015,"gfdl","historic","precipitation"
"SCG",1962,32.619662879336,"gfdl","historic","precipitation"
"SCG",1963,43.7373700239363,"gfdl","historic","precipitation"
"SCG",1964,60.3921269346363,"gfdl","historic","precipitation"
"SCG",1965,64.3232767631432,"gfdl","historic","precipitation"
"SCG",1966,67.0943096508831,"gfdl","historic","precipitation"
"SCG",1967,70.6419765389596,"gfdl","historic","precipitation"
"SCG",1968,89.9878706801068,"gfdl","historic","precipitation"
"SCG",1969,62.1761340575884,"gfdl","historic","precipitation"
"SCG",1970,76.5054814883596,"gfdl","historic","precipitation"
"SDN",1961,176.294085847836,"gfdl","historic","precipitation"
"SDN",1962,131.515933841347,"gfdl","historic","precipitation"
"SDN",1963,115.493881601209,"gfdl","historic","precipitation"
"SDN",1964,125.366022193244,"gfdl","historic","precipitation"
"SDN",1965,65.7336903893401,"gfdl","historic","precipitation"
"SDN",1966,156.520040457555,"gfdl","historic","precipitation"
"SDN",1967,118.42216102409,"gfdl","historic","precipitation"
"SDN",1968,121.699309634421,"gfdl","historic","precipitation"
"SDN",1969,159.733495556303,"gfdl","historic","precipitation"
"SDN",1970,162.757695006484,"gfdl","historic","precipitation"
"SEN",1961,173.780539161532,"gfdl","historic","precipitation"
"SEN",1962,190.565346016211,"gfdl","historic","precipitation"
"SEN",1963,184.357387084895,"gfdl","historic","precipitation"
"SEN",1964,182.823944612848,"gfdl","historic","precipitation"
"SEN",1965,160.213057712868,"gfdl","historic","precipitation"
"SEN",1966,181.028037984299,"gfdl","historic","precipitation"
"SEN",1967,193.420998412294,"gfdl","historic","precipitation"
"SEN",1968,173.18600536307,"gfdl","historic","precipitation"
"SEN",1969,149.408797025195,"gfdl","historic","precipitation"
"SEN",1970,106.682998878016,"gfdl","historic","precipitation"
"SLE",1961,416.706359945305,"gfdl","historic","precipitation"
"SLE",1962,402.937037363455,"gfdl","historic","precipitation"
"SLE",1963,406.738880298848,"gfdl","historic","precipitation"
"SLE",1964,482.490927380765,"gfdl","historic","precipitation"
"SLE",1965,400.330127327659,"gfdl","historic","precipitation"
"SLE",1966,431.101538602309,"gfdl","historic","precipitation"
"SLE",1967,396.306922971812,"gfdl","historic","precipitation"
"SLE",1968,504.896417888328,"gfdl","historic","precipitation"
"SLE",1969,429.290005675814,"gfdl","historic","precipitation"
"SLE",1970,431.793819718015,"gfdl","historic","precipitation"
"SLV",1961,191.91041598529,"gfdl","historic","precipitation"
"SLV",1962,312.7882959204,"gfdl","historic","precipitation"
"SLV",1963,540.759201232612,"gfdl","historic","precipitation"
"SLV",1964,420.514873454711,"gfdl","historic","precipitation"
"SLV",1965,53.6464502034253,"gfdl","historic","precipitation"
"SLV",1966,471.4746371037,"gfdl","historic","precipitation"
"SLV",1967,428.468008386883,"gfdl","historic","precipitation"
"SLV",1968,235.52948740474,"gfdl","historic","precipitation"
"SLV",1969,56.4150946864882,"gfdl","historic","precipitation"
"SLV",1970,51.3611018362683,"gfdl","historic","precipitation"
"SOM",1961,82.6893884270075,"gfdl","historic","precipitation"
"SOM",1962,23.236929889354,"gfdl","historic","precipitation"
"SOM",1963,34.0814262003228,"gfdl","historic","precipitation"
"SOM",1964,30.5780404163198,"gfdl","historic","precipitation"
"SOM",1965,36.2422022560391,"gfdl","historic","precipitation"
"SOM",1966,53.3516396463192,"gfdl","historic","precipitation"
"SOM",1967,23.7996737283782,"gfdl","historic","precipitation"
"SOM",1968,31.8066705738052,"gfdl","historic","precipitation"
"SOM",1969,84.0713757572699,"gfdl","historic","precipitation"
"SOM",1970,43.1651969125775,"gfdl","historic","precipitation"
"SUR",1961,"gfdl","historic","precipitation"
"SUR",1962,"gfdl","historic","precipitation"
"SUR",1963,"gfdl","historic","precipitation"
"SUR",1964,"gfdl","historic","precipitation"
"SUR",1965,"gfdl","historic","precipitation"
"SUR",1966,"gfdl","historic","precipitation"
"SUR",1967,"gfdl","historic","precipitation"
"SUR",1968,"gfdl","historic","precipitation"
"SUR",1969,"gfdl","historic","precipitation"
"SUR",1970,"gfdl","historic","precipitation"
"SVN",1961,113.87908746439,"gfdl","historic","precipitation"
"SVN",1962,100.262096570059,"gfdl","historic","precipitation"
"SVN",1963,91.674692568569,"gfdl","historic","precipitation"
"SVN",1964,140.008666489532,"gfdl","historic","precipitation"
"SVN",1965,120.429427431915,"gfdl","historic","precipitation"
"SVN",1966,122.846737527386,"gfdl","historic","precipitation"
"SVN",1967,90.7176280554201,"gfdl","historic","precipitation"
"SVN",1968,86.8380575166103,"gfdl","historic","precipitation"
"SVN",1969,124.458673167747,"gfdl","historic","precipitation"
"SVN",1970,123.350847154228,"gfdl","historic","precipitation"
"SWZ",1961,123.822912914553,"gfdl","historic","precipitation"
"SWZ",1962,125.133716250015,"gfdl","historic","precipitation"
"SWZ",1963,113.694437882968,"gfdl","historic","precipitation"
"SWZ",1964,128.70951146824,"gfdl","historic","precipitation"
"SWZ",1965,90.9354217458524,"gfdl","historic","precipitation"
"SWZ",1966,110.883306705729,"gfdl","historic","precipitation"
"SWZ",1967,99.693104961142,"gfdl","historic","precipitation"
"SWZ",1968,90.5350032209812,"gfdl","historic","precipitation"
"SWZ",1969,96.504633769215,"gfdl","historic","precipitation"
"SWZ",1970,130.143338213966,"gfdl","historic","precipitation"
"SYR",1961,12.6549057693928,"gfdl","historic","precipitation"
"SYR",1962,4.78778546770809,"gfdl","historic","precipitation"
"SYR",1963,6.21776671202094,"gfdl","historic","precipitation"
"SYR",1964,12.0859625464163,"gfdl","historic","precipitation"
"SYR",1965,10.5780395361144,"gfdl","historic","precipitation"
"SYR",1966,22.3027099381326,"gfdl","historic","precipitation"
"SYR",1967,8.0274057379293,"gfdl","historic","precipitation"
"SYR",1968,9.2411570555938,"gfdl","historic","precipitation"
"SYR",1969,4.95276137584117,"gfdl","historic","precipitation"
"SYR",1970,9.24839278862062,"gfdl","historic","precipitation"
"TCD",1961,172.569535336453,"gfdl","historic","precipitation"
"TCD",1962,113.0255671239,"gfdl","historic","precipitation"
"TCD",1963,136.841399859685,"gfdl","historic","precipitation"
"TCD",1964,142.598712959207,"gfdl","historic","precipitation"
"TCD",1965,90.0918984102455,"gfdl","historic","precipitation"
"TCD",1966,187.666967821404,"gfdl","historic","precipitation"
"TCD",1967,133.230619014739,"gfdl","historic","precipitation"
"TCD",1968,155.797321706211,"gfdl","historic","precipitation"
"TCD",1969,129.052600308972,"gfdl","historic","precipitation"
"TCD",1970,201.994386073133,"gfdl","historic","precipitation"
"TGO",1961,93.3940958143632,"gfdl","historic","precipitation"
"TGO",1962,127.073177201228,"gfdl","historic","precipitation"
"TGO",1963,128.356140549697,"gfdl","historic","precipitation"
"TGO",1964,169.178216582423,"gfdl","historic","precipitation"
"TGO",1965,132.716478898248,"gfdl","historic","precipitation"
"TGO",1966,128.945516432897,"gfdl","historic","precipitation"
"TGO",1967,137.127693006698,"gfdl","historic","precipitation"
"TGO",1968,168.516446271395,"gfdl","historic","precipitation"
"TGO",1969,162.463973373891,"gfdl","historic","precipitation"
"TGO",1970,153.457326584833,"gfdl","historic","precipitation"
"THA",1961,174.121951612658,"gfdl","historic","precipitation"
"THA",1962,151.381779447524,"gfdl","historic","precipitation"
"THA",1963,211.820269442019,"gfdl","historic","precipitation"
"THA",1964,214.705216249321,"gfdl","historic","precipitation"
"THA",1965,229.8263803153,"gfdl","historic","precipitation"
"THA",1966,157.210192629703,"gfdl","historic","precipitation"
"THA",1967,172.379217329223,"gfdl","historic","precipitation"
"THA",1968,193.843237405098,"gfdl","historic","precipitation"
"THA",1969,162.855624949535,"gfdl","historic","precipitation"
"THA",1970,200.465062954846,"gfdl","historic","precipitation"
"TJK",1961,26.2112840182276,"gfdl","historic","precipitation"
"TJK",1962,6.2636904451665,"gfdl","historic","precipitation"
"TJK",1963,8.34390573095334,"gfdl","historic","precipitation"
"TJK",1964,5.95670507300383,"gfdl","historic","precipitation"
"TJK",1965,31.9741194616654,"gfdl","historic","precipitation"
"TJK",1966,23.5996846968192,"gfdl","historic","precipitation"
"TJK",1967,5.73061693688715,"gfdl","historic","precipitation"
"TJK",1968,15.857797327044,"gfdl","historic","precipitation"
"TJK",1969,17.8523372883319,"gfdl","historic","precipitation"
"TJK",1970,7.9270188866758,"gfdl","historic","precipitation"
"TKM",1961,9.1301630174095,"gfdl","historic","precipitation"
"TKM",1962,0.290809253999299,"gfdl","historic","precipitation"
"TKM",1963,0.742144287279412,"gfdl","historic","precipitation"
"TKM",1964,2.93664925209538,"gfdl","historic","precipitation"
"TKM",1965,2.80202683799589,"gfdl","historic","precipitation"
"TKM",1966,6.01074782678891,"gfdl","historic","precipitation"
"TKM",1967,1.18766880901244,"gfdl","historic","precipitation"
"TKM",1968,0.617466151132526,"gfdl","historic","precipitation"
"TKM",1969,7.81245877472279,"gfdl","historic","precipitation"
"TKM",1970,0.778130823486408,"gfdl","historic","precipitation"
"TLS",1961,169.105786218886,"gfdl","historic","precipitation"
"TLS",1962,190.936657766403,"gfdl","historic","precipitation"
"TLS",1963,419.741321478967,"gfdl","historic","precipitation"
"TLS",1964,141.603199265248,"gfdl","historic","precipitation"
"TLS",1965,236.220028836594,"gfdl","historic","precipitation"
"TLS",1966,162.679062137265,"gfdl","historic","precipitation"
"TLS",1967,369.074677628619,"gfdl","historic","precipitation"
"TLS",1968,196.256708324721,"gfdl","historic","precipitation"
"TLS",1969,215.966775132151,"gfdl","historic","precipitation"
"TLS",1970,142.091096314541,"gfdl","historic","precipitation"
"TTO",1961,376.041309710983,"gfdl","historic","precipitation"
"TTO",1962,199.50826869221,"gfdl","historic","precipitation"
"TTO",1963,330.624035978517,"gfdl","historic","precipitation"
"TTO",1964,291.202305269932,"gfdl","historic","precipitation"
"TTO",1965,155.652748492988,"gfdl","historic","precipitation"
"TTO",1966,188.285958344749,"gfdl","historic","precipitation"
"TTO",1967,256.000407400801,"gfdl","historic","precipitation"
"TTO",1968,179.552314696731,"gfdl","historic","precipitation"
"TTO",1969,197.018494677957,"gfdl","historic","precipitation"
"TTO",1970,120.321404355463,"gfdl","historic","precipitation"
"TUR",1961,41.5134153223224,"gfdl","historic","precipitation"
"TUR",1962,20.4867082687049,"gfdl","historic","precipitation"
"TUR",1963,27.2331215864013,"gfdl","historic","precipitation"
"TUR",1964,16.5810517115768,"gfdl","historic","precipitation"
"TUR",1965,37.0223123061127,"gfdl","historic","precipitation"
"TUR",1966,31.1969772693661,"gfdl","historic","precipitation"
"TUR",1967,19.9539441167346,"gfdl","historic","precipitation"
"TUR",1968,43.1871568632642,"gfdl","historic","precipitation"
"TUR",1969,24.2217479728799,"gfdl","historic","precipitation"
"TUR",1970,39.9316404868623,"gfdl","historic","precipitation"
"TZA",1961,84.4631128688498,"gfdl","historic","precipitation"
"TZA",1962,112.604347826013,"gfdl","historic","precipitation"
"TZA",1963,120.985374807479,"gfdl","historic","precipitation"
"TZA",1964,109.082036498706,"gfdl","historic","precipitation"
"TZA",1965,118.731973461437,"gfdl","historic","precipitation"
"TZA",1966,82.0035774101116,"gfdl","historic","precipitation"
"TZA",1967,161.064967361954,"gfdl","historic","precipitation"
"TZA",1968,101.681154241674,"gfdl","historic","precipitation"
"TZA",1969,100.03901027026,"gfdl","historic","precipitation"
"TZA",1970,87.7831659283168,"gfdl","historic","precipitation"
"UGA",1961,202.500297354426,"gfdl","historic","precipitation"
"UGA",1962,82.6196169801543,"gfdl","historic","precipitation"
"UGA",1963,45.4098064784318,"gfdl","historic","precipitation"
"UGA",1964,98.2263121670841,"gfdl","historic","precipitation"
"UGA",1965,9.72868350578631,"gfdl","historic","precipitation"
"UGA",1966,107.940441670777,"gfdl","historic","precipitation"
"UGA",1967,54.9221868557139,"gfdl","historic","precipitation"
"UGA",1968,83.4397611676821,"gfdl","historic","precipitation"
"UGA",1969,196.010427144412,"gfdl","historic","precipitation"
"UGA",1970,76.1915337848642,"gfdl","historic","precipitation"
"UKR",1961,87.8053673310589,"gfdl","historic","precipitation"
"UKR",1962,40.4006422843457,"gfdl","historic","precipitation"
"UKR",1963,58.5970429669246,"gfdl","historic","precipitation"
"UKR",1964,66.1628272725543,"gfdl","historic","precipitation"
"UKR",1965,56.5091046345433,"gfdl","historic","precipitation"
"UKR",1966,40.2871691200108,"gfdl","historic","precipitation"
"UKR",1967,59.0596127658547,"gfdl","historic","precipitation"
"UKR",1968,70.9474585754278,"gfdl","historic","precipitation"
"UKR",1969,44.4447038220301,"gfdl","historic","precipitation"
"UKR",1970,44.7859063251821,"gfdl","historic","precipitation"
"URY",1961,147.732516147662,"gfdl","historic","precipitation"
"URY",1962,113.03502922067,"gfdl","historic","precipitation"
"URY",1963,92.4666572975143,"gfdl","historic","precipitation"
"URY",1964,101.648312732067,"gfdl","historic","precipitation"
"URY",1965,117.398609277893,"gfdl","historic","precipitation"
"URY",1966,122.274977736978,"gfdl","historic","precipitation"
"URY",1967,86.7881170201304,"gfdl","historic","precipitation"
"URY",1968,97.1804441461925,"gfdl","historic","precipitation"
"URY",1969,82.7407489209342,"gfdl","historic","precipitation"
"URY",1970,103.539941320325,"gfdl","historic","precipitation"
"USA",1961,93.4444254334699,"gfdl","historic","precipitation"
"USA",1962,80.4193962277577,"gfdl","historic","precipitation"
"USA",1963,79.0870040215596,"gfdl","historic","precipitation"
"USA",1964,87.4698701429383,"gfdl","historic","precipitation"
"USA",1965,95.8685361004676,"gfdl","historic","precipitation"
"USA",1966,107.54207303079,"gfdl","historic","precipitation"
"USA",1967,96.1108050654432,"gfdl","historic","precipitation"
"USA",1968,93.3262890354755,"gfdl","historic","precipitation"
"USA",1969,87.8260084227938,"gfdl","historic","precipitation"
"USA",1970,98.1065716689898,"gfdl","historic","precipitation"
"UZB",1961,19.7131122306357,"gfdl","historic","precipitation"
"UZB",1962,2.35959378581173,"gfdl","historic","precipitation"
"UZB",1963,4.4947029186446,"gfdl","historic","precipitation"
"UZB",1964,5.07867501139544,"gfdl","historic","precipitation"
"UZB",1965,19.4218007002884,"gfdl","historic","precipitation"
"UZB",1966,17.5146849128912,"gfdl","historic","precipitation"
"UZB",1967,2.08070655520076,"gfdl","historic","precipitation"
"UZB",1968,4.53473999197792,"gfdl","historic","precipitation"
"UZB",1969,14.3187069015704,"gfdl","historic","precipitation"
"UZB",1970,3.65881836660818,"gfdl","historic","precipitation"
"VEN",1961,473.038503349165,"gfdl","historic","precipitation"
"VEN",1962,163.886171429222,"gfdl","historic","precipitation"
"VEN",1963,169.744999908418,"gfdl","historic","precipitation"
"VEN",1964,231.966871898153,"gfdl","historic","precipitation"
"VEN",1965,64.9911378787802,"gfdl","historic","precipitation"
"VEN",1966,118.470490301592,"gfdl","historic","precipitation"
"VEN",1967,171.695526054812,"gfdl","historic","precipitation"
"VEN",1968,124.176046726161,"gfdl","historic","precipitation"
"VEN",1969,96.1465986439735,"gfdl","historic","precipitation"
"VEN",1970,95.8295178610547,"gfdl","historic","precipitation"
"VNM",1961,175.89791812934,"gfdl","historic","precipitation"
"VNM",1962,269.722461083438,"gfdl","historic","precipitation"
"VNM",1963,124.396527005592,"gfdl","historic","precipitation"
"VNM",1964,207.273997849552,"gfdl","historic","precipitation"
"VNM",1965,210.814392892644,"gfdl","historic","precipitation"
"VNM",1966,144.390419387491,"gfdl","historic","precipitation"
"VNM",1967,167.728467730922,"gfdl","historic","precipitation"
"VNM",1968,151.178500213427,"gfdl","historic","precipitation"
"VNM",1969,175.75129569741,"gfdl","historic","precipitation"
"VNM",1970,139.174839237967,"gfdl","historic","precipitation"
"YEM",1961,"gfdl","historic","precipitation"
"YEM",1962,"gfdl","historic","precipitation"
"YEM",1963,"gfdl","historic","precipitation"
"YEM",1964,"gfdl","historic","precipitation"
"YEM",1965,"gfdl","historic","precipitation"
"YEM",1966,"gfdl","historic","precipitation"
"YEM",1967,"gfdl","historic","precipitation"
"YEM",1968,"gfdl","historic","precipitation"
"YEM",1969,"gfdl","historic","precipitation"
"YEM",1970,"gfdl","historic","precipitation"
"ZAF",1961,67.4569424602744,"gfdl","historic","precipitation"
"ZAF",1962,80.5744022488032,"gfdl","historic","precipitation"
"ZAF",1963,74.8457497308538,"gfdl","historic","precipitation"
"ZAF",1964,71.1186112153284,"gfdl","historic","precipitation"
"ZAF",1965,66.7002467602638,"gfdl","historic","precipitation"
"ZAF",1966,69.9983416728063,"gfdl","historic","precipitation"
"ZAF",1967,64.2447142849536,"gfdl","historic","precipitation"
"ZAF",1968,66.2341287152082,"gfdl","historic","precipitation"
"ZAF",1969,58.9064218798789,"gfdl","historic","precipitation"
"ZAF",1970,81.8910223787146,"gfdl","historic","precipitation"
"ZMB",1961,141.245819730996,"gfdl","historic","precipitation"
"ZMB",1962,120.046567577631,"gfdl","historic","precipitation"
"ZMB",1963,127.238994439666,"gfdl","historic","precipitation"
"ZMB",1964,122.025349352023,"gfdl","historic","precipitation"
"ZMB",1965,137.293301071611,"gfdl","historic","precipitation"
"ZMB",1966,129.532119805995,"gfdl","historic","precipitation"
"ZMB",1967,118.432986274988,"gfdl","historic","precipitation"
"ZMB",1968,134.526353946855,"gfdl","historic","precipitation"
"ZMB",1969,121.234056704036,"gfdl","historic","precipitation"
"ZMB",1970,154.036453838481,"gfdl","historic","precipitation"
"ZWE",1961,108.436565159261,"gfdl","historic","precipitation"
"ZWE",1962,111.064501479108,"gfdl","historic","precipitation"
"ZWE",1963,111.266729873799,"gfdl","historic","precipitation"
"ZWE",1964,117.310765412705,"gfdl","historic","precipitation"
"ZWE",1965,105.192998874107,"gfdl","historic","precipitation"
"ZWE",1966,145.730320376611,"gfdl","historic","precipitation"
"ZWE",1967,82.310495739687,"gfdl","historic","precipitation"
"ZWE",1968,108.411520428158,"gfdl","historic","precipitation"
"ZWE",1969,100.640970568961,"gfdl","historic","precipitation"
"ZWE",1970,123.256770302015,"gfdl","historic","precipitation"
"AGO",1971,165.423177428328,"gfdl","historic","precipitation"
"AGO",1972,123.95248615355,"gfdl","historic","precipitation"
"AGO",1973,172.769712582545,"gfdl","historic","precipitation"
"AGO",1974,150.476823679197,"gfdl","historic","precipitation"
"AGO",1975,180.159009979211,"gfdl","historic","precipitation"
"AGO",1976,182.985750821443,"gfdl","historic","precipitation"
"AGO",1977,183.360786781232,"gfdl","historic","precipitation"
"AGO",1978,168.652193145822,"gfdl","historic","precipitation"
"AGO",1979,178.854411168689,"gfdl","historic","precipitation"
"AGO",1980,161.901269393044,"gfdl","historic","precipitation"
"ALB",1971,45.8917988064118,"gfdl","historic","precipitation"
"ALB",1972,68.7544636459781,"gfdl","historic","precipitation"
"ALB",1973,59.1357344566987,"gfdl","historic","precipitation"
"ALB",1974,48.6423267391644,"gfdl","historic","precipitation"
"ALB",1975,34.5551760497639,"gfdl","historic","precipitation"
"ALB",1976,67.0876977285499,"gfdl","historic","precipitation"
"ALB",1977,66.385768484034,"gfdl","historic","precipitation"
"ALB",1978,89.7160083539693,"gfdl","historic","precipitation"
"ALB",1979,68.6402387097734,"gfdl","historic","precipitation"
"ALB",1980,60.4549041618654,"gfdl","historic","precipitation"
"ARG",1971,117.679887151073,"gfdl","historic","precipitation"
"ARG",1972,102.942016542533,"gfdl","historic","precipitation"
"ARG",1973,96.9091195256117,"gfdl","historic","precipitation"
"ARG",1974,87.5003809070809,"gfdl","historic","precipitation"
"ARG",1975,104.992137930842,"gfdl","historic","precipitation"
"ARG",1976,82.8921884262135,"gfdl","historic","precipitation"
"ARG",1977,90.3128622490303,"gfdl","historic","precipitation"
"ARG",1978,123.819961291421,"gfdl","historic","precipitation"
"ARG",1979,89.3186687013961,"gfdl","historic","precipitation"
"ARG",1980,135.290560124461,"gfdl","historic","precipitation"
"ARM",1971,"gfdl","historic","precipitation"
"ARM",1972,"gfdl","historic","precipitation"
"ARM",1973,"gfdl","historic","precipitation"
"ARM",1974,"gfdl","historic","precipitation"
"ARM",1975,"gfdl","historic","precipitation"
"ARM",1976,"gfdl","historic","precipitation"
"ARM",1977,"gfdl","historic","precipitation"
"ARM",1978,"gfdl","historic","precipitation"
"ARM",1979,"gfdl","historic","precipitation"
"ARM",1980,"gfdl","historic","precipitation"
"AUS",1971,46.3786050214962,"gfdl","historic","precipitation"
"AUS",1972,53.8944602868366,"gfdl","historic","precipitation"
"AUS",1973,64.4975277944623,"gfdl","historic","precipitation"
"AUS",1974,43.7954739965201,"gfdl","historic","precipitation"
"AUS",1975,63.1909834282935,"gfdl","historic","precipitation"
"AUS",1976,78.5044093203186,"gfdl","historic","precipitation"
"AUS",1977,35.4401547015801,"gfdl","historic","precipitation"
"AUS",1978,30.2492709003257,"gfdl","historic","precipitation"
"AUS",1979,46.2841667619778,"gfdl","historic","precipitation"
"AUS",1980,47.7856688959998,"gfdl","historic","precipitation"
"AZE",1971,30.2035310814972,"gfdl","historic","precipitation"
"AZE",1972,31.3022145128343,"gfdl","historic","precipitation"
"AZE",1973,33.1665024074027,"gfdl","historic","precipitation"
"AZE",1974,28.7673760605685,"gfdl","historic","precipitation"
"AZE",1975,19.3089566857452,"gfdl","historic","precipitation"
"AZE",1976,31.5788170031738,"gfdl","historic","precipitation"
"AZE",1977,31.5716533048544,"gfdl","historic","precipitation"
"AZE",1978,30.4215970121732,"gfdl","historic","precipitation"
"AZE",1979,27.9908866532423,"gfdl","historic","precipitation"
"AZE",1980,35.1905050833011,"gfdl","historic","precipitation"
"BDI",1971,126.985881104203,"gfdl","historic","precipitation"
"BDI",1972,129.068739134815,"gfdl","historic","precipitation"
"BDI",1973,140.965355444604,"gfdl","historic","precipitation"
"BDI",1974,106.662844726532,"gfdl","historic","precipitation"
"BDI",1975,131.715098775142,"gfdl","historic","precipitation"
"BDI",1976,90.8074105695394,"gfdl","historic","precipitation"
"BDI",1977,170.206716694582,"gfdl","historic","precipitation"
"BDI",1978,161.000533406498,"gfdl","historic","precipitation"
"BDI",1979,178.716578420615,"gfdl","historic","precipitation"
"BDI",1980,156.779110522252,"gfdl","historic","precipitation"
"BEN",1971,167.682935230892,"gfdl","historic","precipitation"
"BEN",1972,128.488678261577,"gfdl","historic","precipitation"
"BEN",1973,103.649753712666,"gfdl","historic","precipitation"
"BEN",1974,159.634226056443,"gfdl","historic","precipitation"
"BEN",1975,150.415181947195,"gfdl","historic","precipitation"
"BEN",1976,106.512127305815,"gfdl","historic","precipitation"
"BEN",1977,137.737348989233,"gfdl","historic","precipitation"
