Id:14POPI01A,in:,0,az:,90,dip:,0,str:,0,m:,1.49,com:35_R,,,,,
,390PG,-1.83E-06,1.04E-06,3.81E-07,0,C1,20,,,,,,,,,
,510RH,-1.26E-06,7.68E-07,-1.18E-06,0,C1,21,,,,,,,,,
,510VH,-1.12E-06,4.89E-07,1.28E-06,0,C1,0,,,,,,,,,
,530RI,-1.03E-06,6.42E-07,-1.32E-06,0,C1,20,,,,,,,,,
,530VI,-6.99E-07,3.17E-07,1.50E-06,0,C1,20,,,,,,,,,
,480PI,-8.07E-07,4.40E-07,-2.77E-07,0,C1,0,,,,,,,,,
,530X+,1.26E-06,3.86E-07,5.73E-08,0,C1,24,,,,,,,,,
,530X-,-2.71E-06,5.10E-07,7.09E-08,0,C1,0,,,,,,,,,
,530Y+,-4.92E-07,-1.53E-06,9.75E-08,0,C1,0,,,,,,,,,
,530Y-,-8.31E-07,2.29E-06,2.37E-08,0,C1,22,,,,,,,,,
,530ZB,-8.35E-07,5.36E-07,-1.40E-06,0,C1,0,,,,,,,,,
,530LL,-8.46E-07,5.36E-07,-1.51E-06,0,C1,22,,,,,,,,,
,530QL,-6.35E-07,2.84E-07,1.44E-06,0,C1,21,,,,,,,,,
,540RJ,-7.49E-07,4.53E-07,-1.50E-06,0,C1,21,,,,,,,,,
,540VJ,-5.15E-07,1.96E-07,1.55E-06,0,C1,18,,,,,,,,,
,550RK,-6.08E-07,4.11E-07,-1.58E-06,0,C1,0,,,,,,,,,
,550VK,-3.77E-07,1.35E-07,1.61E-06,0,C1,21,,,,,,,,,
,530PK,-5.68E-07,3.84E-07,-1.31E-06,0,C1,19,,,,,,,,,
,560RL,-4.80E-07,3.53E-07,-1.65E-06,0,C1,0,,,,,,,,,
,560VL,-2.39E-07,7.59E-08,1.65E-06,0,C1,20,,,,,,,,,
,570RM,-3.77E-07,2.93E-07,-1.68E-06,0,C1,20,,,,,,,,,
,570VM,-1.27E-07,-2.15E-08,1.69E-06,0,C1,20,,,,,,,,,
,550PM,-3.60E-07,2.48E-07,-1.51E-06,0,C1,20,,,,,,,,,
,580RN,-2.89E-07,2.31E-07,-1.70E-06,0,C1,0,,,,,,,,,
,580VN,-3.25E-08,-8.18E-08,1.70E-06,0,C1,21,,,,,,,,,
,590RO,-2.19E-07,2.03E-07,-1.72E-06,0,C1,20,,,,,,,,,
,590VO,5.22E-08,-1.13E-07,1.72E-06,0,C1,0,,,,,,,,,Id:14POPI13A,in:,0,az:,90,dip:,0,str:,0,m:,1.06,com:35_R,,,,,
L:,-24.47,G:,-65.42,H:0000,T:2014,9,14,0,0,azm:,0,azs:,0,Or:A12_0_3_90,Fm:,||Li:ceramique|Loc:jujuy
,0N0,1.31E-05,1.77E-07,-1.20E-05,0,C1,36,,,,,,,,,
,150RA,1.03E-05,3.97E-08,-9.83E-06,0,C1,36,,,,,,,,,
,150VA,1.00E-05,4.65E-07,-9.46E-06,0,C1,37,,,,,,,,,
,240RB,7.82E-06,-2.03E-07,-7.58E-06,0,C1,39,,,,,,,,,
,240VB,7.57E-06,2.78E-07,-7.11E-06,0,C1,0,,,,,,,,,
,300RC,6.12E-06,8.49E-08,-6.07E-06,0,C1,40,,,,,,,,,
,300VC,6.02E-06,-1.99E-07,-5.40E-06,0,C1,38,,,,,,,,,
,150PC,5.96E-06,-5.39E-08,-5.52E-06,0,C1,38,,,,,,,,,
,350RD,4.93E-06,-3.45E-07,-4.88E-06,0,C1,37,,,,,,,,,
,350VD,4.94E-06,-9.06E-08,-4.27E-06,0,C1,0,,,,,,,,,
,390RE,4.07E-06,-2.20E-07,-4.16E-06,0,C1,37,,,,,,,,,
,390VE,4.05E-06,-3.21E-07,-3.32E-06,0,C1,38,,,,,,,,,
,300PE,3.99E-06,-3.85E-07,-3.72E-06,0,C1,0,,,,,,,,,Id:14POPI16A,in:,0,az:,90,dip:,0,str:,0,m:,0.82,com:35_R,,,,,
L:,-24.47,G:,-65.42,H:0000,T:2014,9,14,0,0,azm:,0,azs:,0,Or:A12_0_3_90,Fm:,||Li:ceramique|Loc:jujuy
,0D0,1.51E-06,-2.65E-06,-8.40E-07,0,C1,41,,,,,,,,,
,150RA,1.57E-06,-2.61E-06,-9.29E-07,0,C1,42,,,,,,,,,
,150VA,1.50E-06,-2.64E-06,-8.49E-07,0,C1,43,,,,,,,,,
,240RB,1.42E-06,-2.68E-06,-9.88E-07,0,C1,41,,,,,,,,,
,240VB,1.42E-06,-2.67E-06,-7.83E-07,0,C1,46,,,,,,,,,
,300RC,1.45E-06,-2.58E-06,-9.86E-07,0,C1,42,,,,,,,,,
,300VC,1.38E-06,-2.58E-06,-7.25E-07,0,C1,42,,,,,,,,,
,150PC,1.41E-06,-2.56E-06,-8.10E-07,0,C1,41,,,,,,,,,
,350RD,1.32E-06,-2.46E-06,-9.99E-07,0,C1,40,,,,,,,,,
,350VD,1.36E-06,-2.43E-06,-6.49E-07,0,C1,0,,,,,,,,,
,390RE,1.11E-06,-2.33E-06,-1.06E-06,0,C1,40,,,,,,,,,
,390VE,1.32E-06,-2.18E-06,-4.73E-07,0,C1,38,,,,,,,,,
,300PE,1.34E-06,-2.15E-06,-7.56E-07,0,C1,42,,,,,,,,,
,440RF,8.55E-07,-1.93E-06,-1.16E-06,0,C1,41,,,,,,,,,
,440VF,1.13E-06,-1.69E-06,-1.28E-07,0,C1,42,,,,,,,,,
,480RG,5.97E-07,-1.39E-06,-1.32E-06,0,C1,42,,,,,,,,,
,480VG,8.10E-07,-1.08E-06,4.18E-07,0,C1,42,,,,,,,,,
,390PG,7.75E-07,-1.14E-06,-1.84E-07,0,C1,0,,,,,,,,,
,510RH,2.73E-07,-9.32E-07,-1.46E-06,0,C1,41,,,,,,,,,
,510VH,5.71E-07,-5.24E-07,8.36E-07,0,C1,42,,,,,,,,,
,530RI,1.49E-07,-7.69E-07,-1.52E-06,0,C1,0,,,,,,,,,
,530VI,4.43E-07,-1.95E-07,1.22E-06,0,C1,42,,,,,,,,,
,480PI,1.89E-07,-5.18E-07,-4.96E-07,0,C1,0,,,,,,,,,
,530X+,2.02E-06,-6.13E-07,-3.35E-08,0,C1,0,,,,,,,,,
,530X-,-1.53E-06,-1.53E-07,-2.27E-07,0,C1,42,,,,,,,,,
,530Y+,4.83E-07,-2.29E-06,-4.08E-07,0,C1,0,,,,,,,,,
,530Y-,-1.67E-07,1.42E-06,1.31E-07,0,C1,43,,,,,,,,,
,530ZB,3.42E-08,-6.38E-07,-1.50E-06,0,C1,42,,,,,,,,,
,530LL,5.97E-08,-6.48E-07,-1.54E-06,0,C1,0,,,,,,,,,
,530QL,3.97E-07,-1.96E-07,1.17E-06,0,C1,0,,,,,,,,,
,540RJ,1.95E-08,-5.19E-07,-1.62E-06,0,C1,0,,,,,,,,,
,540VJ,3.52E-07,-7.25E-09,1.40E-06,0,C1,42,,,,,,,,,
,550RK,-8.96E-08,-4.96E-07,-1.64E-06,0,C1,0,,,,,,,,,
,550VK,3.23E-07,5.61E-08,1.47E-06,0,C1,41,,,,,,,,,
,530PK,-5.34E-08,-4.41E-07,-1.32E-06,0,C1,0,,,,,,,,,
,560RL,-1.26E-07,-3.97E-07,-1.67E-06,0,C1,0,,,,,,,,,
,560VL,2.69E-07,1.39E-07,1.59E-06,0,C1,42,,,,,,,,,Id:14POPI16B,in:,0,az:,90,dip:,0,str:,0,m:,0.93,com:35_R,,,,,
L:,-24.47,G:,-65.42,H:0000,T:2014,9,14,0,0,azm:,0,azs:,0,Or:A12_0_3_90,Fm:,||Li:ceramique|Loc:jujuy
,0D0,2.31E-06,-2.06E-06,-6.60E-07,0,C1,40,,,,,,,,,
,150RA,2.25E-06,-2.14E-06,-6.94E-07,1,C1,39,,,,,,,,,
,150VA,2.35E-06,-2.04E-06,-6.23E-07,0,C1,0,,,,,,,,,
,240RB,2.28E-06,-2.07E-06,-7.31E-07,0,C1,40,,,,,,,,,
,240VB,2.29E-06,-2.01E-06,-5.45E-07,0,C1,41,,,,,,,,,
,300RC,2.24E-06,-1.94E-06,-7.50E-07,0,C1,0,,,,,,,,,
,300VC,2.19E-06,-1.96E-06,-4.74E-07,0,C1,41,,,,,,,,,
,150PC,2.26E-06,-1.87E-06,-5.71E-07,0,C1,43,,,,,,,,,
,350RD,2.10E-06,-1.90E-06,-7.62E-07,0,C1,43,,,,,,,,,
,350VD,2.14E-06,-1.80E-06,-4.00E-07,0,C1,43,,,,,,,,,
,390RE,1.84E-06,-1.82E-06,-7.96E-07,0,C1,41,,,,,,,,,
,390VE,1.85E-06,-1.76E-06,-2.89E-07,0,C1,41,,,,,,,,,
,300PE,1.90E-06,-1.72E-06,-5.63E-07,0,C1,0,,,,,,,,,
,440RF,1.53E-06,-1.44E-06,-9.27E-07,0,C1,41,,,,,,,,,
,440VF,1.62E-06,-1.35E-06,-2.46E-08,0,C1,0,,,,,,,,,
,480RG,1.17E-06,-1.10E-06,-1.09E-06,0,C1,0,,,,,,,,,
,480VG,1.22E-06,-1.01E-06,3.32E-07,0,C1,41,,,,,,,,,
,390PG,1.15E-06,-1.09E-06,-2.36E-07,0,C1,41,,,,,,,,,
,510RH,7.68E-07,-7.24E-07,-1.24E-06,0,C1,41,,,,,,,,,
,510VH,7.77E-07,-6.33E-07,7.25E-07,0,C1,0,,,,,,,,,
,530RI,5.34E-07,-5.73E-07,-1.34E-06,0,C1,39,,,,,,,,,
,530VI,5.14E-07,-3.86E-07,1.08E-06,0,C1,39,,,,,,,,,
,480PI,4.66E-07,-4.59E-07,-3.84E-07,0,C1,42,,,,,,,,,
,530X+,2.30E-06,-5.66E-07,-2.34E-07,0,C1,0,,,,,,,,,
,530X-,-1.28E-06,-3.76E-07,-2.00E-08,0,C1,43,,,,,,,,,
,530Y+,8.03E-07,-2.16E-06,-2.44E-07,0,C1,42,,,,,,,,,
,530Y-,3.09E-07,1.29E-06,-3.73E-09,0,C1,0,,,,,,,,,
,530ZB,4.13E-07,-4.57E-07,-1.30E-06,0,C1,0,,,,,,,,,
,530LL,4.26E-07,-4.42E-07,-1.34E-06,0,C1,40,,,,,,,,,
,530QL,4.79E-07,-3.55E-07,9.96E-07,0,C1,41,,,,,,,,,
,540RJ,3.41E-07,-4.27E-07,-1.42E-06,0,C1,44,,,,,,,,,
,540VJ,4.09E-07,-2.80E-07,1.17E-06,0,C1,0,,,,,,,,,
,550RK,2.16E-07,-3.11E-07,-1.48E-06,0,C1,0,,,,,,,,,
,550VK,2.77E-07,-1.65E-07,1.32E-06,0,C1,40,,,,,,,,,
,530PK,2.16E-07,-2.87E-07,-1.11E-06,0,C1,41,,,,,,,,,
,560RL,1.17E-07,-2.03E-07,-1.54E-06,0,C1,44,,,,,,,,,
,560VL,1.76E-07,-7.05E-08,1.44E-06,0,C1,43,,,,,,,,,Id:14POPI19A,in:,0,az:,90,dip:,0,str:,0,m:,0.8,com:35_R,,,,,
L:,-24.47,G:,-65.42,H:0000,T:2014,9,14,0,0,azm:,0,azs:,0,Or:A12_0_3_90,Fm:,||Li:ceramique|Loc:jujuy
,0D0,-4.80E-07,-2.38E-07,9.94E-08,0,C1,18,,,,,,,,,
,150RA,-4.92E-07,-2.58E-07,5.75E-08,0,C1,20,,,,,,,,,
,150VA,-5.03E-07,-2.62E-07,1.48E-07,0,C1,20,,,,,,,,,
,240RB,-4.75E-07,-3.65E-07,4.80E-08,0,C1,21,,,,,,,,,
,240VB,-4.94E-07,-3.58E-07,2.82E-07,0,C1,21,,,,,,,,,
,300RC,-4.66E-07,-3.61E-07,2.45E-08,0,C1,21,,,,,,,,,
,300VC,-4.63E-07,-3.82E-07,3.69E-07,0,C1,21,,,,,,,,,
,150PC,-4.45E-07,-3.91E-07,2.81E-07,0,C1,21,,,,,,,,,
,350RD,-4.01E-07,-3.76E-07,-2.14E-08,0,C1,20,,,,,,,,,
,350VD,-4.00E-07,-3.96E-07,4.23E-07,0,C1,0,,,,,,,,,
,390RE,-3.54E-07,-3.56E-07,-6.77E-08,0,C1,20,,,,,,,,,
,390VE,-3.64E-07,-3.80E-07,4.75E-07,0,C1,21,,,,,,,,,
,300PE,-3.64E-07,-3.57E-07,1.33E-07,0,C1,22,,,,,,,,,
,440RF,-3.04E-07,-3.14E-07,-1.70E-07,0,C1,21,,,,,,,,,
,440VF,-3.05E-07,-3.76E-07,5.43E-07,0,C1,22,,,,,,,,,
,480RG,-2.47E-07,-2.52E-07,-2.97E-07,0,C1,21,,,,,,,,,
,480VG,-2.84E-07,-3.08E-07,6.31E-07,0,C1,21,,,,,,,,,
,390PG,-2.67E-07,-2.80E-07,7.93E-08,0,C1,21,,,,,,,,,
,510RH,-1.59E-07,-1.44E-07,-4.77E-07,0,C1,22,,,,,,,,,
,510VH,-1.93E-07,-2.58E-07,6.59E-07,0,C1,20,,,,,,,,,
,530RI,-1.16E-07,-8.75E-08,-5.71E-07,0,C1,23,,,,,,,,,
,530VI,-1.43E-07,-1.87E-07,7.62E-07,0,C1,0,,,,,,,,,
,480PI,-1.07E-07,-1.25E-07,-1.49E-07,0,C1,23,,,,,,,,,
,530X+,9.28E-07,-1.81E-07,1.42E-08,0,C1,0,,,,,,,,,
,530X-,-1.13E-06,-7.35E-08,1.56E-07,0,C1,21,,,,,,,,,
,530Y+,-1.01E-07,-1.14E-06,1.04E-07,0,C1,22,,,,,,,,,
,530Y-,-1.47E-07,8.66E-07,4.44E-08,0,C1,22,,,,,,,,,
,530ZB,-8.32E-08,-7.54E-08,-5.87E-07,0,C1,18,,,,,,,,,
,530LL,-8.57E-08,-7.52E-08,-6.44E-07,0,C1,20,,,,,,,,,
,530QL,-1.31E-07,-1.74E-07,7.22E-07,0,C1,21,,,,,,,,,
,540RJ,-3.97E-08,-1.72E-08,-7.09E-07,0,C1,22,,,,,,,,,
,540VJ,-9.51E-08,-1.50E-07,7.96E-07,0,C1,0,,,,,,,,,
,550RK,-2.16E-08,7.48E-10,-7.54E-07,0,C1,23,,,,,,,,,
,550VK,-8.48E-08,-1.13E-07,8.16E-07,0,C1,21,,,,,,,,,
,530PK,-3.15E-08,-1.36E-08,-5.38E-07,0,C1,0,,,,,,,,,
,560RL,1.13E-08,2.47E-08,-8.04E-07,0,C1,0,,,,,,,,,
,560VL,-6.28E-08,-8.69E-08,8.55E-07,0,C1,23,,,,,,,,,
,570RM,1.16E-08,4.31E-08,-8.34E-07,0,C1,0,,,,,,,,,
,570VM,-4.86E-08,-7.58E-08,8.69E-07,0,C1,20,,,,,,,,,
,550PM,1.61E-08,3.68E-08,-7.15E-07,0,C1,22,,,,,,,,,
,580RN,2.32E-08,3.43E-08,-8.34E-07,0,C1,23,,,,,,,,,
,580VN,-3.94E-08,-8.16E-08,8.65E-07,0,C1,0,,,,,,,,,
,590RO,1.07E-08,7.21E-08,-8.43E-07,0,C1,0,,,,,,,,,
,590VO,-4.32E-08,-8.38E-08,8.67E-07,0,C1,21,,,,,,,,,Id:14POPI19B,in:,0,az:,90,dip:,0,str:,0,m:,0.92,com:35_R,,,,,
L:,-24.47,G:,-65.42,H:0000,T:2014,9,14,0,0,azm:,0,azs:,0,Or:A12_0_3_90,Fm:,||Li:ceramique|Loc:jujuy
,0D0,-8.54E-07,-7.77E-07,3.61E-07,0,C1,21,,,,,,,,,
,150RA,-8.78E-07,-7.96E-07,3.15E-07,0,C1,23,,,,,,,,,
,150VA,-8.83E-07,-8.10E-07,4.23E-07,0,C1,26,,,,,,,,,
,240RB,-8.49E-07,-9.25E-07,3.25E-07,0,C1,25,,,,,,,,,
,240VB,-8.30E-07,-9.56E-07,5.89E-07,0,C1,0,,,,,,,,,
,300RC,-7.65E-07,-8.89E-07,2.42E-07,0,C1,25,,,,,,,,,
,300VC,-8.01E-07,-8.57E-07,6.81E-07,0,C1,27,,,,,,,,,
,150PC,-7.90E-07,-8.55E-07,5.79E-07,0,C1,25,,,,,,,,,
,350RD,-7.35E-07,-7.76E-07,1.82E-07,0,C1,27,,,,,,,,,
,350VD,-6.84E-07,-8.32E-07,7.20E-07,0,C1,27,,,,,,,,,
,390RE,-6.36E-07,-6.92E-07,7.31E-08,0,C1,27,,,,,,,,,
,390VE,-6.27E-07,-7.57E-07,7.50E-07,0,C1,28,,,,,,,,,
,300PE,-5.95E-07,-7.52E-07,3.18E-07,0,C1,26,,,,,,,,,
,440RF,-5.22E-07,-5.64E-07,-1.16E-07,0,C1,31,,,,,,,,,
,440VF,-4.88E-07,-6.90E-07,8.06E-07,0,C1,0,,,,,,,,,
,480RG,-4.17E-07,-3.25E-07,-3.72E-07,0,C1,25,,,,,,,,,
,480VG,-3.61E-07,-5.35E-07,8.74E-07,0,C1,25,,,,,,,,,
,390PG,-3.65E-07,-4.81E-07,1.77E-07,0,C1,25,,,,,,,,,
,510RH,-2.40E-07,-1.31E-07,-6.52E-07,0,C1,0,,,,,,,,,
,510VH,-2.16E-07,-3.73E-07,9.50E-07,0,C1,26,,,,,,,,,
,530RI,-1.72E-07,-2.17E-08,-8.04E-07,0,C1,26,,,,,,,,,
,530VI,-9.05E-08,-2.94E-07,1.04E-06,0,C1,25,,,,,,,,,
,480PI,-1.11E-07,-1.42E-07,-2.26E-07,0,C1,28,,,,,,,,,
,530X+,1.39E-06,-1.11E-07,2.23E-08,0,C1,24,,,,,,,,,
,530X-,-1.59E-06,-1.93E-07,1.82E-07,0,C1,29,,,,,,,,,
,530Y+,5.24E-10,-1.64E-06,2.13E-07,0,C1,29,,,,,,,,,
,530Y-,-2.15E-07,1.35E-06,-8.58E-09,0,C1,28,,,,,,,,,
,530ZB,-1.35E-07,3.71E-08,-8.34E-07,0,C1,0,,,,,,,,,
,530LL,-1.39E-07,3.71E-08,-8.93E-07,0,C1,24,,,,,,,,,
,530QL,-9.48E-08,-2.59E-07,9.92E-07,0,C1,0,,,,,,,,,
,540RJ,-1.21E-07,4.84E-08,-9.13E-07,0,C1,27,,,,,,,,,
,540VJ,-5.56E-08,-2.63E-07,1.05E-06,0,C1,27,,,,,,,,,
,550RK,-8.22E-08,1.05E-07,-9.81E-07,0,C1,24,,,,,,,,,
,550VK,-3.71E-08,-2.39E-07,1.08E-06,0,C1,28,,,,,,,,,
,530PK,-8.31E-08,7.36E-08,-7.97E-07,0,C1,27,,,,,,,,,
,560RL,-5.10E-08,1.48E-07,-1.04E-06,0,C1,27,,,,,,,,,
,560VL,3.70E-09,-2.20E-07,1.09E-06,0,C1,28,,,,,,,,,Id:14POPI24A,in:,0,az:,90,dip:,0,str:,0,m:,1.04,com:35_R,,,,,
L:,-24.47,G:,-65.42,H:0000,T:2014,9,14,0,0,azm:,0,azs:,0,Or:A12_0_3_90,Fm:,||Li:ceramique|Loc:jujuy
,0D0,2.88E-07,5.25E-07,1.55E-07,0,C1,12,,,,,,,,,
,150RA,2.33E-07,4.91E-07,1.13E-07,0,C1,12,,,,,,,,,
,150VA,2.36E-07,4.83E-07,1.45E-07,0,C1,12,,,,,,,,,
,240RB,2.12E-07,4.40E-07,8.25E-08,0,C1,12,,,,,,,,,
,240VB,2.15E-07,4.38E-07,1.51E-07,0,C1,12,,,,,,,,,
,300RC,1.79E-07,4.14E-07,5.00E-08,0,C1,12,,,,,,,,,
,300VC,2.03E-07,3.96E-07,1.65E-07,0,C1,11,,,,,,,,,
,150PC,1.81E-07,4.07E-07,1.25E-07,0,C1,12,,,,,,,,,
,350RD,2.28E-07,2.58E-07,-8.13E-09,0,C1,9,,,,,,,,,
,350VD,1.89E-07,1.72E-07,2.17E-07,0,C1,12,,,,,,,,,
,390RE,2.15E-07,2.11E-07,-3.64E-08,0,C1,14,,,,,,,,,
,390VE,1.68E-07,1.23E-07,2.37E-07,0,C1,12,,,,,,,,,
,300PE,1.70E-07,1.28E-07,1.17E-07,0,C1,12,,,,,,,,,
,440RF,1.94E-07,1.57E-07,-8.20E-08,0,C1,11,,,,,,,,,
,440VF,1.48E-07,5.28E-08,2.47E-07,0,C1,0,,,,,,,,,
,480RG,1.80E-07,1.03E-07,-1.30E-07,0,C1,12,,,,,,,,,
,480VG,1.32E-07,-1.97E-08,2.82E-07,0,C1,12,,,,,,,,,
,390PG,1.71E-07,7.21E-08,-1.18E-08,0,C1,12,,,,,,,,,
,510RH,1.65E-07,3.46E-08,-1.89E-07,0,C1,13,,,,,,,,,
,510VH,1.20E-07,-7.85E-08,2.93E-07,0,C1,12,,,,,,,,,
,530RI,1.56E-07,7.22E-09,-2.28E-07,0,C1,12,,,,,,,,,
,530VI,7.64E-08,-1.19E-07,3.41E-07,0,C1,12,,,,,,,,,
,480PI,1.58E-07,2.16E-08,-9.93E-08,0,C1,0,,,,,,,,,Id:14POPI24B,in:,0,az:,90,dip:,0,str:,0,m:,1.34,com:35_R,,,,,
L:,-24.47,G:,-65.42,H:0000,T:2014,9,14,0,0,azm:,0,azs:,0,Or:A12_0_3_90,Fm:,||Li:ceramique|Loc:jujuy
,0D0,2.17E-07,3.95E-07,1.50E-07,0,C1,16,,,,,,,,,
,150RA,2.05E-07,3.96E-07,1.30E-07,0,C1,13,,,,,,,,,
,150VA,2.07E-07,3.89E-07,1.73E-07,0,C1,15,,,,,,,,,
,240RB,1.89E-07,3.64E-07,1.06E-07,0,C1,13,,,,,,,,,
,240VB,1.93E-07,3.73E-07,1.98E-07,0,C1,13,,,,,,,,,
,300RC,1.83E-07,3.62E-07,7.33E-08,0,C1,13,,,,,,,,,
,300VC,2.02E-07,3.50E-07,2.09E-07,0,C1,15,,,,,,,,,
,150PC,1.93E-07,3.51E-07,1.63E-07,0,C1,15,,,,,,,,,
,350RD,1.67E-07,2.67E-07,2.45E-08,0,C1,14,,,,,,,,,
,350VD,2.00E-07,2.51E-07,2.53E-07,0,C1,13,,,,,,,,,
,390RE,1.74E-07,2.08E-07,-1.92E-08,0,C1,14,,,,,,,,,
,390VE,2.06E-07,1.82E-07,2.70E-07,0,C1,14,,,,,,,,,
,300PE,2.00E-07,1.91E-07,1.25E-07,0,C1,15,,,,,,,,,
,440RF,1.52E-07,1.62E-07,-4.46E-08,0,C1,14,,,,,,,,,
,440VF,1.93E-07,1.43E-07,2.92E-07,0,C1,0,,,,,,,,,
,480RG,1.40E-07,1.04E-07,-8.83E-08,0,C1,14,,,,,,,,,
,480VG,2.02E-07,7.97E-08,3.12E-07,0,C1,15,,,,,,,,,
,390PG,1.47E-07,1.14E-07,1.41E-08,0,C1,13,,,,,,,,,
,510RH,1.21E-07,3.23E-08,-1.49E-07,0,C1,0,,,,,,,,,
,510VH,1.95E-07,1.54E-08,3.45E-07,0,C1,12,,,,,,,,,
,530RI,1.05E-07,-1.48E-08,-1.92E-07,0,C1,15,,,,,,,,,
,530VI,1.87E-07,-3.60E-08,3.79E-07,0,C1,14,,,,,,,,,
,480PI,1.28E-07,-1.43E-08,-5.91E-08,0,C1,14,,,,,,,,,
,530X+,5.93E-07,-4.87E-08,9.27E-08,0,C1,14,,,,,,,,,
,530X-,-2.96E-07,-9.43E-09,8.31E-08,0,C1,14,,,,,,,,,
,530Y+,1.39E-07,-5.03E-07,7.43E-08,0,C1,14,,,,,,,,,
,530Y-,1.32E-07,4.34E-07,1.01E-07,0,C1,0,,,,,,,,,
,530ZB,9.57E-08,-2.56E-08,-2.05E-07,0,C1,0,,,,,,,,,
,530LL,8.38E-08,-1.92E-08,-2.12E-07,0,C1,0,,,,,,,,,
,530QL,1.80E-07,-4.77E-08,3.75E-07,0,C1,0,,,,,,,,,
,540RJ,7.82E-08,-4.17E-08,-2.45E-07,0,C1,14,,,,,,,,,
,540VJ,1.75E-07,-6.25E-08,3.86E-07,0,C1,14,,,,,,,,,
,550RK,5.68E-08,-5.34E-08,-2.66E-07,0,C1,13,,,,,,,,,
,550VK,1.61E-07,-7.80E-08,3.95E-07,0,C1,13,,,,,,,,,
,530PK,6.79E-08,-4.38E-08,-1.92E-07,0,C1,14,,,,,,,,,
,560RL,2.88E-08,-6.04E-08,-3.01E-07,0,C1,0,,,,,,,,,
,560VL,1.48E-07,-7.53E-08,3.96E-07,0,C1,0,,,,,,,,,
,570RM,1.33E-08,-6.76E-08,-3.22E-07,0,C1,13,,,,,,,,,
,570VM,1.35E-07,-7.24E-08,4.00E-07,0,C1,0,,,,,,,,,
,550PM,2.66E-08,-6.16E-08,-2.39E-07,0,C1,13,,,,,,,,,
,580RN,-2.28E-09,-7.02E-08,-3.43E-07,0,C1,0,,,,,,,,,
,580VN,1.22E-07,-7.48E-08,4.07E-07,0,C1,11,,,,,,,,,
,590RO,-2.99E-08,-6.46E-08,-3.64E-07,0,C1,0,,,,,,,,,
,590VO,1.17E-07,-5.46E-08,4.13E-07,0,C1,0,,,,,,,,,Id:14POPI27A,in:,0,az:,90,dip:,0,str:,0,m:,1.03,com:35_R,,,,,
L:,-24.47,G:,-65.42,H:0000,T:2014,9,14,0,0,azm:,0,azs:,0,Or:A12_0_3_90,Fm:,||Li:ceramique|Loc:jujuy
,0D0,-3.79E-07,-4.00E-06,-1.29E-06,0,C1,53,,,,,,,,,
,150RA,-4.16E-07,-4.01E-06,-1.38E-06,0,C1,56,,,,,,,,,
,150VA,-2.31E-07,-4.04E-06,-1.26E-06,0,C1,57,,,,,,,,,
,240RB,-2.48E-07,-4.02E-06,-1.45E-06,0,C1,57,,,,,,,,,
,240VB,-4.52E-07,-3.99E-06,-1.22E-06,0,C1,62,,,,,,,,,
,300RC,-4.18E-07,-3.98E-06,-1.42E-06,0,C1,60,,,,,,,,,
,300VC,-4.31E-07,-3.95E-06,-1.12E-06,0,C1,57,,,,,,,,,
,150PC,-3.76E-07,-3.93E-06,-1.27E-06,0,C1,59,,,,,,,,,
,350RD,-3.28E-07,-3.81E-06,-1.45E-06,0,C1,57,,,,,,,,,
,350VD,-3.95E-07,-3.81E-06,-1.07E-06,0,C1,62,,,,,,,,,
,390RE,-3.09E-07,-3.62E-06,-1.47E-06,0,C1,57,,,,,,,,,
,390VE,-4.84E-07,-3.59E-06,-8.95E-07,0,C1,58,,,,,,,,,
,300PE,-1.56E-07,-3.61E-06,-1.18E-06,0,C1,57,,,,,,,,,
,440RF,-2.15E-07,-3.12E-06,-1.54E-06,0,C1,61,,,,,,,,,
,440VF,-3.69E-07,-3.08E-06,-5.57E-07,0,C1,58,,,,,,,,,
,480RG,-1.32E-07,-2.43E-06,-1.66E-06,0,C1,57,,,,,,,,,
,480VG,-2.26E-07,-2.30E-06,8.08E-08,0,C1,62,,,,,,,,,
,390PG,-2.96E-07,-2.31E-06,-5.04E-07,0,C1,57,,,,,,,,,
,510RH,-8.49E-08,-1.68E-06,-1.71E-06,0,C1,57,,,,,,,,,
,510VH,-2.03E-07,-1.56E-06,5.18E-07,0,C1,0,,,,,,,,,
,530RI,-9.36E-09,-1.50E-06,-1.72E-06,0,C1,58,,,,,,,,,
,530VI,-2.77E-07,-1.11E-06,9.51E-07,0,C1,57,,,,,,,,,
,480PI,-1.44E-07,-1.14E-06,-6.61E-07,0,C1,57,,,,,,,,,
,530X+,2.27E-06,-1.14E-06,-5.94E-07,0,C1,0,,,,,,,,,
,530X-,-2.35E-06,-1.17E-06,-1.25E-07,0,C1,56,,,,,,,,,
,530Y+,6.90E-08,-3.76E-06,-5.63E-07,0,C1,57,,,,,,,,,
,530Y-,2.48E-08,1.34E-06,-1.75E-07,0,C1,58,,,,,,,,,
,530ZB,3.48E-08,-1.19E-06,-1.71E-06,0,C1,55,,,,,,,,,
,530LL,3.72E-08,-1.19E-06,-1.75E-06,0,C1,57,,,,,,,,,
,530QL,-2.40E-07,-1.03E-06,8.90E-07,0,C1,54,,,,,,,,,
,540RJ,9.86E-08,-9.22E-07,-1.80E-06,0,C1,0,,,,,,,,,
,540VJ,-2.28E-07,-6.94E-07,1.23E-06,0,C1,56,,,,,,,,,
