#EXPORTTYPE:                 ,DATA ALL                                 ,,,
#FILE:                       ,Be-Al-Sc-Zr-VIM-1400.ngb-ds3              ,,,
#FORMAT:                     ,NETZSCH5                                 ,,,
#FTYPE:                      ,ANSI                                     ,,,
#IDENTITY:                   ,Be-Al-Sc-Zr-VIM-1400                      ,,,
#DECIMAL:                    ,POINT                                    ,,,
#SEPARATOR:                  ,COMMA                                    ,,,
#MTYPE:                      ,DSC                                      ,,,
#INSTRUMENT:                 ,NETZSCH STA 449F3                        ,,,
#PROJECT:                    ,ATF                                      ,,,
#DATE/TIME:                  ,2018/6/4 16:56:56 (UTC+8)                ,,,
#CORR. FILE:                 ,baseline-1500-10kmin 2018-5-22 .ngb-bs3,,,
#TEMPCAL:                    ,575_STA449F3_SIC_69_S_A20193_Tcal.ngb-ts3,,,
#SENSITIVITY:                ,575_STA449F3_SIC_69_S_A20193_Scal.ngb-es3,,,
#LABORATORY:                 ,ATF                                      ,,,
#OPERATOR:                   ,zy                                       ,,,
#REMARK:                     ,                                         ,,,
#SAMPLE:                     ,Be-Al-Sc-Zr-AM-1400                      ,,,
#SAMPLE MASS /mg:            ,36.4,,,
#MATERIAL:                   ,                                     ,,,
#REFERENCE:                  ,Al2O3                                    ,,,
#REFERENCE MASS /mg:         ,0,,,
#TYPE OF CRUCIBLE:           ,DSC/TG pan Al2O3                         ,,,
#SAMPLE CRUCIBLE MASS /mg:   ,0,,,
#REFERENCE CRUCIBLE MASS /mg:,0,,,
#PROTECTIVE GAS:             ,ARGON                                    ,,,
#FLOW RATE /(ml/min):        ,40,,,
#PURGE GAS 1:                ,<not defined>                            ,,,
#FLOW RATE 1:                ,                                         ,,,
#PURGE GAS 2:                ,ARGON                                    ,,,
#FLOW RATE 2 /(ml/min):      ,40,,,
#DSC RANGE /V:              ,5000,,,
#TG RANGE /mg:               ,35000,,,
#TAU-R:                      ,---                                      ,,,
#CORR. CODE:                 ,20,,,
#EXO:                        ,-1,,,
#RANGE:                      ,40/10.0(K/min)/1400C                  ,,,
#SEGMENT:                    ,S1/1                                     ,,,
#SEG. 1:                     ,40C/10.0(K/min)/1400C                  ,,,
,,,,
##Temp./C,Time/min,DSC/(mW/mg),Mass/%,Sensit./(uV/mW)
307.991,26.82043,0.56641,100.11649,0.76862
308.491,26.87055,0.56642,100.11615,0.76809
308.991,26.92063,0.56613,100.11265,0.76756
309.491,26.97068,0.56616,100.11908,0.76703
309.991,27.02072,0.56567,100.1161,0.76651
310.491,27.07073,0.56571,100.11128,0.76598
310.991,27.12075,0.56556,100.11347,0.76545
311.491,27.17082,0.56547,100.11065,0.76493
311.991,27.22095,0.56536,100.10794,0.76441
312.491,27.27111,0.56531,100.11208,0.76388
312.991,27.32131,0.5654,100.12072,0.76336
313.491,27.37149,0.5653,100.12019,0.76283
313.991,27.42161,0.5652,100.11552,0.76231
314.491,27.47165,0.56531,100.11317,0.76179
314.991,27.52165,0.56499,100.11289,0.76127
315.491,27.57158,0.56465,100.11665,0.76075
315.991,27.6215,0.56459,100.1215,0.76022
316.491,27.67143,0.56462,100.12255,0.7597
316.991,27.72135,0.56447,100.12253,0.75918
317.491,27.77135,0.5646,100.12198,0.75866
317.991,27.82141,0.56458,100.12793,0.75814
318.491,27.8715,0.56439,100.13173,0.75763
318.991,27.92165,0.56425,100.13015,0.75711
319.491,27.97179,0.56432,100.12204,0.75659
319.991,28.02192,0.5642,100.12164,0.75607
320.491,28.07206,0.564,100.13012,0.75556
320.991,28.12214,0.56404,100.1267,0.75504
321.491,28.17218,0.56355,100.12847,0.75452
321.991,28.22221,0.56377,100.13852,0.75401
322.491,28.2722,0.5637,100.14149,0.75349
322.991,28.32225,0.56351,100.14176,0.75298
323.491,28.37236,0.56361,100.14047,0.75247
323.991,28.42249,0.56316,100.13415,0.75195
324.491,28.47266,0.56315,100.12689,0.75144
324.991,28.52281,0.56332,100.12468,0.75093
325.491,28.57288,0.56309,100.12738,0.75041
325.991,28.62296,0.56305,100.12913,0.7499
326.491,28.67302,0.563,100.12902,0.74939
326.991,28.72308,0.56305,100.13169,0.74888
327.491,28.77317,0.56292,100.13656,0.74837
327.991,28.82325,0.56263,100.13256,0.74786
328.491,28.87334,0.56271,100.13756,0.74735
328.991,28.92343,0.56262,100.13763,0.74684
329.491,28.97356,0.56264,100.13446,0.74634
329.991,29.02372,0.56209,100.12904,0.74583
330.491,29.07385,0.5622,100.13014,0.74532
330.991,29.1239,0.56189,100.12052,0.74481
331.491,29.17389,0.56208,100.11958,0.74431
331.991,29.22381,0.56192,100.12263,0.7438
332.491,29.27371,0.56173,100.12331,0.7433
332.991,29.32368,0.56187,100.11968,0.74279
333.491,29.37372,0.56161,100.12307,0.74229
333.991,29.4238,0.56171,100.12669,0.74178
334.491,29.47389,0.56159,100.1335,0.74128
334.991,29.52395,0.56135,100.13748,0.74078
335.491,29.57401,0.56168,100.1348,0.74027
335.991,29.6241,0.5611,100.13203,0.73977
336.491,29.67422,0.56111,100.13537,0.73927
336.991,29.72438,0.56099,100.14535,0.73877
337.491,29.77452,0.56099,100.14184,0.73827
337.991,29.8246,0.56101,100.13416,0.73777
338.491,29.87465,0.561,100.13433,0.73727
338.991,29.92469,0.5605,100.13584,0.73677
339.491,29.97474,0.56092,100.13626,0.73627
339.991,30.02485,0.56068,100.13944,0.73577
340.491,30.07497,0.56073,100.14043,0.73528
340.991,30.12508,0.56056,100.13173,0.73478
341.491,30.17516,0.56027,100.13033,0.73428
341.991,30.22523,0.56055,100.13173,0.73379
342.491,30.27529,0.56051,100.13214,0.73329
342.991,30.32538,0.56045,100.13214,0.7328
343.491,30.37553,0.56006,100.13221,0.7323
343.991,30.4257,0.56006,100.12852,0.73181
344.491,30.47591,0.55993,100.12676,0.73131
344.991,30.52613,0.55958,100.12566,0.73082
345.491,30.57634,0.55955,100.12635,0.73033
345.991,30.62654,0.55954,100.13139,0.72984
346.491,30.67671,0.55963,100.13344,0.72934
346.991,30.72686,0.55925,100.13243,0.72885
347.491,30.77698,0.55904,100.13214,0.72836
347.991,30.82709,0.55887,100.13237,0.72787
348.491,30.87721,0.55904,100.12812,0.72738
348.991,30.92732,0.55864,100.12455,0.72689
349.491,30.97741,0.55858,100.12866,0.7264
349.991,31.02749,0.55837,100.13608,0.72592
350.491,31.07755,0.55827,100.1377,0.72543
350.991,31.12762,0.55811,100.1362,0.72494
351.491,31.1777,0.55806,100.13736,0.72445
351.991,31.2278,0.55804,100.13488,0.72397
352.491,31.2779,0.55782,100.13264,0.72348
352.991,31.32802,0.55771,100.1337,0.723
353.491,31.37815,0.55761,100.13849,0.72251
353.991,31.42827,0.55734,100.14411,0.72203
354.491,31.4784,0.55754,100.14469,0.72154
354.991,31.52855,0.5574,100.13802,0.72106
355.491,31.57868,0.55773,100.13771,0.72058
355.991,31.62881,0.55722,100.13149,0.72009
356.491,31.67893,0.55715,100.12722,0.71961
356.991,31.72903,0.55735,100.12896,0.71913
357.491,31.77916,0.55739,100.13621,0.71865
357.991,31.82931,0.55715,100.13735,0.71817
358.491,31.87948,0.557,100.1347,0.71769
358.991,31.92963,0.55698,100.13075,0.71721
359.491,31.97974,0.55701,100.13378,0.71673
359.991,32.02982,0.5567,100.13489,0.71625
360.491,32.07986,0.55661,100.13489,0.71578
360.991,32.12991,0.55669,100.13242,0.7153
361.491,32.17999,0.55635,100.13324,0.71482
361.991,32.23011,0.5564,100.13819,0.71434
362.491,32.28027,0.55615,100.13791,0.71387
362.991,32.33045,0.55612,100.14125,0.71339
363.491,32.38062,0.55597,100.14035,0.71292
363.991,32.43074,0.55599,100.13816,0.71244
364.491,32.48085,0.5556,100.13876,0.71197
364.991,32.53094,0.55573,100.14186,0.7115
365.491,32.58104,0.55544,100.14795,0.71102
365.991,32.63115,0.55523,100.15524,0.71055
366.491,32.68125,0.55533,100.15239,0.71008
366.991,32.73136,0.5552,100.14897,0.70961
367.491,32.78149,0.55514,100.14213,0.70914
367.991,32.83165,0.55476,100.13705,0.70867
368.491,32.88183,0.55491,100.13828,0.7082
368.991,32.93198,0.55482,100.1379,0.70773
369.491,32.98209,0.55468,100.14175,0.70726
369.991,33.03218,0.55463,100.14745,0.70679
370.491,33.08225,0.55454,100.14955,0.70632
370.991,33.13236,0.55447,100.14786,0.70585
371.491,33.18253,0.5544,100.14532,0.70539
371.991,33.23277,0.55418,100.14502,0.70492
372.491,33.28302,0.55439,100.14281,0.70445
372.991,33.33327,0.55397,100.13128,0.70399
373.491,33.38349,0.55369,100.13202,0.70352
373.991,33.43363,0.55399,100.14148,0.70306
374.491,33.48374,0.55371,100.14442,0.7026
374.991,33.53379,0.55376,100.14603,0.70213
375.491,33.58385,0.55341,100.14735,0.70167
375.991,33.63395,0.55313,100.1436,0.70121
376.491,33.68409,0.55336,100.13729,0.70075
376.991,33.73428,0.55348,100.13617,0.70028
377.491,33.78445,0.55324,100.1464,0.69982
377.991,33.8346,0.55294,100.15073,0.69936
378.491,33.88472,0.55289,100.14975,0.6989
378.991,33.93478,0.55298,100.14617,0.69844
379.491,33.98483,0.55307,100.14327,0.69798
379.991,34.03486,0.55262,100.14501,0.69753
380.491,34.08487,0.55254,100.1502,0.69707
380.991,34.13487,0.55244,100.14844,0.69661
381.491,34.18492,0.55215,100.14497,0.69615
381.991,34.23502,0.55212,100.14031,0.6957
382.491,34.28516,0.55245,100.1322,0.69524
382.991,34.33537,0.55208,100.12827,0.69479
383.491,34.38561,0.55199,100.12473,0.69433
383.991,34.43584,0.55154,100.12956,0.69388
384.491,34.48604,0.55183,100.13298,0.69342
384.991,34.53618,0.55168,100.13553,0.69297
385.491,34.58621,0.5515,100.13465,0.69252
385.991,34.63619,0.55129,100.14376,0.69207
386.491,34.68617,0.55144,100.14461,0.69161
386.991,34.73615,0.55125,100.1445,0.69116
387.491,34.78622,0.55116,100.14404,0.69071
387.991,34.83638,0.55131,100.14583,0.69026
388.491,34.88656,0.55086,100.13878,0.68981
388.991,34.93678,0.55056,100.14502,0.68936
389.491,34.98699,0.55083,100.14774,0.68891
389.991,35.03711,0.55026,100.14092,0.68847
390.491,35.08719,0.55041,100.13539,0.68802
390.991,35.13725,0.55022,100.13916,0.68757
391.491,35.1873,0.55015,100.13954,0.68712
391.991,35.23738,0.54992,100.1418,0.68668
392.491,35.28752,0.54985,100.14571,0.68623
392.991,35.33768,0.54987,100.14649,0.68579
393.491,35.38784,0.54979,100.14739,0.68534
393.991,35.43798,0.54956,100.15053,0.6849
394.491,35.48806,0.54911,100.15137,0.68445
394.991,35.53811,0.54924,100.1514,0.68401
395.491,35.58816,0.54903,100.15211,0.68357
395.991,35.63824,0.54921,100.15345,0.68313
396.491,35.68838,0.54913,100.14818,0.68269
396.991,35.73853,0.54883,100.15476,0.68224
397.491,35.78866,0.54864,100.15673,0.6818
397.991,35.83874,0.54881,100.15538,0.68136
398.491,35.88875,0.54888,100.15474,0.68092
398.991,35.93872,0.54892,100.15757,0.68048
399.491,35.98868,0.54827,100.1607,0.68005
399.991,36.0387,0.54844,100.15917,0.67961
400.491,36.08876,0.54805,100.15662,0.67917
400.991,36.13886,0.54823,100.15097,0.67873
401.491,36.18898,0.54789,100.15069,0.6783
401.991,36.23908,0.54795,100.15624,0.67786
402.491,36.28917,0.54783,100.15957,0.67743
402.991,36.33926,0.54755,100.16048,0.67699
403.491,36.38935,0.54744,100.155,0.67656
403.991,36.43942,0.54756,100.15278,0.67612
404.491,36.4895,0.5472,100.15164,0.67569
404.991,36.53961,0.54705,100.15926,0.67526
405.491,36.58975,0.54687,100.16184,0.67482
405.991,36.63994,0.5466,100.14836,0.67439
406.491,36.69017,0.54654,100.14892,0.67396
406.991,36.74036,0.54614,100.15135,0.67353
407.491,36.79052,0.54642,100.1519,0.6731
407.991,36.84065,0.54622,100.14914,0.67267
408.491,36.89076,0.54573,100.14889,0.67224
408.991,36.94088,0.54565,100.15117,0.67181
409.491,36.99099,0.54536,100.15245,0.67138
409.991,37.0411,0.54537,100.15133,0.67096
410.491,37.09121,0.54502,100.14943,0.67053
410.991,37.14132,0.54525,100.15085,0.6701
411.491,37.19142,0.5447,100.15137,0.66968
411.991,37.2415,0.54475,100.15137,0.66925
412.491,37.29157,0.5445,100.15281,0.66882
412.991,37.34162,0.54461,100.15472,0.6684
413.491,37.39165,0.54421,100.15371,0.66798
413.991,37.4417,0.54424,100.15248,0.66755
414.491,37.49176,0.5444,100.15311,0.66713
414.991,37.54181,0.54429,100.15387,0.66671
415.491,37.59188,0.54403,100.15441,0.66628
415.991,37.64191,0.54413,100.15526,0.66586
416.491,37.69192,0.54407,100.15288,0.66544
416.991,37.7419,0.54385,100.15124,0.66502
417.491,37.79188,0.54326,100.14888,0.6646
417.991,37.84187,0.54354,100.15045,0.66418
418.491,37.89184,0.54311,100.1557,0.66376
418.991,37.94181,0.54277,100.1591,0.66334
419.491,37.99175,0.5429,100.16045,0.66293
419.991,38.0417,0.54282,100.16098,0.66251
420.491,38.0917,0.54269,100.16096,0.66209
420.991,38.14175,0.54254,100.16228,0.66167
421.491,38.19185,0.54228,100.16633,0.66126
421.991,38.24195,0.54232,100.16243,0.66084
422.491,38.29204,0.54212,100.15649,0.66043
422.991,38.34209,0.54218,100.14813,0.66001
423.491,38.39213,0.54174,100.14614,0.6596
423.991,38.44219,0.54173,100.14588,0.65919
424.491,38.49227,0.54159,100.14802,0.65877
424.991,38.54234,0.54169,100.15461,0.65836
425.491,38.59241,0.54135,100.15615,0.65795
425.991,38.64247,0.54141,100.15233,0.65754
426.491,38.6925,0.54114,100.1521,0.65713
426.991,38.74254,0.5406,100.15924,0.65672
427.491,38.79258,0.54061,100.15981,0.65631
427.991,38.84261,0.54042,100.15818,0.6559
428.491,38.89268,0.54013,100.15649,0.65549
428.991,38.94275,0.54022,100.15514,0.65508
429.491,38.99282,0.53997,100.15433,0.65467
429.991,39.04292,0.5397,100.15412,0.65427
430.491,39.09301,0.53924,100.15423,0.65386
430.991,39.14314,0.53936,100.15454,0.65345
431.491,39.19331,0.53933,100.15462,0.65305
431.991,39.24351,0.539,100.15628,0.65264
432.491,39.29372,0.53892,100.15955,0.65224
432.991,39.34392,0.53881,100.16069,0.65183
433.491,39.39404,0.53849,100.16323,0.65143
433.991,39.44401,0.53835,100.16829,0.65103
434.491,39.49393,0.53802,100.16665,0.65062
434.991,39.5438,0.5382,100.16593,0.65022
435.491,39.5937,0.53803,100.1649,0.64982
435.991,39.6437,0.53777,100.1628,0.64942
436.491,39.69378,0.53775,100.16242,0.64902
436.991,39.74385,0.5377,100.16619,0.64862
437.491,39.7939,0.53726,100.16664,0.64822
437.991,39.84389,0.53726,100.16389,0.64782
438.491,39.89384,0.5371,100.16754,0.64742
438.991,39.94383,0.53784,100.17322,0.64702
439.491,39.99384,0.53722,100.1684,0.64663
439.991,40.04388,0.53732,100.16442,0.64623
440.491,40.09392,0.53702,100.1644,0.64583
440.991,40.14391,0.53697,100.16264,0.64544
441.491,40.1939,0.53642,100.14666,0.64504
441.991,40.24385,0.53613,100.14729,0.64465
442.491,40.2938,0.53638,100.15749,0.64425
442.991,40.34383,0.53608,100.15924,0.64386
443.491,40.39389,0.53612,100.15506,0.64347
443.991,40.44397,0.53589,100.15239,0.64307
444.491,40.49404,0.53574,100.15922,0.64268
444.991,40.54404,0.53567,100.16368,0.64229
445.491,40.59398,0.53522,100.16572,0.6419
445.991,40.64389,0.53491,100.16189,0.64151
446.491,40.69383,0.53506,100.15997,0.64112
446.991,40.74381,0.53495,100.15814,0.64073
447.491,40.79381,0.53475,100.16015,0.64034
447.991,40.84389,0.53476,100.1618,0.63995
448.491,40.89394,0.53457,100.15911,0.63956
448.991,40.94398,0.53422,100.15772,0.63917
449.491,40.99405,0.53431,100.15743,0.63879
449.991,41.04409,0.53399,100.15759,0.6384
450.491,41.09413,0.53391,100.15769,0.63801
450.991,41.14418,0.5336,100.15907,0.63763
451.491,41.19421,0.53331,100.16339,0.63724
451.991,41.24423,0.53298,100.16743,0.63686
452.491,41.29425,0.53283,100.1646,0.63647
452.991,41.34427,0.5325,100.15546,0.63609
453.491,41.39432,0.53225,100.15504,0.63571
453.991,41.44438,0.53223,100.16077,0.63532
454.491,41.49441,0.53175,100.17213,0.63494
454.991,41.54442,0.53166,100.17906,0.63456
455.491,41.59439,0.53131,100.17339,0.63418
455.991,41.64432,0.53111,100.16404,0.6338
456.491,41.69433,0.53111,100.16566,0.63342
456.991,41.74436,0.53094,100.17329,0.63304
457.491,41.79445,0.53053,100.17756,0.63266
457.991,41.84458,0.53036,100.17684,0.63228
458.491,41.89468,0.53035,100.17557,0.6319
458.991,41.94477,0.53004,100.16676,0.63153
459.491,41.99489,0.52971,100.1621,0.63115
459.991,42.04502,0.52925,100.15989,0.63077
460.491,42.09516,0.52901,100.15976,0.6304
460.991,42.14529,0.52865,100.16333,0.63002
461.491,42.19535,0.52838,100.16388,0.62965
461.991,42.24538,0.52813,100.16036,0.62927
462.491,42.2954,0.52786,100.15955,0.6289
462.991,42.34545,0.52767,100.16341,0.62852
463.491,42.39559,0.52752,100.16628,0.62815
463.991,42.44579,0.52693,100.16479,0.62778
464.491,42.496,0.52706,100.15987,0.62741
464.991,42.54621,0.52659,100.16003,0.62704
465.491,42.59635,0.52651,100.16872,0.62667
465.991,42.64641,0.5261,100.17772,0.6263
466.491,42.69643,0.52611,100.17591,0.62593
466.991,42.74643,0.52567,100.16403,0.62556
467.491,42.79643,0.52562,100.16717,0.62519
467.991,42.84647,0.5254,100.17134,0.62482
468.491,42.8965,0.52528,100.17147,0.62445
468.991,42.94655,0.52504,100.16081,0.62408
469.491,42.9966,0.52498,100.16075,0.62372
469.991,43.04664,0.52488,100.15845,0.62335
470.491,43.09671,0.52415,100.16043,0.62299
470.991,43.14678,0.52423,100.16412,0.62262
471.491,43.19686,0.52394,100.16086,0.62226
471.991,43.247,0.52364,100.1596,0.62189
472.491,43.29711,0.52349,100.16091,0.62153
472.991,43.34724,0.52314,100.17083,0.62116
473.491,43.39735,0.52271,100.17706,0.6208
473.991,43.44741,0.52255,100.17956,0.62044
474.491,43.4975,0.52215,100.18021,0.62008
474.991,43.54756,0.5218,100.18276,0.61972
475.491,43.59763,0.52169,100.18229,0.61936
475.991,43.64769,0.5216,100.1769,0.619
476.491,43.69771,0.52121,100.17118,0.61864
476.991,43.74771,0.52117,100.16587,0.61828
477.491,43.79772,0.52118,100.16795,0.61792
477.991,43.84773,0.52067,100.17385,0.61756
478.491,43.89779,0.52057,100.17366,0.6172
478.991,43.94785,0.52043,100.16806,0.61685
479.491,43.99793,0.52023,100.16268,0.61649
479.991,44.048,0.51982,100.1596,0.61613
480.491,44.09807,0.51959,100.16332,0.61578
480.991,44.14816,0.51937,100.17258,0.61542
481.491,44.19825,0.51918,100.17744,0.61507
481.991,44.24832,0.51914,100.17846,0.61471
482.491,44.29837,0.51874,100.18355,0.61436
482.991,44.3484,0.51838,100.18893,0.61401
483.491,44.39842,0.51821,100.18748,0.61365
483.991,44.44852,0.51797,100.1862,0.6133
484.491,44.49867,0.51756,100.18712,0.61295
484.991,44.54883,0.51732,100.18892,0.6126
485.491,44.59901,0.51712,100.19237,0.61225
485.991,44.64912,0.5161,100.18786,0.6119
486.491,44.69916,0.51641,100.19716,0.61155
486.991,44.74915,0.51612,100.18891,0.6112
487.491,44.79908,0.51603,100.17921,0.61085
487.991,44.84899,0.5159,100.17991,0.6105
488.491,44.89893,0.51556,100.18504,0.61016
488.991,44.94892,0.51529,100.18898,0.60981
489.491,44.99894,0.51492,100.19016,0.60946
489.991,45.04902,0.51454,100.18646,0.60912
490.491,45.09908,0.51473,100.17781,0.60877
490.991,45.1491,0.51447,100.18061,0.60843
491.491,45.19908,0.51431,100.1892,0.60808
491.991,45.24904,0.51396,100.18622,0.60774
492.491,45.29897,0.5136,100.17971,0.60739
492.991,45.34891,0.51326,100.18016,0.60705
493.491,45.39889,0.51318,100.18211,0.60671
493.991,45.44887,0.51297,100.18325,0.60637
494.491,45.49886,0.51291,100.18727,0.60602
494.991,45.54888,0.51305,100.18978,0.60568
495.491,45.59893,0.51272,100.1909,0.60534
495.991,45.64901,0.51234,100.19153,0.605
496.491,45.69909,0.5119,100.19062,0.60466
496.991,45.74919,0.51194,100.19267,0.60432
497.491,45.79925,0.51158,100.18307,0.60399
497.991,45.84927,0.51122,100.18592,0.60365
498.491,45.89929,0.51109,100.18821,0.60331
498.991,45.9493,0.51069,100.18438,0.60297
499.491,45.99933,0.51042,100.18485,0.60264
499.991,46.04941,0.51035,100.1876,0.6023
500.491,46.09952,0.51017,100.18437,0.60197
500.991,46.14966,0.50965,100.18189,0.60163
501.491,46.19981,0.50921,100.17939,0.6013
501.991,46.24992,0.50938,100.18187,0.60096
502.491,46.29998,0.50876,100.17775,0.60063
502.991,46.35,0.50855,100.18214,0.6003
503.491,46.40004,0.5081,100.18517,0.59996
503.991,46.45015,0.50768,100.18268,0.59963
504.491,46.50031,0.50743,100.18076,0.5993
504.991,46.55054,0.50715,100.18193,0.59897
505.491,46.60077,0.50607,100.18234,0.59864
505.991,46.65095,0.50586,100.18249,0.59831
506.491,46.70108,0.50554,100.18578,0.59798
506.991,46.75115,0.50528,100.18884,0.59765
507.491,46.80115,0.5052,100.1918,0.59732
507.991,46.85116,0.50509,100.19375,0.59699
508.491,46.90121,0.50456,100.19558,0.59666
508.991,46.95132,0.50414,100.19502,0.59634
509.491,47.00152,0.50423,100.18757,0.59601
509.991,47.05173,0.50418,100.17982,0.59568
510.491,47.10186,0.50385,100.17654,0.59536
510.991,47.15192,0.50382,100.17894,0.59503
511.491,47.2019,0.50323,100.18288,0.59471
511.991,47.25187,0.50346,100.18617,0.59438
512.491,47.30189,0.50334,100.18856,0.59406
512.991,47.35195,0.503,100.19231,0.59374
513.491,47.40202,0.50291,100.19458,0.59342
513.991,47.45211,0.50263,100.18913,0.59309
514.491,47.50217,0.50271,100.19287,0.59277
514.991,47.55224,0.50253,100.2015,0.59245
515.491,47.60234,0.50238,100.20557,0.59213
515.991,47.65243,0.50249,100.19612,0.59181
516.491,47.70248,0.50177,100.1869,0.59149
516.991,47.7525,0.50198,100.18848,0.59117
517.491,47.80245,0.5017,100.18959,0.59085
517.991,47.85238,0.50132,100.19031,0.59053
518.491,47.90231,0.50125,100.19386,0.59022
518.991,47.95229,0.50147,100.1987,0.5899
519.491,48.00227,0.50131,100.20467,0.58958
519.991,48.05228,0.50103,100.20707,0.58926
520.491,48.10229,0.50072,100.20511,0.58895
520.991,48.15226,0.50065,100.2038,0.58863
521.491,48.20222,0.50066,100.20356,0.58832
521.991,48.25219,0.50035,100.20098,0.588
522.491,48.30216,0.50034,100.18977,0.58769
522.991,48.35218,0.49984,100.18721,0.58738
523.491,48.40222,0.49968,100.19126,0.58706
523.991,48.45228,0.49912,100.19909,0.58675
524.491,48.50231,0.49853,100.19633,0.58644
524.991,48.55231,0.49802,100.18985,0.58613
525.491,48.60229,0.4982,100.1861,0.58582
525.991,48.65225,0.49779,100.18924,0.58551
526.491,48.7022,0.4976,100.18911,0.5852
526.991,48.75216,0.49762,100.18242,0.58489
527.491,48.80216,0.49685,100.18732,0.58458
527.991,48.8522,0.49684,100.18409,0.58427
528.491,48.90226,0.49654,100.18382,0.58396
528.991,48.95238,0.49608,100.18797,0.58365
529.491,49.00252,0.49585,100.18961,0.58335
529.991,49.05262,0.49541,100.19735,0.58304
530.491,49.10268,0.49508,100.19156,0.58273
530.991,49.15271,0.49536,100.18494,0.58243
531.491,49.2027,0.49493,100.1822,0.58212
531.991,49.2527,0.49463,100.18672,0.58182
532.491,49.30275,0.49417,100.19078,0.58151
532.991,49.3528,0.49396,100.19482,0.58121
533.491,49.40283,0.49341,100.1818,0.58091
533.991,49.45284,0.49327,100.18081,0.5806
534.491,49.50285,0.49317,100.18567,0.5803
534.991,49.55287,0.49299,100.18797,0.58
535.491,49.60291,0.49248,100.18785,0.5797
535.991,49.65296,0.49215,100.18619,0.5794
536.491,49.70299,0.49188,100.1828,0.5791
536.991,49.75301,0.49147,100.18222,0.5788
537.491,49.80307,0.49132,100.18622,0.5785
537.991,49.85319,0.49082,100.19224,0.5782
538.491,49.90335,0.49079,100.1961,0.5779
538.991,49.95357,0.49026,100.17972,0.5776
539.491,50.00379,0.49048,100.18245,0.5773
539.991,50.05394,0.49026,100.19201,0.57701
540.491,50.1041,0.49006,100.19125,0.57671
540.991,50.1542,0.48961,100.19331,0.57641
541.491,50.20427,0.48948,100.1877,0.57612
541.991,50.25432,0.48893,100.1905,0.57582
542.491,50.3043,0.48881,100.19333,0.57553
542.991,50.35427,0.48882,100.19029,0.57523
543.491,50.40427,0.48825,100.18834,0.57494
543.991,50.45429,0.48865,100.18739,0.57465
544.491,50.50437,0.48797,100.18709,0.57435
544.991,50.55445,0.48762,100.18614,0.57406
545.491,50.60448,0.48812,100.18434,0.57377
545.991,50.65451,0.48773,100.18281,0.57348
546.491,50.70455,0.48724,100.184,0.57319
546.991,50.7546,0.48725,100.18805,0.5729
547.491,50.80467,0.48705,100.19706,0.57261
547.991,50.85474,0.48689,100.20095,0.57232
548.491,50.90478,0.48693,100.19927,0.57203
548.991,50.95481,0.48643,100.18947,0.57174
549.491,51.00483,0.48653,100.18877,0.57145
549.991,51.05488,0.48589,100.18969,0.57116
550.491,51.10495,0.4861,100.18818,0.57088
550.991,51.15503,0.48564,100.18476,0.57059
551.491,51.20511,0.48582,100.18258,0.5703
551.991,51.25517,0.48533,100.18883,0.57002
552.491,51.30519,0.48533,100.19317,0.56973
552.991,51.35516,0.48508,100.19208,0.56945
553.491,51.40515,0.48487,100.18051,0.56916
553.991,51.45514,0.48455,100.17962,0.56888
554.491,51.50518,0.48478,100.18192,0.5686
554.991,51.55526,0.48393,100.18241,0.56831
555.491,51.60532,0.48413,100.18133,0.56803
555.991,51.65538,0.48407,100.18621,0.56775
556.491,51.70549,0.48373,100.18944,0.56747
556.991,51.75558,0.48374,100.19297,0.56719
557.491,51.80571,0.48369,100.20121,0.56691
557.991,51.85586,0.4832,100.20807,0.56663
558.491,51.90595,0.48302,100.19851,0.56635
558.991,51.956,0.48256,100.1907,0.56607
559.491,52.00605,0.48289,100.18802,0.56579
559.991,52.05603,0.48255,100.18818,0.56551
560.491,52.10597,0.48225,100.18757,0.56523
560.991,52.15589,0.48198,100.18455,0.56495
561.491,52.2058,0.48171,100.18329,0.56468
561.991,52.25575,0.48164,100.18081,0.5644
562.491,52.30574,0.48095,100.17532,0.56412
562.991,52.35577,0.48077,100.17793,0.56385
563.491,52.40582,0.48063,100.18524,0.56357
563.991,52.45584,0.48048,100.1929,0.5633
564.491,52.50583,0.4804,100.20085,0.56302
564.991,52.55582,0.48056,100.20072,0.56275
565.491,52.6058,0.48019,100.19696,0.56248
565.991,52.65578,0.48012,100.19548,0.5622
566.491,52.70578,0.47962,100.19665,0.56193
566.991,52.75577,0.47988,100.20047,0.56166
567.491,52.80574,0.47935,100.19896,0.56139
567.991,52.85574,0.47936,100.19389,0.56112
568.491,52.90575,0.47914,100.18988,0.56085
568.991,52.95575,0.47898,100.18606,0.56058
569.491,53.00575,0.47891,100.18222,0.56031
569.991,53.05576,0.47823,100.17934,0.56004
570.491,53.10577,0.47838,100.18165,0.55977
570.991,53.15581,0.47788,100.18392,0.5595
571.491,53.20584,0.47716,100.19285,0.55923
571.991,53.25587,0.47664,100.19706,0.55896
572.491,53.30589,0.4766,100.19365,0.5587
572.991,53.35588,0.47609,100.1906,0.55843
573.491,53.40587,0.47582,100.19004,0.55816
573.991,53.45582,0.47556,100.19052,0.5579
574.491,53.50577,0.47543,100.19122,0.55763
574.991,53.55575,0.47532,100.19528,0.55737
575.491,53.60575,0.47493,100.19713,0.5571
