16.000,	5.000,	810109.812,	810528.500
16.000,	6.000,	816120.375,	816663.125
16.000,	7.000,	818647.687,	822690.375
17.000,	12.000,	824446.812,	828681.000
17.000,	11.000,	834128.500,	834701.187
17.000,	1.000,	840191.000,	840771.312
17.000,	2.000,	846224.687,	846833.375
17.000,	4.000,	852203.875,	852752.312
17.000,	5.000,	858361.875,	858792.187
17.000,	6.000,	864343.000,	864888.375
17.000,	7.000,	870772.687,	870777.187
18.000,	12.000,	876397.312,	876931.000
18.000,	11.000,	882340.500,	882865.000
18.000,	1.000,	888415.687,	888957.375
18.000,	2.000,	894420.125,	894995.125
18.000,	4.000,	900432.687,	900945.625
18.000,	5.000,	906540.812,	906987.625
18.000,	6.000,	911396.312,	913065.000
18.000,	7.000,	919001.812,	919005.812
19.000,	12.000,	924479.125,	925104.875
19.000,	11.000,	930497.500,	931086.312
19.000,	1.000,	936568.687,	937137.500
19.000,	2.000,	942597.625,	943127.625
19.000,	4.000,	0.000,	0.000
